Date,Type,LocalAirport,ForeignAirport,Airline,Status,Planned,Expected
2024-10-22,arrival,Zurich,Geneva,swiss,Landed,21:00,20:41
2024-10-22,arrival,Zurich,Hanover,swiss,Landed,21:00,20:57
2024-10-22,arrival,Zurich,Sarajevo,swiss,Landed,21:00,20:44
2024-10-22,arrival,Zurich,Amsterdam,swiss,Landed,21:00,20:40
2024-10-22,arrival,Zurich,Copenhagen,swiss,Landed,21:05,21:13
2024-10-22,arrival,Zurich,Barcelona,vueling,Landed,21:10,20:57
2024-10-22,arrival,Zurich,Brussels,swiss,Landed,21:20,21:25
2024-10-22,arrival,Zurich,Berlin,swiss,Landed,21:20,21:12
2024-10-22,arrival,Zurich,Düsseldorf,swiss,Landed,21:20,21:14
2024-10-22,arrival,Zurich,Corfu,edelweiss,Landed,21:25,21:15
2024-10-22,arrival,Zurich,London LGW,swiss,Landed,21:25,21:06
2024-10-22,arrival,Zurich,Paris CDG,swiss,Landed,21:30,21:24
2024-10-22,arrival,Zurich,Vienna,swiss,Landed,21:30,21:16
2024-10-22,arrival,Zurich,Amsterdam,swiss,Landed,21:30,22:06
2024-10-22,arrival,Zurich,London LHR,swiss,Landed,21:35,21:19
2024-10-22,arrival,Zurich,Budapest,swiss,Landed,21:35,21:23
2024-10-22,arrival,Zurich,Marseille,swiss,Landed,21:40,21:32
2024-10-22,arrival,Zurich,Hamburg,swiss,Landed,21:40,21:36
2024-10-22,arrival,Zurich,Birmingham,swiss,Landed,21:45,21:33
2024-10-22,arrival,Zurich,Rome FCO,swiss,Landed,21:45,21:42
2024-10-22,arrival,Zurich,Copenhagen,swiss,Landed,21:45,21:39
2024-10-22,arrival,Zurich,Manchester,swiss,Landed,21:45,21:57
2024-10-22,arrival,Zurich,Barcelona,swiss,Landed,21:50,21:40
2024-10-22,arrival,Zurich,Warsaw,swiss,Landed,21:50,22:05
2024-10-22,arrival,Zurich,Frankfurt,swiss,Landed,21:55,22:28
2024-10-22,arrival,Zurich,Dublin,swiss,Landed,21:55,22:03
2024-10-22,arrival,Zurich,Belgrade,swiss,Landed,21:55,22:02
2024-10-22,arrival,Zurich,Munich,swiss,Landed,21:55,21:59
2024-10-22,arrival,Zurich,Madrid,swiss,Landed,22:00,22:21
2024-10-22,arrival,Zurich,Reykjavík,edelweiss,Landed,22:00,22:07
2024-10-22,arrival,Zurich,Berlin,swiss,Landed,22:00,21:56
2024-10-22,arrival,Zurich,Skopje,chair,Landed,22:10,21:47
2024-10-22,arrival,Zurich,Larnaca,edelweiss,Landed,22:15,
2024-10-22,arrival,Zurich,Madrid,iberia,Landed,22:20,22:17
2024-10-22,arrival,Zurich,Istanbul IST,turkish,Landed,22:20,21:51
2024-10-22,arrival,Zurich,Alicante,swiss,Landed,22:20,22:13
2024-10-22,arrival,Zurich,Pristina,chair,Landed,22:25,22:09
2024-10-22,arrival,Zurich,London LHR,british,Landed,22:30,22:51
2024-10-22,arrival,Zurich,Paris CDG,airfrance,Landed,22:30,22:22
2024-10-22,arrival,Zurich,Lisbon,tap,Landed,22:30,23:16
2024-10-22,arrival,Zurich,Palma De Mallorca,swiss,Landed,22:40,22:26
2024-10-22,arrival,Zurich,Kos,edelweiss,Landed,22:40,22:35
2024-10-22,arrival,Zurich,London LHR,swiss,Landed,22:45,22:38
2024-10-22,arrival,Zurich,Menorca,edelweiss,Landed,22:45,22:30
2024-10-22,arrival,Zurich,Catania,edelweiss,Landed,22:45,22:42
2024-10-22,arrival,Zurich,Bilbao,edelweiss,Landed,22:50,22:40
2024-10-22,arrival,Zurich,Heraklion,edelweiss,Landed,22:50,
2024-10-22,arrival,Zurich,Fuerteventura,edelweiss,Landed,22:55,22:54
2024-10-22,arrival,Zurich,Antalya,edelweiss,Landed,22:55,22:47
2024-10-22,arrival,Zurich,Faro,edelweiss,Landed,22:55,23:10
2024-10-22,arrival,Zurich,Porto,tap,Landed,19:00,
2024-10-22,arrival,Zurich,Warsaw,lot,Landed,19:05,19:43
2024-10-22,arrival,Zurich,Pristina,gp-aviation,Landed,19:20,19:17
2024-10-22,arrival,Zurich,Frankfurt,lufthansa_neu,Landed,19:20,19:16
2024-10-22,arrival,Zurich,Zagreb,croatia_v2,Landed,19:20,19:29
2024-10-22,arrival,Zurich,Lisbon,swiss,Landed,19:30,19:43
2024-10-22,arrival,Zurich,Berlin,euro,Landed,19:30,19:36
2024-10-22,arrival,Zurich,Bangkok,swiss,Landed,19:35,19:39
2024-10-22,arrival,Zurich,Munich,lufthansa_neu,Landed,19:35,19:34
2024-10-22,arrival,Zurich,Cologne Bonn,euro,Landed,19:40,19:45
2024-10-22,arrival,Zurich,Marrakesh,edelweiss,Landed,19:40,19:27
2024-10-22,arrival,Zurich,Malaga,swiss,Landed,19:40,19:31
2024-10-22,arrival,Zurich,Geneva,swiss,Landed,19:40,19:32
2024-10-22,arrival,Zurich,Copenhagen,sas,Landed,19:45,19:54
2024-10-22,arrival,Zurich,Hamburg,euro,Landed,19:55,20:10
2024-10-22,arrival,Zurich,London LHR,swiss,Landed,19:55,19:49
2024-10-22,arrival,Zurich,Vienna,austrian,Landed,20:00,20:17
2024-10-22,arrival,Zurich,Belgrade,serbia,Landed,20:00,19:59
2024-10-22,arrival,Zurich,Milan MXP,swiss,Landed,20:05,20:48
2024-10-22,arrival,Zurich,Luxembourg,swiss,Landed,20:05,20:03
2024-10-22,arrival,Zurich,Bologna,swiss,Landed,20:10,19:51
2024-10-22,arrival,Zurich,Berlin,swiss,Landed,20:10,20:08
2024-10-22,arrival,Zurich,Palma De Mallorca,swiss,Landed,20:15,20:06
2024-10-22,arrival,Zurich,Stuttgart,swiss,Landed,20:15,
2024-10-22,arrival,Zurich,Dubai DXB,emirates-neu,Landed,20:20,20:12
2024-10-22,arrival,Zurich,Florence,swiss,Landed,20:20,20:06
2024-10-22,arrival,Zurich,Düsseldorf,swiss,Landed,20:20,20:18
