Date,Type,LocalAirport,ForeignAirport,Airline,Status,Planned,Expected
2024-10-28,arrival,Zurich,Geneva,swiss,Landed,21:05,20:58
2024-10-28,arrival,Zurich,Berlin,swiss,Landed,21:05,21:03
2024-10-28,arrival,Zurich,Paris CDG,swiss,Landed,21:10,21:07
2024-10-28,arrival,Zurich,Venice,swiss,Landed,21:15,21:07
2024-10-28,arrival,Zurich,Brussels,swiss,Landed,21:20,21:16
2024-10-28,arrival,Zurich,Prague,swiss,Landed,21:20,21:10
2024-10-28,arrival,Zurich,Nice,swiss,Landed,21:20,21:16
2024-10-28,arrival,Zurich,London LGW,swiss,Landed,21:25,21:22
2024-10-28,arrival,Zurich,Košice,swiss,Landed,21:25,20:58
2024-10-28,arrival,Zurich,Hanover,swiss,Landed,21:25,21:12
2024-10-28,arrival,Zurich,London LHR,swiss,Landed,21:30,
2024-10-28,arrival,Zurich,Düsseldorf,swiss,Landed,21:30,21:24
2024-10-28,arrival,Zurich,Amsterdam,swiss,Cancelled,21:30,
2024-10-28,arrival,Zurich,Hamburg,swiss,Landed,21:35,21:40
2024-10-28,arrival,Zurich,Rome,swiss,Landed,21:35,21:33
2024-10-28,arrival,Zurich,Vienna,swiss,Landed,21:40,
2024-10-28,arrival,Zurich,Budapest,swiss,Landed,21:40,21:37
2024-10-28,arrival,Zurich,Manchester,swiss,Landed,21:45,22:07
2024-10-28,arrival,Zurich,Copenhagen,swiss,Landed,21:45,21:47
2024-10-28,arrival,Zurich,Munich,swiss,Landed,21:45,22:03
2024-10-28,arrival,Zurich,Frankfurt,swiss,Landed,21:50,22:14
2024-10-28,arrival,Zurich,Warsaw,swiss,Landed,21:50,22:23
2024-10-28,arrival,Zurich,Dublin,swiss,Landed,21:50,22:10
2024-10-28,arrival,Zurich,Barcelona,swiss,Landed,21:50,21:45
2024-10-28,arrival,Zurich,Madrid,swiss,Landed,21:55,22:08
2024-10-28,arrival,Zurich,Oslo OSL,swiss,Landed,21:55,21:27
2024-10-28,arrival,Zurich,Cairo,swiss,Landed,22:00,21:56
2024-10-28,arrival,Zurich,Gothenburg,swiss,Landed,22:00,21:51
2024-10-28,arrival,Zurich,London LCY,swiss,Landed,22:00,21:52
2024-10-28,arrival,Zurich,London LHR,british,Landed,22:00,22:01
2024-10-28,arrival,Zurich,Valencia,swiss,Landed,22:05,22:16
2024-10-28,arrival,Zurich,Luxorvia Sharm El Sheikh,edelweiss,Landed,22:10,21:54
2024-10-28,arrival,Zurich,Berlin,swiss,Landed,22:10,22:17
2024-10-28,arrival,Zurich,Skopje,chair,Landed,22:15,22:27
2024-10-28,arrival,Zurich,Madrid,iberia,Landed,22:20,22:18
2024-10-28,arrival,Zurich,Istanbul IST,turkish,Landed,22:20,21:58
2024-10-28,arrival,Zurich,Pristina,chair,Landed,22:20,22:21
2024-10-28,arrival,Zurich,Paris CDG,airfrance,Landed,22:30,22:25
2024-10-28,arrival,Zurich,Amsterdam,klm,Landed,22:30,22:52
2024-10-28,arrival,Zurich,Lisbon,tap,Landed,22:35,23:00
2024-10-28,arrival,Zurich,Porto,swiss,Landed,22:45,22:41
2024-10-28,arrival,Zurich,London LHR,swiss,Landed,22:45,
2024-10-28,arrival,Zurich,Lamezia Terme,edelweiss,Landed,22:50,22:49
2024-10-28,arrival,Zurich,Pristina,edelweiss,Landed,22:55,22:54
2024-10-28,arrival,Zurich,Palma De Mallorca,edelweiss,Landed,22:55,22:49
2024-10-28,arrival,Zurich,Skopje,edelweiss,Landed,22:55,22:47
2024-10-28,arrival,Zurich,Shanghai,swiss,Landed,19:00,20:23
2024-10-28,arrival,Zurich,Muscat,oman,Landed,19:05,18:48
2024-10-28,arrival,Zurich,Warsaw,lot,Landed,19:05,19:00
2024-10-28,arrival,Zurich,Ponta Delgada,edelweiss,Landed,19:10,19:15
2024-10-28,arrival,Zurich,Frankfurt,lufthansa_neu,Landed,19:10,19:35
2024-10-28,arrival,Zurich,Reykjavík,edelweiss,Landed,19:10,19:20
2024-10-28,arrival,Zurich,Zagreb,croatia_v2,Landed,19:15,19:53
2024-10-28,arrival,Zurich,Tenerife,edelweiss,Landed,19:15,19:24
2024-10-28,arrival,Zurich,Lisbon,swiss,Landed,19:15,19:42
2024-10-28,arrival,Zurich,Gran Canaria,edelweiss,Landed,19:15,19:27
2024-10-28,arrival,Zurich,Pristina,gp-aviation,Landed,19:20,19:41
