Date,Type,LocalAirport,ForeignAirport,Airline,Status,Planned,Expected
2024-11-05,arrival,Zurich,Berlin,swiss,Landed,21:05,20:58
2024-11-05,arrival,Zurich,Geneva,swiss,Landed,21:05,21:00
2024-11-05,arrival,Zurich,Paris CDG,swiss,Landed,21:10,20:58
2024-11-05,arrival,Zurich,Düsseldorf,swiss,Landed,21:15,21:11
2024-11-05,arrival,Zurich,Warsaw,swiss,Landed,21:15,21:03
2024-11-05,arrival,Zurich,Brussels,swiss,Landed,21:20,21:10
2024-11-05,arrival,Zurich,Nice,swiss,Landed,21:20,21:04
2024-11-05,arrival,Zurich,Prague,swiss,Landed,21:20,21:06
2024-11-05,arrival,Zurich,Palma De Mallorca,swiss,Landed,21:25,21:23
2024-11-05,arrival,Zurich,Venice,swiss,Landed,21:25,21:17
2024-11-05,arrival,Zurich,London LGW,swiss,Landed,21:25,21:21
2024-11-05,arrival,Zurich,London LHR,swiss,Landed,21:30,21:19
2024-11-05,arrival,Zurich,Hanover,swiss,Landed,21:30,21:15
2024-11-05,arrival,Zurich,Amsterdam,swiss,Landed,21:30,21:15
2024-11-05,arrival,Zurich,Krakow,swiss,Landed,21:35,21:29
2024-11-05,arrival,Zurich,Hamburg,swiss,Landed,21:35,21:31
2024-11-05,arrival,Zurich,Rome FCO,swiss,Landed,21:35,21:26
2024-11-05,arrival,Zurich,Budapest,swiss,Landed,21:40,21:35
2024-11-05,arrival,Zurich,Vienna,swiss,Landed,21:40,21:43
2024-11-05,arrival,Zurich,Manchester,swiss,Landed,21:45,21:50
2024-11-05,arrival,Zurich,Copenhagen,swiss,Landed,21:45,21:26
2024-11-05,arrival,Zurich,Munich,swiss,Landed,21:45,21:38
2024-11-05,arrival,Zurich,Dublin,swiss,Landed,21:50,21:48
2024-11-05,arrival,Zurich,Frankfurt,swiss,Landed,21:50,21:43
2024-11-05,arrival,Zurich,Barcelona,swiss,Landed,21:50,22:05
2024-11-05,arrival,Zurich,Madrid,swiss,Landed,21:55,21:49
2024-11-05,arrival,Zurich,London LCY,swiss,Landed,21:55,21:42
2024-11-05,arrival,Zurich,Valencia,swiss,Landed,22:00,21:45
2024-11-05,arrival,Zurich,Alicante,swiss,Landed,22:00,22:04
2024-11-05,arrival,Zurich,Belgrade,swiss,Landed,22:00,21:57
2024-11-05,arrival,Zurich,London LHR,british,Landed,22:00,21:36
2024-11-05,arrival,Zurich,Larnaca,edelweiss,Landed,22:05,22:02
2024-11-05,arrival,Zurich,Palermo,swiss,Landed,22:10,21:56
