Date,Type,LocalAirport,ForeignAirport,Airline,Status,Planned,Expected
2024-10-21,arrival,Zurich,Heraklion,chair,Landed,21:00,21:14
2024-10-21,arrival,Zurich,Geneva,swiss,Landed,21:00,21:08
2024-10-21,arrival,Zurich,Hanover,swiss,Landed,21:00,21:16
2024-10-21,arrival,Zurich,Bordeaux,swiss,Landed,21:05,21:03
2024-10-21,arrival,Zurich,Copenhagen,swiss,Landed,21:05,21:01
2024-10-21,arrival,Zurich,Berlin,swiss,Landed,21:15,21:02
2024-10-21,arrival,Zurich,Düsseldorf,swiss,Landed,21:15,21:21
2024-10-21,arrival,Zurich,Krakow,swiss,Landed,21:15,21:17
2024-10-21,arrival,Zurich,Brussels,swiss,Landed,21:20,21:27
2024-10-21,arrival,Zurich,Barcelona,vueling,Landed,21:20,22:05
2024-10-21,arrival,Zurich,Košice,swiss,Landed,21:20,21:26
2024-10-21,arrival,Zurich,Mykonos,edelweiss,Landed,21:25,21:09
2024-10-21,arrival,Zurich,London LHR,swiss,Landed,21:25,21:57
2024-10-21,arrival,Zurich,Vienna,swiss,Landed,21:30,22:13
2024-10-21,arrival,Zurich,Paris CDG,swiss,Landed,21:30,21:40
2024-10-21,arrival,Zurich,Amsterdam,swiss,Landed,21:30,21:53
2024-10-21,arrival,Zurich,Bristol,swiss,Landed,21:35,21:44
2024-10-21,arrival,Zurich,Skopje,chair,Landed,21:35,21:54
2024-10-21,arrival,Zurich,London LGW,swiss,Landed,21:35,21:36
2024-10-21,arrival,Zurich,Budapest,swiss,Cancelled,21:35,
2024-10-21,arrival,Zurich,Birmingham,swiss,Landed,21:40,
2024-10-21,arrival,Zurich,Hamburg,swiss,Landed,21:40,21:50
2024-10-21,arrival,Zurich,Rome FCO,swiss,Landed,21:45,22:15
2024-10-21,arrival,Zurich,Belgrade,swiss,Landed,21:45,21:23
2024-10-21,arrival,Zurich,Copenhagen,swiss,Landed,21:45,23:15
2024-10-21,arrival,Zurich,Manchester,swiss,Landed,21:45,22:09
2024-10-21,arrival,Zurich,Warsaw,swiss,Landed,21:50,22:04
2024-10-21,arrival,Zurich,Barcelona,swiss,Landed,21:50,22:20
2024-10-21,arrival,Zurich,Munich,swiss,Landed,21:55,22:00
2024-10-21,arrival,Zurich,Dublin,swiss,Landed,21:55,21:56
2024-10-21,arrival,Zurich,Frankfurt,swiss,Landed,21:55,21:54
