Date,Type,LocalAirport,ForeignAirport,Airline,Status,Planned,Expected
2024-11-03,arrival,Zurich,Shanghai,swiss,Landed,19:00,18:56
2024-11-03,arrival,Zurich,Warsaw,lot,Landed,19:05,19:00
2024-11-03,arrival,Zurich,Muscat,oman,Landed,19:05,18:57
2024-11-03,arrival,Zurich,Frankfurt,lufthansa_neu,Landed,19:10,19:03
2024-11-03,arrival,Zurich,Lisbon,swiss,Landed,19:15,19:13
2024-11-03,arrival,Zurich,Zagreb,croatia_v2,Landed,19:15,19:09
2024-11-03,arrival,Zurich,Pristina,gp-aviation,Landed,19:20,19:31
2024-11-03,arrival,Zurich,Bangkok,swiss,Landed,19:25,19:26
2024-11-03,arrival,Zurich,Tel Aviv,elalisrael,Landed,19:25,19:16
2024-11-03,arrival,Zurich,Berlin,euro,Landed,19:30,20:36
2024-11-03,arrival,Zurich,Cape Town,edelweiss,Landed,19:30,19:39
2024-11-03,arrival,Zurich,Hamburg,euro,Landed,19:30,19:50
2024-11-03,arrival,Zurich,Munich,lufthansa_neu,Landed,19:35,19:36
2024-11-03,arrival,Zurich,Athens,swiss,Landed,19:35,19:31
2024-11-03,arrival,Zurich,Copenhagen,sas,Landed,19:40,19:30
2024-11-03,arrival,Zurich,Düsseldorf,swiss,Landed,19:45,19:42
2024-11-03,arrival,Zurich,Dubai,emirates-neu,Landed,19:50,19:24
2024-11-03,arrival,Zurich,Vienna,austrian,Landed,19:50,19:53
2024-11-03,arrival,Zurich,La Palmavia Tenerife,edelweiss,Landed,19:55,19:58
2024-11-03,arrival,Zurich,Belgrade,serbia,Landed,19:55,20:53
2024-11-03,arrival,Zurich,Milan MXP,swiss,Landed,20:00,19:55
2024-11-03,arrival,Zurich,London LHR,swiss,Landed,20:00,19:50
2024-11-03,arrival,Zurich,Berlin,swiss,Landed,20:05,20:06
2024-11-03,arrival,Zurich,Florence,swiss,Landed,20:05,19:59
2024-11-03,arrival,Zurich,Dresden,swiss,Landed,20:05,19:59
2024-11-03,arrival,Zurich,Düsseldorf,euro,Landed,20:10,20:30
2024-11-03,arrival,Zurich,Palma De Mallorca,swiss,Landed,20:10,20:02
2024-11-03,arrival,Zurich,Geneva,swiss,Landed,20:10,
2024-11-03,arrival,Zurich,Hamburg,swiss,Landed,20:15,20:22
2024-11-03,arrival,Zurich,Nice,swiss,Landed,20:15,20:49
2024-11-03,arrival,Zurich,London LHR,british,Landed,20:15,20:24
2024-11-03,arrival,Zurich,Venice,swiss,Landed,20:15,20:28
2024-11-03,arrival,Zurich,London LCY,swiss,Landed,20:20,20:12
2024-11-03,arrival,Zurich,Hanover,swiss,Landed,20:20,20:19
2024-11-03,arrival,Zurich,Lisbon,easyjet,Landed,20:35,21:02
2024-11-03,arrival,Zurich,Berlin,easyjet,Landed,20:40,20:38
2024-11-03,arrival,Zurich,Barcelona,vueling,Landed,20:40,20:49
2024-11-03,arrival,Zurich,London LTN,easyjet,Landed,20:40,21:25
