Date,Type,LocalAirport,ForeignAirport,Airline,Status,Planned,Expected
2024-11-07,arrival,Zurich,Geneva,swiss,Landed,21:05,20:59
2024-11-07,arrival,Zurich,Porto,easyjet,Landed,21:05,21:13
2024-11-07,arrival,Zurich,Paris CDG,swiss,Landed,21:10,20:57
2024-11-07,arrival,Zurich,Düsseldorf,swiss,Landed,21:15,21:10
2024-11-07,arrival,Zurich,Brussels,swiss,Landed,21:20,21:26
2024-11-07,arrival,Zurich,Prague,swiss,Landed,21:20,21:06
2024-11-07,arrival,Zurich,Nice,swiss,Landed,21:20,21:04
2024-11-07,arrival,Zurich,London LGW,swiss,Landed,21:25,21:21
2024-11-07,arrival,Zurich,Hanover,swiss,Landed,21:25,21:10
2024-11-07,arrival,Zurich,Bremen,swiss,Landed,21:25,21:01
2024-11-07,arrival,Zurich,Krakow,swiss,Landed,21:30,21:15
2024-11-07,arrival,Zurich,London LHR,swiss,Landed,21:30,21:34
2024-11-07,arrival,Zurich,Amsterdam,swiss,Landed,21:30,21:32
2024-11-07,arrival,Zurich,Hamburg,swiss,Landed,21:35,21:28
2024-11-07,arrival,Zurich,Rome FCO,swiss,Landed,21:35,21:37
2024-11-07,arrival,Zurich,Vienna,swiss,Landed,21:35,21:24
2024-11-07,arrival,Zurich,Budapest,swiss,Landed,21:40,21:22
2024-11-07,arrival,Zurich,Birmingham,swiss,Landed,21:40,21:49
2024-11-07,arrival,Zurich,Copenhagen,swiss,Landed,21:45,21:44
2024-11-07,arrival,Zurich,Manchester,swiss,Landed,21:45,22:03
2024-11-07,arrival,Zurich,Munich,swiss,Landed,21:45,21:42
2024-11-07,arrival,Zurich,Frankfurt,swiss,Landed,21:50,22:08
2024-11-07,arrival,Zurich,Barcelona,swiss,Landed,21:50,22:18
2024-11-07,arrival,Zurich,Dublin,swiss,Landed,21:50,22:11
2024-11-07,arrival,Zurich,Warsaw,swiss,Landed,21:50,21:55
2024-11-07,arrival,Zurich,Gothenburg,swiss,Landed,21:55,21:46
2024-11-07,arrival,Zurich,Madrid,swiss,Landed,21:55,22:16
2024-11-07,arrival,Zurich,London LCY,swiss,Landed,22:00,22:16
2024-11-07,arrival,Zurich,Valencia,swiss,Landed,22:00,21:56
2024-11-07,arrival,Zurich,London LHR,british,Landed,22:00,22:02
2024-11-07,arrival,Zurich,Belgrade,swiss,Landed,22:00,21:55
2024-11-07,arrival,Zurich,Berlin,swiss,Landed,22:10,21:52
2024-11-07,arrival,Zurich,Pristina,chair,Landed,22:20,22:00
2024-11-07,arrival,Zurich,Istanbul IST,turkish,Landed,22:20,21:58
2024-11-07,arrival,Zurich,Madrid,iberia,Landed,22:20,22:12
2024-11-07,arrival,Zurich,Amsterdam,klm,Landed,22:30,23:10
2024-11-07,arrival,Zurich,Paris CDG,airfrance,Landed,22:30,22:21
2024-11-07,arrival,Zurich,Lisbon,tap,Landed,22:35,22:49
2024-11-07,arrival,Zurich,Marsa Alam,edelweiss,Landed,22:35,22:05
2024-11-07,arrival,Zurich,London LHR,swiss,Landed,22:45,22:42
2024-11-07,arrival,Zurich,Djerba,edelweiss,Landed,22:50,22:37
2024-11-07,arrival,Zurich,Pristina,edelweiss,Landed,22:55,22:41
2024-11-07,arrival,Zurich,Porto,swiss,Landed,22:55,23:12
2024-11-07,arrival,Zurich,Shanghai,swiss,Landed,19:00,18:24
2024-11-07,arrival,Zurich,Warsaw,lot,Landed,19:05,19:14
2024-11-07,arrival,Zurich,Luxorvia Sharm El Sheikh,edelweiss,Landed,19:10,18:54
2024-11-07,arrival,Zurich,Frankfurt,lufthansa_neu,Landed,19:10,19:01
2024-11-07,arrival,Zurich,Zagreb,croatia_v2,Landed,19:15,19:31
2024-11-07,arrival,Zurich,Gran Canaria,edelweiss,Landed,19:15,19:09
2024-11-07,arrival,Zurich,Tenerife,edelweiss,Landed,19:15,19:08
2024-11-07,arrival,Zurich,Lisbon,swiss,Landed,19:15,19:36
2024-11-07,arrival,Zurich,Madeira,edelweiss,Landed,19:20,19:05
2024-11-07,arrival,Zurich,Pristina,gp-aviation,Landed,19:20,19:27
2024-11-07,arrival,Zurich,Bangkok,swiss,Landed,19:25,19:21
2024-11-07,arrival,Zurich,Berlin,euro,Landed,19:30,19:25
2024-11-07,arrival,Zurich,Hamburg,euro,Landed,19:30,20:01
2024-11-07,arrival,Zurich,Cologne Bonn,euro,Landed,19:30,19:42
2024-11-07,arrival,Zurich,Athens,swiss,Landed,19:35,19:37
2024-11-07,arrival,Zurich,Munich,lufthansa_neu,Landed,19:35,19:38
2024-11-07,arrival,Zurich,Copenhagen,sas,Landed,19:45,19:55
2024-11-07,arrival,Zurich,Düsseldorf,swiss,Landed,19:45,
2024-11-07,arrival,Zurich,Vienna,austrian,Landed,19:50,19:47
2024-11-07,arrival,Zurich,Dubai DXB,emirates-neu,Landed,19:50,19:52
2024-11-07,arrival,Zurich,Brussels,swiss,Landed,19:55,19:57
2024-11-07,arrival,Zurich,Hurghada,edelweiss,Landed,19:55,19:45
2024-11-07,arrival,Zurich,Belgrade,serbia,Landed,19:55,19:38
2024-11-07,arrival,Zurich,Geneva,swiss,Landed,19:55,19:51
2024-11-07,arrival,Zurich,London LHR,swiss,Landed,20:00,
2024-11-07,arrival,Zurich,Luxembourg,swiss,Landed,20:00,20:03
2024-11-07,arrival,Zurich,Florence,swiss,Landed,20:05,20:15
2024-11-07,arrival,Zurich,Lanzarotevia Fuerteventura,edelweiss,Landed,20:05,20:13
2024-11-07,arrival,Zurich,Berlin,swiss,Landed,20:05,20:12
2024-11-07,arrival,Zurich,Hamburg,swiss,Landed,20:10,20:07
2024-11-07,arrival,Zurich,Düsseldorf,euro,Landed,20:10,20:08
2024-11-07,arrival,Zurich,Milan MXP,swiss,Landed,20:10,20:04
2024-11-07,arrival,Zurich,Palma De Mallorca,swiss,Landed,20:15,20:12
2024-11-07,arrival,Zurich,Graz,swiss,Landed,20:15,19:55
2024-11-07,arrival,Zurich,Venice,swiss,Landed,20:15,20:11
2024-11-07,arrival,Zurich,London LHR,british,Landed,20:15,19:59
2024-11-07,arrival,Zurich,London LCY,swiss,Landed,20:20,20:16
2024-11-07,arrival,Zurich,Barcelona,vueling,Landed,20:40,20:18
2024-11-07,arrival,Zurich,Larnaca,edelweiss,Landed,17:00,16:38
2024-11-07,arrival,Zurich,Lisbon,tap,Landed,17:10,17:53
2024-11-07,arrival,Zurich,Istanbul IST,turkish,Landed,17:10,16:49
2024-11-07,arrival,Zurich,Madrid,europa,Landed,17:15,17:24
2024-11-07,arrival,Zurich,Frankfurt,lufthansa_neu,Landed,17:15,17:18
2024-11-07,arrival,Zurich,Berlin,swiss,Landed,17:15,17:06
2024-11-07,arrival,Zurich,Sofia,swiss,Landed,17:20,17:19
2024-11-07,arrival,Zurich,Paris CDG,airfrance,Landed,17:50,17:46
2024-11-07,arrival,Zurich,Stockholm ARN,swiss,Landed,17:55,
2024-11-07,arrival,Zurich,Bucharest,swiss,Landed,18:15,17:47
2024-11-07,arrival,Zurich,Helsinki,finnair,Landed,18:20,18:10
2024-11-07,arrival,Zurich,Amsterdam,klm,Landed,18:25,18:21
2024-11-07,arrival,Zurich,Tokyo,swiss,Landed,18:30,18:22
2024-11-07,arrival,Zurich,Berlin,swiss,Landed,18:30,18:32
2024-11-07,arrival,Zurich,London LCY,british,Landed,18:35,18:26
2024-11-07,arrival,Zurich,Riga,baltic,Landed,18:35,18:16
2024-11-07,arrival,Zurich,Tel Aviv,elalisrael,Landed,18:35,18:12
2024-11-07,arrival,Zurich,Vienna,austrian,Landed,18:40,18:27
2024-11-07,arrival,Zurich,Malaga,swiss,Landed,18:50,18:52
2024-11-07,arrival,Zurich,Madrid,iberia,Landed,18:55,18:54
2024-11-07,arrival,Zurich,Porto,tap,Landed,15:05,14:42
2024-11-07,arrival,Zurich,Istanbul SAW,pegasus,Landed,15:10,14:59
2024-11-07,arrival,Zurich,Düsseldorf,euro,Landed,15:10,15:08
2024-11-07,arrival,Zurich,Los Angeles,swiss,Landed,15:15,18:07
2024-11-07,arrival,Zurich,Bordeaux,easyjet,Landed,15:25,15:27
2024-11-07,arrival,Zurich,Porto,swiss,Landed,15:30,15:48
2024-11-07,arrival,Zurich,San Francisco,swiss,Landed,15:30,15:35
2024-11-07,arrival,Zurich,Oslo,swiss,Landed,15:30,15:22
2024-11-07,arrival,Zurich,Thessaloniki,swiss,Landed,15:35,15:25
2024-11-07,arrival,Zurich,Stuttgart,swiss,Landed,15:35,15:50
2024-11-07,arrival,Zurich,Ljubljana,swiss,Landed,15:35,15:43
2024-11-07,arrival,Zurich,Malaga,swiss,Landed,15:40,15:43
2024-11-07,arrival,Zurich,Stockholm ARN,swiss,Landed,15:40,15:44
2024-11-07,arrival,Zurich,Frankfurt,swiss,Landed,15:40,15:47
2024-11-07,arrival,Zurich,London LHR,british,Landed,15:45,15:48
2024-11-07,arrival,Zurich,Bologna,swiss,Landed,15:45,15:57
2024-11-07,arrival,Zurich,Athens,swiss,Landed,15:45,15:40
2024-11-07,arrival,Zurich,Geneva,swiss,Landed,15:45,16:00
2024-11-07,arrival,Zurich,Berlin,easyjet,Landed,15:50,15:39
2024-11-07,arrival,Zurich,Phuket,edelweiss,Landed,15:55,15:52
2024-11-07,arrival,Zurich,Milan MXP,swiss,Landed,16:00,16:21
2024-11-07,arrival,Zurich,Florence,swiss,Landed,16:00,15:59
2024-11-07,arrival,Zurich,London LCY,swiss,Landed,16:05,
2024-11-07,arrival,Zurich,Dublin,swiss,Landed,16:05,17:06
2024-11-07,arrival,Zurich,Luxembourg,swiss,Landed,16:05,16:14
2024-11-07,arrival,Zurich,Brussels,swiss,Landed,16:10,16:22
2024-11-07,arrival,Zurich,Seville,edelweiss,Landed,16:10,16:21
2024-11-07,arrival,Zurich,Düsseldorf,swiss,Landed,16:10,16:03
2024-11-07,arrival,Zurich,Prague,swiss,Landed,16:10,16:03
2024-11-07,arrival,Zurich,Cairo,swiss,Landed,16:15,16:04
2024-11-07,arrival,Zurich,Paris CDG,swiss,Landed,16:15,16:31
2024-11-07,arrival,Zurich,Berlin,swiss,Landed,16:20,16:33
2024-11-07,arrival,Zurich,Venice,swiss,Landed,16:20,16:06
2024-11-07,arrival,Zurich,Lisbon,swiss,Landed,16:20,16:14
2024-11-07,arrival,Zurich,Vienna,swiss,Landed,16:25,16:17
2024-11-07,arrival,Zurich,Hamburg,swiss,Landed,16:25,16:23
2024-11-07,arrival,Zurich,Rome FCO,swiss,Landed,16:25,17:00
2024-11-07,arrival,Zurich,Bordeaux,swiss,Landed,16:30,16:26
2024-11-07,arrival,Zurich,Belgrade,swiss,Landed,16:30,16:18
2024-11-07,arrival,Zurich,Munich,lufthansa_neu,Landed,16:30,16:44
2024-11-07,arrival,Zurich,Dresden,swiss,Landed,16:30,16:15
2024-11-07,arrival,Zurich,Warsaw,swiss,Landed,16:35,16:27
2024-11-07,arrival,Zurich,Copenhagen,swiss,Landed,16:35,16:28
2024-11-07,arrival,Zurich,Budapest,swiss,Landed,16:35,16:34
2024-11-07,arrival,Zurich,Nice,swiss,Landed,16:40,16:46
2024-11-07,arrival,Zurich,Barcelona,swiss,Landed,16:40,16:44
2024-11-07,arrival,Zurich,Marsa Alam,chair,Landed,16:40,16:32
2024-11-07,arrival,Zurich,London LHR,swiss,Landed,16:45,16:33
2024-11-07,arrival,Zurich,Amsterdam,klm,Landed,16:45,16:52
2024-11-07,arrival,Zurich,Palma De Mallorca,edelweiss,Landed,16:45,16:55
2024-11-07,arrival,Zurich,Palermo,swiss,Landed,16:50,16:44
2024-11-07,arrival,Zurich,Amsterdam,swiss,Landed,16:50,17:03
2024-11-07,arrival,Zurich,Malta,km_malta_airlines,Landed,16:50,16:39
2024-11-07,arrival,Zurich,Naples NAP,swiss,Landed,16:55,18:05
2024-11-07,arrival,Zurich,Heraklion,edelweiss,Landed,13:00,12:44
2024-11-07,arrival,Zurich,Izmir,sun,Landed,13:10,13:02
2024-11-07,arrival,Zurich,Istanbul SAW,ajet_logo,Landed,13:15,12:55
2024-11-07,arrival,Zurich,Frankfurt,lufthansa_neu,Landed,13:35,13:50
2024-11-07,arrival,Zurich,Amsterdam,klm,Landed,13:35,13:32
2024-11-07,arrival,Zurich,Doha,qatar,Landed,13:40,13:05
2024-11-07,arrival,Zurich,Istanbul IST,turkish,Landed,13:55,14:15
2024-11-07,arrival,Zurich,Palma De Mallorca,swiss,Landed,14:05,14:08
2024-11-07,arrival,Zurich,London LCY,british,Landed,14:10,14:11
2024-11-07,arrival,Zurich,Vienna,austrian,Landed,14:20,14:12
2024-11-07,arrival,Zurich,Amman,jordanian,Landed,14:25,13:49
2024-11-07,arrival,Zurich,Bogotávia Cartagena,edelweiss,Landed,14:30,14:38
2024-11-07,arrival,Zurich,Zurich,edelweiss,Landed,14:40,15:15
2024-11-07,arrival,Zurich,Hurghada,cairo,Landed,14:40,14:31
2024-11-07,arrival,Zurich,London LHR,swiss,Landed,14:45,14:55
2024-11-07,arrival,Zurich,Hamburg,euro,Landed,14:55,14:45
2024-11-07,arrival,Zurich,Geneva,swiss,Landed,11:00,11:06
2024-11-07,arrival,Zurich,Hamburg,swiss,Landed,11:00,10:54
2024-11-07,arrival,Zurich,Düsseldorf,swiss,Landed,11:00,10:59
2024-11-07,arrival,Zurich,Brussels,swiss,Landed,11:05,11:11
2024-11-07,arrival,Zurich,Amsterdam,klm,Landed,11:05,11:16
2024-11-07,arrival,Zurich,Vienna,swiss,Landed,11:05,10:59
2024-11-07,arrival,Zurich,Berlin,swiss,Landed,11:05,10:57
2024-11-07,arrival,Zurich,Prague,swiss,Landed,11:10,11:02
2024-11-07,arrival,Zurich,Boston,swiss,Landed,11:10,11:23
2024-11-07,arrival,Zurich,Stuttgart,swiss,Landed,11:10,10:51
2024-11-07,arrival,Zurich,Madrid,iberia,Landed,11:10,11:31
2024-11-07,arrival,Zurich,Amsterdam,swiss,Landed,11:15,11:26
2024-11-07,arrival,Zurich,Budapest,swiss,Landed,11:15,11:19
2024-11-07,arrival,Zurich,Venice,swiss,Landed,11:15,11:08
2024-11-07,arrival,Zurich,Nice,swiss,Landed,11:20,11:12
2024-11-07,arrival,Zurich,Paris CDG,swiss,Landed,11:20,11:16
2024-11-07,arrival,Zurich,Rome FCO,swiss,Landed,11:20,11:42
2024-11-07,arrival,Zurich,Geneva,swiss,Landed,11:30,11:20
2024-11-07,arrival,Zurich,Newark,swiss,Cancelled,11:40,
2024-11-07,arrival,Zurich,Copenhagen,swiss,Landed,11:40,11:15
2024-11-07,arrival,Zurich,Sarajevo,swiss,Landed,11:40,13:05
2024-11-07,arrival,Zurich,Barcelona,swiss,Landed,11:40,12:26
2024-11-07,arrival,Zurich,Milan MXP,swiss,Landed,11:45,11:37
2024-11-07,arrival,Zurich,Pristina,edelweiss,Landed,11:50,11:37
2024-11-07,arrival,Zurich,Tirana,swiss,Landed,11:50,11:46
2024-11-07,arrival,Zurich,London LHR,swiss,Landed,11:50,11:34
2024-11-07,arrival,Zurich,Cluj-Napoca,swiss,Landed,11:50,11:34
2024-11-07,arrival,Zurich,Manchester,swiss,Landed,11:55,11:53
2024-11-07,arrival,Zurich,San Josevia Liberia,edelweiss,Landed,11:55,12:22
2024-11-07,arrival,Zurich,Bologna,swiss,Landed,12:00,11:54
2024-11-07,arrival,Zurich,London LHR,british,Landed,12:00,11:56
2024-11-07,arrival,Zurich,London LCY,swiss,Landed,12:00,11:58
2024-11-07,arrival,Zurich,Malta,swiss,Landed,12:05,12:01
2024-11-07,arrival,Zurich,Valencia,swiss,Landed,12:05,12:00
2024-11-07,arrival,Zurich,Amsterdam,swiss,Landed,12:05,12:32
2024-11-07,arrival,Zurich,Reykjavík,iceland,Landed,12:05,12:15
2024-11-07,arrival,Zurich,Oslo,sas,Landed,12:10,11:58
2024-11-07,arrival,Zurich,Madrid,swiss,Landed,12:20,12:28
2024-11-07,arrival,Zurich,Alicante,swiss,Landed,12:20,12:17
2024-11-07,arrival,Zurich,Berlin,swiss,Landed,12:20,12:08
2024-11-07,arrival,Zurich,Dubai DXB,emirates-neu,Landed,12:25,12:02
2024-11-07,arrival,Zurich,Hamburg,swiss,Landed,12:30,
2024-11-07,arrival,Zurich,Podgorica,air-montenegro,Landed,12:40,12:09
2024-11-07,arrival,Zurich,Vilnius,swiss,Landed,12:45,12:26
2024-11-07,arrival,Zurich,Antalya,sun,Landed,12:50,12:42
2024-11-07,arrival,Zurich,Munich,lufthansa_neu,Landed,12:55,12:51
2024-11-07,arrival,Zurich,Hamburg,euro,Landed,09:05,08:57
2024-11-07,arrival,Zurich,London LHR,british,Landed,09:20,09:38
2024-11-07,arrival,Zurich,London LCY,british,Landed,09:30,09:22
2024-11-07,arrival,Zurich,Warsaw,lot,Landed,09:35,09:39
2024-11-07,arrival,Zurich,Copenhagen,sas,Landed,09:45,09:49
2024-11-07,arrival,Zurich,Paris CDG,airfrance,Landed,09:50,09:44
2024-11-07,arrival,Zurich,Vienna,austrian,Landed,09:50,09:35
2024-11-07,arrival,Zurich,Helsinki,finnair,Landed,09:50,09:32
2024-11-07,arrival,Zurich,Frankfurt,swiss,Landed,10:05,09:59
2024-11-07,arrival,Zurich,Madrid,europa,Landed,10:05,09:55
2024-11-07,arrival,Zurich,Zagreb,croatia_v2,Landed,10:05,10:02
2024-11-07,arrival,Zurich,Istanbul IST,turkish,Landed,10:10,10:08
2024-11-07,arrival,Zurich,Munich,swiss,Landed,10:10,10:21
2024-11-07,arrival,Zurich,Athens,aegan,Landed,10:20,10:18
2024-11-07,arrival,Zurich,Cape Town,edelweiss,Landed,10:25,09:51
2024-11-07,arrival,Zurich,Toronto,canada,Landed,10:25,10:39
2024-11-07,arrival,Zurich,New York,delta,Landed,10:30,10:16
2024-11-07,arrival,Zurich,Frankfurt,lufthansa_neu,Landed,10:30,10:29
2024-11-07,arrival,Zurich,Istanbul SAW,pegasus,Landed,10:35,10:31
2024-11-07,arrival,Zurich,Buenos Airesvia Sao Paulo,swiss,Landed,10:35,11:04
2024-11-07,arrival,Zurich,London LGW,easyjet,Landed,10:40,10:41
2024-11-07,arrival,Zurich,New York,swiss,Landed,10:40,10:43
2024-11-07,arrival,Zurich,Chicago,swiss,Landed,10:45,10:35
2024-11-07,arrival,Zurich,Miami,swiss,Landed,10:50,10:54
2024-11-07,arrival,Zurich,Hanover,swiss,Landed,10:55,10:48
2024-11-07,arrival,Zurich,Catania,edelweiss,Landed,10:55,11:05
2024-11-07,arrival,Zurich,Florence,swiss,Landed,10:55,10:41
2024-11-07,arrival,Zurich,Pristina,chair,Landed,10:55,10:50
2024-11-07,arrival,Zurich,Doha,qatar,Landed,07:10,07:00
2024-11-07,arrival,Zurich,Hong Kong,cathay,Landed,07:30,07:06
2024-11-07,arrival,Zurich,Addis Ababavia Milan,ethiopianairlineslogosvg,Landed,07:40,07:09
