Date,Type,LocalAirport,ForeignAirport,Airline,Status,Planned,Expected
2024-11-11,arrival,Zurich,Geneva,swiss,Landed,21:05,20:48
2024-11-11,arrival,Zurich,Berlin,swiss,Landed,21:05,20:58
2024-11-11,arrival,Zurich,Paris CDG,swiss,Landed,21:10,21:26
2024-11-11,arrival,Zurich,Venice,swiss,Landed,21:15,21:05
2024-11-11,arrival,Zurich,Prague,swiss,Landed,21:20,21:22
2024-11-11,arrival,Zurich,Brussels,swiss,Landed,21:20,21:19
2024-11-11,arrival,Zurich,Nice,swiss,Landed,21:20,21:17
2024-11-11,arrival,Zurich,Hanover,swiss,Landed,21:25,21:16
2024-11-11,arrival,Zurich,London LGW,swiss,Landed,21:25,21:30
2024-11-11,arrival,Zurich,Košice,swiss,Landed,21:25,21:13
2024-11-11,arrival,Zurich,London LHR,swiss,Landed,21:30,21:02
2024-11-11,arrival,Zurich,Düsseldorf,swiss,Landed,21:30,21:29
2024-11-11,arrival,Zurich,Amsterdam,swiss,Landed,21:30,21:41
2024-11-11,arrival,Zurich,Rome FCO,swiss,Landed,21:35,
2024-11-11,arrival,Zurich,Hamburg,swiss,Landed,21:35,21:45
2024-11-11,arrival,Zurich,Budapest,swiss,Landed,21:40,21:56
2024-11-11,arrival,Zurich,Vienna,swiss,Landed,21:40,
2024-11-11,arrival,Zurich,Munich,swiss,Landed,21:45,21:58
2024-11-11,arrival,Zurich,Manchester,swiss,Landed,21:45,22:05
2024-11-11,arrival,Zurich,Copenhagen,swiss,Landed,21:45,21:38
2024-11-11,arrival,Zurich,Barcelona,swiss,Landed,21:50,21:53
2024-11-11,arrival,Zurich,Dublin,swiss,Landed,21:50,22:07
2024-11-11,arrival,Zurich,Frankfurt,swiss,Landed,21:50,22:14
2024-11-11,arrival,Zurich,Warsaw,swiss,Landed,21:50,21:54
2024-11-11,arrival,Zurich,Madrid,swiss,Landed,21:55,22:21
2024-11-11,arrival,Zurich,Oslo,swiss,Landed,21:55,21:33
2024-11-11,arrival,Zurich,Gothenburg,swiss,Landed,22:00,21:50
2024-11-11,arrival,Zurich,London LCY,swiss,Landed,22:00,22:20
2024-11-11,arrival,Zurich,Cairo,swiss,Landed,22:00,22:16
2024-11-11,arrival,Zurich,London LHR,british,Landed,22:00,22:10
2024-11-11,arrival,Zurich,Valencia,swiss,Landed,22:05,22:08
