Date,Type,LocalAirport,ForeignAirport,Airline,Status,Planned,Expected
2024-10-27,arrival,Zurich,Berlin,swiss,Landed,21:05,21:06
2024-10-27,arrival,Zurich,Porto,easyjet,Landed,21:05,20:58
2024-10-27,arrival,Zurich,Paris CDG,swiss,Landed,21:10,20:58
2024-10-27,arrival,Zurich,Menorca,edelweiss,Landed,21:15,21:02
2024-10-27,arrival,Zurich,Heraklion,edelweiss,Landed,21:15,21:08
2024-10-27,arrival,Zurich,Prague,swiss,Landed,21:20,21:18
2024-10-27,arrival,Zurich,Brussels,swiss,Landed,21:20,21:21
2024-10-27,arrival,Zurich,Bremen,swiss,Landed,21:20,21:13
2024-10-27,arrival,Zurich,Geneva,swiss,Landed,21:20,21:07
2024-10-27,arrival,Zurich,London LGW,swiss,Landed,21:25,21:16
2024-10-27,arrival,Zurich,Düsseldorf,swiss,Landed,21:30,21:27
2024-10-27,arrival,Zurich,London LHR,swiss,Landed,21:30,21:28
2024-10-27,arrival,Zurich,Amsterdam,swiss,Landed,21:30,21:33
2024-10-27,arrival,Zurich,Vienna,swiss,Landed,21:35,21:33
2024-10-27,arrival,Zurich,Rome FCO,swiss,Landed,21:35,21:56
2024-10-27,arrival,Zurich,Hamburg,swiss,Landed,21:35,21:46
2024-10-27,arrival,Zurich,Birmingham,swiss,Landed,21:40,21:59
2024-10-27,arrival,Zurich,Budapest,swiss,Landed,21:40,21:25
2024-10-27,arrival,Zurich,Munich,swiss,Landed,21:45,21:42
2024-10-27,arrival,Zurich,Manchester,swiss,Landed,21:45,22:01
2024-10-27,arrival,Zurich,Copenhagen,swiss,Landed,21:45,21:28
2024-10-27,arrival,Zurich,Warsaw,swiss,Landed,21:50,21:39
2024-10-27,arrival,Zurich,Barcelona,swiss,Landed,21:50,22:22
2024-10-27,arrival,Zurich,Frankfurt,swiss,Landed,21:50,22:03
2024-10-27,arrival,Zurich,Dublin,swiss,Landed,21:50,21:48
2024-10-27,arrival,Zurich,Madrid,swiss,Landed,21:55,22:10
2024-10-27,arrival,Zurich,Oslo,swiss,Landed,21:55,21:06
2024-10-27,arrival,Zurich,Valencia,swiss,Landed,22:00,21:58
2024-10-27,arrival,Zurich,Belgrade,swiss,Landed,22:00,21:46
2024-10-27,arrival,Zurich,London LHR,british,Landed,22:00,21:54
2024-10-27,arrival,Zurich,London LCY,swiss,Landed,22:00,21:51
2024-10-27,arrival,Zurich,Berlin,swiss,Landed,22:10,22:04
2024-10-27,arrival,Zurich,Istanbul IST,turkish,Landed,22:20,21:52
2024-10-27,arrival,Zurich,Madrid,iberia,Landed,22:20,22:38
2024-10-27,arrival,Zurich,Skopje,edelweiss,Landed,22:25,22:09
2024-10-27,arrival,Zurich,Amsterdam,klm,Landed,22:25,22:41
2024-10-27,arrival,Zurich,Paris CDG,airfrance,Landed,22:30,22:20
2024-10-27,arrival,Zurich,Pristina,chair,Landed,22:35,22:24
2024-10-27,arrival,Zurich,Lisbon,tap,Landed,22:35,23:03
2024-10-27,arrival,Zurich,Alicante,swiss,Landed,22:40,23:04
2024-10-27,arrival,Zurich,Lanzarote,edelweiss,Landed,22:40,22:36
2024-10-27,arrival,Zurich,Ohrid,chair,Landed,22:45,22:48
2024-10-27,arrival,Zurich,Catania,edelweiss,Landed,22:45,22:43
2024-10-27,arrival,Zurich,London LHR,swiss,Landed,22:45,22:44
2024-10-27,arrival,Zurich,Split,edelweiss,Landed,22:45,22:33
2024-10-27,arrival,Zurich,Porto,swiss,Landed,22:50,23:07
2024-10-27,arrival,Zurich,Gran Canaria,edelweiss,Landed,22:50,
2024-10-27,arrival,Zurich,Seville,edelweiss,Landed,22:55,22:57
2024-10-27,arrival,Zurich,Pristina,edelweiss,Landed,22:55,22:46
2024-10-27,arrival,Zurich,Hurghada,edelweiss,Landed,22:55,22:53
2024-10-27,arrival,Zurich,Edinburgh,edelweiss,Landed,22:55,
2024-10-27,arrival,Zurich,Shanghai,swiss,Landed,19:00,18:48
2024-10-27,arrival,Zurich,Muscat,oman,Landed,19:05,19:15
2024-10-27,arrival,Zurich,Warsaw,lot,Landed,19:05,19:04
2024-10-27,arrival,Zurich,Frankfurt,lufthansa_neu,Landed,19:10,19:19
2024-10-27,arrival,Zurich,Lisbon,swiss,Landed,19:15,19:18
2024-10-27,arrival,Zurich,Zagreb,croatia_v2,Landed,19:15,19:12
2024-10-27,arrival,Zurich,Pristina,gp-aviation,Landed,19:20,19:18
2024-10-27,arrival,Zurich,Tel Aviv,elalisrael,Landed,19:25,19:30
2024-10-27,arrival,Zurich,Bangkok,swiss,Landed,19:25,19:23
2024-10-27,arrival,Zurich,Berlin,euro,Landed,19:30,19:58
2024-10-27,arrival,Zurich,Hamburg,euro,Landed,19:30,19:55
2024-10-27,arrival,Zurich,Munich,lufthansa_neu,Landed,19:35,19:28
2024-10-27,arrival,Zurich,Athens,swiss,Landed,19:35,19:21
2024-10-27,arrival,Zurich,Copenhagen,sas,Landed,19:40,19:54
2024-10-27,arrival,Zurich,Düsseldorf,swiss,Landed,19:45,
2024-10-27,arrival,Zurich,Dubai DXB,emirates-neu,Landed,19:50,20:05
2024-10-27,arrival,Zurich,Vienna,austrian,Landed,19:50,20:01
2024-10-27,arrival,Zurich,La Palmavia Tenerife,edelweiss,Landed,19:55,19:49
2024-10-27,arrival,Zurich,Belgrade,serbia,Landed,19:55,19:56
2024-10-27,arrival,Zurich,Milan MXP,swiss,Landed,20:00,19:51
2024-10-27,arrival,Zurich,London LHR,swiss,Landed,20:00,19:47
2024-10-27,arrival,Zurich,Berlin,swiss,Landed,20:05,20:04
2024-10-27,arrival,Zurich,Florence,swiss,Landed,20:05,20:11
2024-10-27,arrival,Zurich,Dresden,swiss,Landed,20:05,20:01
2024-10-27,arrival,Zurich,Palma De Mallorca,swiss,Landed,20:10,20:21
2024-10-27,arrival,Zurich,Düsseldorf,euro,Landed,20:10,20:14
