Type,Time,Expected,Origin/Destination,Airline,Flight Number,Status,Note,Date Scraped
Arrivals,11:30,11:33,DÃ¼sseldorf,Flying Group Luxembourg,FYL73,Landed 11:31,Cargo,09-11-24 23:55
Arrivals,11:45,11:36,Rome,easyJet,DS1124,Landed 11:32,,09-11-24 23:55
Arrivals,11:50,11:23,Skopje,Wizz Air,W64793,Landed 11:20,,09-11-24 23:55
Arrivals,11:55,11:39,Thessaloniki,easyJet,DS1142,Landed 11:36,,09-11-24 23:55
Arrivals,11:55,11:43,Istanbul Sabiha GÃ¶kcen,Pegasus Airlines,PC939,Landed 11:42,,09-11-24 23:55
Arrivals,12:05,11:54,Budapest,Wizz Air,W62269,Landed 11:52,,09-11-24 23:55
Arrivals,12:10,12:06,Santiago,easyJet,DS1022,Landed 12:04,,09-11-24 23:55
Arrivals,12:40,12:29,Malaga,easyJet,DS1006,Landed 12:24,,09-11-24 23:55
Arrivals,12:50,12:26,Pristina,easyJet,DS1204,Landed 12:22,,09-11-24 23:55
Arrivals,12:55,12:43,Antalya,SunExpress,XQ110,Landed 12:41,,09-11-24 23:55
Arrivals,13:05,13:08,Berlin,easyJet,DS1186,Landed 13:04,,09-11-24 23:55
Arrivals,13:25,13:29,Izmir,SunExpress,XQ912,Landed 13:25,,09-11-24 23:55
Arrivals,13:25,12:59,Istanbul Sabiha GÃ¶kcen,Ajet,VF105,Landed 12:56,,09-11-24 23:55
Arrivals,13:30,14:06,Frankfurt,Lufthansa,LH1204,Landed 14:04,,09-11-24 23:55
Arrivals,14:00,13:26,Hurghada,Air Cairo,SM2910,Landed 13:23,,09-11-24 23:55
Arrivals,14:05,14:08,Paris Charles De Gaulle,Air France,AF1292,Landed 14:06,,09-11-24 23:55
Arrivals,14:10,13:46,Marrakech,easyJet,DS1254,Landed 13:42,,09-11-24 23:55
Arrivals,14:10,15:11,London Heathrow,British Airways,BA754,Landed 15:08,,09-11-24 23:55
Arrivals,14:35,14:21,Larnaca,easyJet,DS1262,Landed 14:18,,09-11-24 23:55
Arrivals,15:00,14:46,Warsaw,Wizz Air,W61363,Landed 14:41,,09-11-24 23:55
Arrivals,15:05,14:39,Cluj,Wizz Air,W43371,Landed 14:35,,09-11-24 23:55
Arrivals,15:15,15:12,Barcelona,easyJet,EC7101,Landed 15:11,,09-11-24 23:55
Arrivals,15:30,15:08,Istanbul Sabiha GÃ¶kcen,Pegasus Airlines,PC941,Landed 15:06,,09-11-24 23:55
Arrivals,15:50,15:47,Palma,easyJet,DS1004,Landed 15:44,,09-11-24 23:55
Arrivals,15:50,15:56,Bastia,Zimex Aviation,XM402,Landed 15:53,Cargo,09-11-24 23:55
Arrivals,15:55,15:49,Pristina,GP Aviation,IV800,Landed 15:46,,09-11-24 23:55
Arrivals,16:15,15:53,Banja Luka,Wizz Air,W64359,Landed 15:50,,09-11-24 23:55
Arrivals,16:20,16:24,Munich,Lufthansa,LH2398,Landed 16:22,,09-11-24 23:55
Arrivals,16:50,16:53,Brindisi,easyJet,DS1120,Landed 16:50,,09-11-24 23:55
Arrivals,17:00,16:57,London Heathrow,British Airways,BA750,Landed 16:56,,09-11-24 23:55
Arrivals,17:10,16:39,Istanbul,Turkish Airlines,TK1925,Landed 16:36,,09-11-24 23:55
Arrivals,17:35,17:29,London Heathrow,British Airways,BA758,Landed 17:25,,09-11-24 23:55
Arrivals,17:45,17:31,Zagreb,Ryanair,FR5872,Landed 17:29,,09-11-24 23:55
Arrivals,18:10,18:08,Frankfurt,Lufthansa,LH1206,Landed 18:05,,09-11-24 23:55
Arrivals,18:50,18:34,Rabat Sale,Air Arabia Maroc,3O263,Landed 18:30,,09-11-24 23:55
Arrivals,19:20,19:14,Porto,easyJet,EC7733,Landed 19:10,,09-11-24 23:55
Arrivals,19:25,19:19,Munich,Lufthansa,LH2400,Landed 19:15,,09-11-24 23:55
Arrivals,19:40,19:24,Doha,Qatar Airways,QR8072,Landed 19:20,Cargo,09-11-24 23:55
Arrivals,19:55,19:37,Barcelona,easyJet,EC7103,Landed 19:35,,09-11-24 23:55
Arrivals,20:10,20:11,Lisbon,easyJet,EC7677,Landed 20:07,,09-11-24 23:55
Arrivals,20:30,20:14,London Gatwick,easyJet,U28479,Landed 20:10,,09-11-24 23:55
Arrivals,20:30,20:16,Bastia,easyJet,DS1074,Landed 20:13,,09-11-24 23:55
Arrivals,21:30,21:14,London Heathrow,British Airways,BA756,Landed 21:10,,09-11-24 23:55
Arrivals,21:50,21:38,Hurghada,easyJet,DS1268,Landed 21:34,,09-11-24 23:55
Arrivals,22:05,22:06,Amsterdam,KLM,KL1949,Landed 22:01,,09-11-24 23:55
Arrivals,22:10,22:03,Frankfurt,Lufthansa,LH1208,Landed 21:59,,09-11-24 23:55
Arrivals,22:20,22:23,Agadir,easyJet,DS1252,Landed 22:19,,09-11-24 23:55
Arrivals,22:20,22:09,Pristina,Chair Airlines,GM613,Landed 22:04,,09-11-24 23:55
Arrivals,22:30,22:28,Lanzarote,easyJet,DS1028,Landed 22:24,,09-11-24 23:55
Arrivals,22:45,22:31,Alicante,easyJet,DS1012,Landed 22:26,,09-11-24 23:55
Arrivals,22:50,22:51,Gran Canaria,easyJet,DS1020,Landed 22:47,,09-11-24 23:55
Arrivals,22:55,22:39,Fuerteventura,easyJet,DS1024,Landed 22:36,,09-11-24 23:55
Arrivals,22:55,22:26,Antalya,easyJet,DS1280,Landed 22:21,,09-11-24 23:55
Arrivals,23:05,22:54,Tenerife,easyJet,DS1026,Landed 22:52,,09-11-24 23:55
Arrivals,23:10,23:23,Marrakech,easyJet,DS1256,Landed 23:19,,09-11-24 23:55
Arrivals,23:15,23:33,Madeira,easyJet,DS1282,Landed 23:28,,09-11-24 23:55
Departures,6:00,,Pristina,Chair Airlines,GM610, Departed 06:10,,09-11-24 23:55
Departures,6:00,,Nice,easyJet,DS1051, Departed 06:12,,09-11-24 23:55
Departures,6:05,,Mahon,easyJet,DS1013, Departed 06:15,,09-11-24 23:55
Departures,6:05,,Amsterdam,KLM,KL1942, Departed 06:28,,09-11-24 23:55
Departures,6:10,,Larnaca,easyJet,DS1261, Departed 06:14,,09-11-24 23:55
Departures,6:10,,Edinburgh,easyJet,DS1231, Departed 06:09,,09-11-24 23:55
Departures,6:20,,Thessaloniki,easyJet,DS1141, Departed 06:24,,09-11-24 23:55
Departures,6:25,,Marrakech,easyJet,DS1253, Departed 06:34,,09-11-24 23:55
Departures,6:35,,Malaga,easyJet,DS1005, Departed 06:43,,09-11-24 23:55
Departures,6:50,,London Heathrow,British Airways,BA751, Departed 06:53,,09-11-24 23:55
Departures,6:50,,Santiago,easyJet,DS1021, Departed 06:56,,09-11-24 23:55
Departures,7:00,,Frankfurt,Lufthansa,LH1211, Departed 07:12,,09-11-24 23:55
Departures,7:05,,Budapest,easyJet,DS1211, Departed 07:03,,09-11-24 23:55
Departures,7:40,,Pristina,easyJet,DS1203, Departed 07:43,,09-11-24 23:55
Departures,7:55,,Rome,easyJet,DS1123, Departed 07:53,,09-11-24 23:55
Departures,8:10,,Zagreb,Ryanair,FR5863, Departed 08:14,,09-11-24 23:55
Departures,8:30,,Istanbul,Turkish Airlines,TK6351, Departed 08:29,Cargo,09-11-24 23:55
Departures,9:20,,Naples,easyJet,EC4222, Departed 09:26,,09-11-24 23:55
Departures,9:35,,Munich,Lufthansa,LH2395, Departed 09:49,,09-11-24 23:55
Departures,9:35,,Skopje,Wizz Air,W64732, Departed 09:43,,09-11-24 23:55
Departures,9:35,,Berlin,easyJet,DS1185, Departed 09:39,,09-11-24 23:55
Departures,10:10,,Tunis,Nouvelair,BJ167, Departed 10:12,,09-11-24 23:55
Departures,10:10,,Porto,easyJet,EC7732, Departed 10:25,,09-11-24 23:55
Departures,10:15,,Paris Charles De Gaulle,Air France,AF1193, Departed 10:31,,09-11-24 23:55
Departures,10:45,,Pristina,GP Aviation,IV5613, Departed 10:58,,09-11-24 23:55
Departures,10:55,,London Heathrow,British Airways,BA753, Departed 10:55,,09-11-24 23:55
Departures,11:00,,Istanbul,Turkish Airlines,TK1924, Departed 11:06,,09-11-24 23:55
Departures,11:05,,Frankfurt,Lufthansa,LH1203, Departed 11:24,,09-11-24 23:55
Departures,11:10,11:40,Constantine,Air Algérie,AH1171, Departed 11:57,,09-11-24 23:55
Departures,11:15,,Amsterdam,KLM,KL1944, Departed 11:24,,09-11-24 23:55
Departures,11:20,,Palma,easyJet,DS1003, Departed 11:21,,09-11-24 23:55
Departures,11:35,,Hurghada,easyJet,DS1267, Departed 11:40,,09-11-24 23:55
Departures,11:45,,Pristina,Chair Airlines,GM612, Departed 12:08,,09-11-24 23:55
Departures,12:25,,Brindisi,easyJet,DS1119, Departed 12:35,,09-11-24 23:55
Departures,12:25,,Banja Luka,Wizz Air,W64360, Departed 12:31,,09-11-24 23:55
Departures,12:40,,Budapest,Wizz Air,W62270, Departed 12:48,,09-11-24 23:55
Departures,13:00,,Istanbul Sabiha Gökcen,Pegasus Airlines,PC940, Departed 13:11,,09-11-24 23:55
Departures,13:05,,Gran Canaria,easyJet,DS1019, Departed 13:33,,09-11-24 23:55
Departures,13:15,,Tenerife,easyJet,DS1025, Departed 13:27,,09-11-24 23:55
Departures,13:30,,Lanzarote,easyJet,DS1027, Departed 13:53,,09-11-24 23:55
Departures,13:35,,Fuerteventura,easyJet,DS1023, Departed 13:40,,09-11-24 23:55
Departures,13:45,,Antalya,SunExpress,XQ111, Departed 13:49,,09-11-24 23:55
Departures,14:10,14:40,Frankfurt,Lufthansa,LH1205, Departed 14:55,,09-11-24 23:55
Departures,14:10,,Agadir,easyJet,DS1251, Departed 14:27,,09-11-24 23:55
Departures,14:15,,Izmir,SunExpress,XQ913, Departed 14:39,,09-11-24 23:55
Departures,14:45,,Paris Charles De Gaulle,Air France,AF1293, Departed 14:59,,09-11-24 23:55
Departures,14:45,,Istanbul Sabiha Gökcen,Ajet,VF106, Departed 14:52,,09-11-24 23:55
Departures,14:50,,Madeira,easyJet,DS1281, Departed 15:11,,09-11-24 23:55
Departures,14:55,16:00,London Heathrow,British Airways,BA755, Departed 16:02,,09-11-24 23:55
Departures,15:00,,Hurghada,Air Cairo,SM2911, Departed 15:14,,09-11-24 23:55
Departures,15:00,,Antalya,easyJet,DS1279, Departed 15:04,,09-11-24 23:55
Departures,15:30,,Marrakech,easyJet,DS1255, Departed 15:45,,09-11-24 23:55
Departures,15:35,,Warsaw,Wizz Air,W61364, Departed 15:41,,09-11-24 23:55
Departures,15:40,,Cluj,Wizz Air,W43372, Departed 15:52,,09-11-24 23:55
Departures,15:45,15:50,Barcelona,easyJet,EC7102, Departed 16:04,,09-11-24 23:55
Departures,16:35,,Istanbul Sabiha Gökcen,Pegasus Airlines,PC942, Departed 16:41,,09-11-24 23:55
Departures,16:50,,Skopje,Wizz Air,W64794, Departed 16:58,,09-11-24 23:55
Departures,16:55,,Pristina,GP Aviation,IV801, Departed 16:52,,09-11-24 23:55
Departures,16:55,,Munich,Lufthansa,LH2399, Departed 17:04,,09-11-24 23:55
Departures,17:20,,Bastia,easyJet,DS1073, Departed 17:19,,09-11-24 23:55
Departures,17:30,,Alicante,easyJet,DS1011, Departed 17:37,,09-11-24 23:55
Departures,17:55,,London Heathrow,British Airways,BA749, Departed 17:56,,09-11-24 23:55
Departures,18:05,,Istanbul,Turkish Airlines,TK1926, Departed 18:03,,09-11-24 23:55
Departures,18:10,,Zagreb,Ryanair,FR5873, Departed 18:13,,09-11-24 23:55
Departures,18:40,,London Heathrow,British Airways,BA757, Departed 18:27,,09-11-24 23:55
Departures,18:50,,Frankfurt,Lufthansa,LH1207, Departed 19:00,,09-11-24 23:55
Departures,19:40,,Rabat Sale,Air Arabia Maroc,3O264, Departed 19:37,,09-11-24 23:55
Departures,20:00,,Munich,Lufthansa,LH2401, Departed 20:04,,09-11-24 23:55
Departures,20:10,,Porto,easyJet,EC7734, Departed 20:15,,09-11-24 23:55
Departures,20:25,,Barcelona,easyJet,EC7104, Departed 20:21,,09-11-24 23:55
Departures,20:40,,Leipzig,European Air Transport / DHL,QY4913, Departed 20:57,Cargo,09-11-24 23:55
Departures,21:00,,Lisbon,easyJet,EC7678, Departed 21:00,,09-11-24 23:55
Departures,21:10,,London Gatwick,easyJet,U28480, Departed 21:13,,09-11-24 23:55
Departures,21:10,,Doha,Qatar Airways,QR8073, Departed 21:14,Cargo,09-11-24 23:55
