Type,Time,Expected,Origin/Destination,Airline,Flight Number,Status,Note,Date Scraped
Arrivals,07:55,07:47,Antalya,SunExpress,XQ110,Landed 07:44,,2024-11-03 23:55:20
Arrivals,08:15,08:12,Belgrade,Wizz Air,W64051,Landed 08:09,,2024-11-03 23:55:20
Arrivals,08:25,08:14,Zagreb,Ryanair,FR5862,Landed 08:13,,2024-11-03 23:55:20
Arrivals,08:55,08:37,Palma,easyJet,EC7271,Landed 08:34,,2024-11-03 23:55:20
Arrivals,08:55,08:48,Munich,Lufthansa,LH2394,Landed 08:45,,2024-11-03 23:55:20
Arrivals,09:15,09:01,Barcelona,easyJet,EC7101,Landed 08:58,,2024-11-03 23:55:20
Arrivals,09:30,09:23,Barcelona,Vueling,VY6278,Landed 09:21,,2024-11-03 23:55:20
Arrivals,09:35,09:27,Paris Charles De Gaulle,Air France,AF1192,Landed 09:25,,2024-11-03 23:55:20
Arrivals,09:40,10:03,Porto,easyJet,EC7731,Landed 10:00,,2024-11-03 23:55:20
Arrivals,09:45,09:36,Lisbon,easyJet,EC7677,Landed 09:29,,2024-11-03 23:55:20
Arrivals,10:00,09:36,Berlin,easyJet,DS1186,Landed 09:33,,2024-11-03 23:55:20
Arrivals,10:15,10:17,Frankfurt,Lufthansa,LH1202,Landed 10:16,,2024-11-03 23:55:20
Arrivals,10:20,09:59,Naples,easyJet,DS4219,Landed 09:56,,2024-11-03 23:55:20
Arrivals,10:20,10:11,London Heathrow,British Airways,BA752,Landed 10:07,,2024-11-03 23:55:20
Arrivals,10:35,10:22,Hamburg,easyJet,DS1182,Landed 10:19,,2024-11-03 23:55:20
Arrivals,10:40,10:29,Amsterdam,KLM,KL1943,Landed 10:25,,2024-11-03 23:55:20
Arrivals,11:00,10:44,Pristina,Chair Airlines,GM611,Landed 10:42,,2024-11-03 23:55:20
Arrivals,11:35,11:33,Olbia,easyJet,DS1106,Landed 11:30,,2024-11-03 23:55:20
Arrivals,11:45,11:37,Alicante,easyJet,DS1012,Landed 11:34,,2024-11-03 23:55:20
Arrivals,11:55,11:44,Istanbul Sabiha Gökcen,Pegasus Airlines,PC939,Landed 11:41,,2024-11-03 23:55:20
Arrivals,12:05,11:56,Madrid,easyJet,DS1016,Landed 11:52,,2024-11-03 23:55:20
Arrivals,12:10,11:47,Dubai,Flydubai,FZ1425,Landed 11:43,,2024-11-03 23:55:20
Arrivals,12:20,12:04,Pristina,easyJet,DS1210,Landed 12:01,,2024-11-03 23:55:20
Arrivals,12:25,12:36,Munich,Lufthansa,LH2396,Landed 12:32,,2024-11-03 23:55:20
Arrivals,12:25,12:23,Faro,easyJet,DS1278,Landed 12:19,,2024-11-03 23:55:20
Arrivals,12:35,12:27,Toulouse,easyJet,EC4971,Landed 12:23,,2024-11-03 23:55:20
Arrivals,12:50,12:16,Athens,easyJet,DS1146,Landed 12:12,,2024-11-03 23:55:20
Arrivals,13:00,13:01,Pristina,GP Aviation,IV800,Landed 12:57,,2024-11-03 23:55:20
Arrivals,13:00,12:43,Budapest,Wizz Air,W62269,Landed 12:40,,2024-11-03 23:55:20
Arrivals,13:25,13:22,Frankfurt,Lufthansa,LH1204,Landed 13:19,,2024-11-03 23:55:20
Arrivals,13:40,13:37,Malaga,easyJet,DS1006,Landed 13:35,,2024-11-03 23:55:20
Arrivals,13:40,13:42,Algiers,Air Algérie,AH1172,Landed 13:39,,2024-11-03 23:55:20
Arrivals,14:05,14:18,Paris Charles De Gaulle,Air France,AF1292,Landed 14:14,,2024-11-03 23:55:20
Arrivals,14:25,14:34,Marrakech,easyJet,DS1254,Landed 14:31,,2024-11-03 23:55:20
Arrivals,14:30,14:09,Istanbul Sabiha Gökcen,Ajet,VF105,Landed 14:06,,2024-11-03 23:55:20
Arrivals,14:40,14:26,Krakow,easyJet,DS1284,Landed 14:22,,2024-11-03 23:55:20
Arrivals,15:00,14:47,Warsaw,Wizz Air,W61363,Landed 14:44,,2024-11-03 23:55:20
Arrivals,15:00,15:26,Gran Canaria,Enter Air,E4962,Landed 15:22,,2024-11-03 23:55:20
Arrivals,15:00,14:37,Cagliari,easyJet,DS1110,Landed 14:33,,2024-11-03 23:55:20
Arrivals,15:15,14:54,Skopje,Wizz Air,W64731,Landed 14:51,,2024-11-03 23:55:20
Arrivals,15:20,15:11,Bucharest,Wizz Air,W43089,Landed 15:06,,2024-11-03 23:55:20
Arrivals,15:30,15:17,Naples,easyJet,EC4221,Landed 15:13,,2024-11-03 23:55:20
Arrivals,15:30,15:14,Istanbul Sabiha Gökcen,Pegasus Airlines,PC941,Landed 15:10,,2024-11-03 23:55:20
Arrivals,15:30,16:49,Cluj,Wizz Air,W43371,Landed 16:46,,2024-11-03 23:55:20
Arrivals,15:35,15:43,London Heathrow,British Airways,BA754,Landed 15:38,,2024-11-03 23:55:20
Arrivals,15:55,16:21,Palma,easyJet,EC7277,Landed 16:16,,2024-11-03 23:55:20
Arrivals,16:20,16:04,Pristina,easyJet,DS1204,Landed 15:57,,2024-11-03 23:55:20
Arrivals,16:25,17:06,Antalya,Pegasus Airlines,PC5053,Landed 17:05,,2024-11-03 23:55:20
Arrivals,16:30,17:54,Tirana,Wizz Air,W45123,Landed 17:50,,2024-11-03 23:55:20
Arrivals,16:30,16:23,Copenhagen,easyJet,DS1264,Landed 16:20,,2024-11-03 23:55:20
Arrivals,16:50,16:56,Turin,Netjets,NJE948,Landed 16:51,Cargo,2024-11-03 23:55:20
Arrivals,16:50,16:42,Rome,easyJet,DS1126,Landed 16:38,,2024-11-03 23:55:20
Arrivals,16:55,16:47,Venice,easyJet,EC4083,Landed 16:42,,2024-11-03 23:55:20
Arrivals,17:00,16:31,Warsaw,VistaJet,VJT492,Landed 16:26,Cargo,2024-11-03 23:55:20
Arrivals,17:05,17:03,Antalya,SunExpress,XQ210,Landed 16:59,,2024-11-03 23:55:20
Arrivals,17:05,18:01,Alicante,easyJet,EC5501,Landed 17:56,,2024-11-03 23:55:20
Arrivals,17:10,16:58,Istanbul,Turkish Airlines,TK1925,Landed 16:54,,2024-11-03 23:55:20
Arrivals,17:25,17:17,Amsterdam,KLM,KL1947,Landed 17:14,,2024-11-03 23:55:20
Arrivals,18:00,18:04,London Heathrow,British Airways,BA750,Landed 18:00,,2024-11-03 23:55:20
Arrivals,18:00,17:31,Enfidha,easyJet,DS1274,Landed 17:25,,2024-11-03 23:55:20
