Type,Time,Expected,Origin/Destination,Airline,Flight Number,Status,Note,Date Scraped
Arrivals,05:15,,Paris Charles De Gaulle,FedEx,FX6257,Cancelled,Cargo,2024-11-12 23:07:55
Arrivals,05:15,05:44,Paris Charles De Gaulle,FedEx,FX6240,Landed 05:41,Cargo,2024-11-12 23:07:55
Arrivals,05:15,05:19,Liege,FedEx,FX4862,Landed 05:16,Cargo,2024-11-12 23:07:55
Arrivals,05:15,05:11,Brussels,European Air Transport / DHL,QY4908,Landed 05:08,Cargo,2024-11-12 23:07:55
Arrivals,05:20,05:26,Cologne Bonn,Sprintair,SRN6262,Landed 05:22,Cargo,2024-11-12 23:07:55
Arrivals,05:40,05:49,Cologne Bonn,Sprintair,SRN1996,Landed 05:46,Cargo,2024-11-12 23:07:55
Arrivals,05:45,05:54,Leipzig,European Air Transport / DHL,QY4904,Landed 05:52,Cargo,2024-11-12 23:07:55
Arrivals,05:55,05:59,Cologne Bonn,European Air Transport / DHL,QY4906,Landed 05:57,Cargo,2024-11-12 23:07:55
Arrivals,08:55,08:44,Munich,Lufthansa,LH2394,Landed 08:42,,2024-11-12 23:07:55
Arrivals,09:05,09:08,Skopje,Wizz Air,W64731,Landed 09:04,,2024-11-12 23:07:55
Arrivals,09:30,09:14,Vienna,Austrian Airlines,OS471,Landed 09:12,,2024-11-12 23:07:55
Arrivals,09:35,09:32,Paris Charles De Gaulle,Air France,AF1192,Landed 09:29,,2024-11-12 23:07:55
Arrivals,09:45,09:48,Lisbon,easyJet,EC7677,Landed 09:45,,2024-11-12 23:07:55
Arrivals,09:50,09:43,Berlin,easyJet,DS1186,Landed 09:40,,2024-11-12 23:07:55
Arrivals,10:05,09:38,Istanbul,Turkish Airlines,TK1923,Landed 09:35,,2024-11-12 23:07:55
Arrivals,10:05,10:34,Constantine,Air Algérie,AH1170,Landed 10:31,,2024-11-12 23:07:55
Arrivals,10:10,10:28,Tunis,Nouvelair,BJ166,Landed 10:25,,2024-11-12 23:07:55
Arrivals,10:10,10:03,London Heathrow,British Airways,BA752,Landed 10:01,,2024-11-12 23:07:55
Arrivals,10:20,09:53,Rabat Sale,Air Arabia Maroc,3O263,Landed 09:50,,2024-11-12 23:07:55
Arrivals,10:25,10:31,Frankfurt,Lufthansa,LH1202,Landed 10:28,,2024-11-12 23:07:55
Arrivals,10:30,10:16,Porto,easyJet,EC7731,Landed 10:11,,2024-11-12 23:07:55
Arrivals,10:40,10:44,Amsterdam,KLM,KL1943,Landed 10:40,,2024-11-12 23:07:55
Arrivals,11:30,11:36,Madrid,easyJet,DS1016,Landed 11:32,,2024-11-12 23:07:55
Arrivals,11:35,11:29,Istanbul Sabiha Gökcen,Pegasus Airlines,PC939,Landed 11:27,,2024-11-12 23:07:55
Arrivals,11:40,11:24,Budapest,easyJet,DS1212,Landed 11:21,,2024-11-12 23:07:55
Arrivals,11:45,11:46,Rome,easyJet,DS1124,Landed 11:42,,2024-11-12 23:07:55
Arrivals,11:45,11:39,Kayseri,SunExpress,XQ728,Landed 11:35,,2024-11-12 23:07:55
Arrivals,12:05,11:33,Budapest,Wizz Air,W62269,Landed 11:30,,2024-11-12 23:07:55
Arrivals,12:15,11:49,Pristina,easyJet,DS1204,Landed 11:46,,2024-11-12 23:07:55
Arrivals,12:30,12:31,Santiago,easyJet,DS1022,Landed 12:28,,2024-11-12 23:07:55
Arrivals,12:55,12:38,Antalya,SunExpress,XQ110,Landed 12:34,,2024-11-12 23:07:55
Arrivals,13:30,,Frankfurt,Lufthansa,LH1204,Cancelled,,2024-11-12 23:07:55
Arrivals,14:05,14:03,Paris Charles De Gaulle,Air France,AF1292,Landed 14:00,,2024-11-12 23:07:55
Arrivals,14:10,14:07,Marrakech,easyJet,DS1254,Landed 14:03,,2024-11-12 23:07:55
