Type,Time,Expected,Origin/Destination,Airline,Flight Number,Status,Note,Date Scraped
Arrivals,5:15,5:11,Liege,FedEx,FX4862,Landed 05:08,Cargo,25-10-24 23:55
Arrivals,5:15,5:21,Brussels,European Air Transport / DHL,QY4908,Landed 05:19,Cargo,25-10-24 23:55
Arrivals,5:20,5:18,Cologne Bonn,Sprintair,SRN6262,Landed 05:16,Cargo,25-10-24 23:55
Arrivals,5:25,5:14,Paris Charles De Gaulle,FedEx,FX6257,Landed 05:13,Cargo,25-10-24 23:55
Arrivals,5:30,5:37,Leipzig,European Air Transport / DHL,QY4904,Landed 05:33,Cargo,25-10-24 23:55
Arrivals,5:50,6:03,Cologne Bonn,Sprintair,SRN1996,Landed 06:01,Cargo,25-10-24 23:55
Arrivals,5:55,6:01,Cologne Bonn,European Air Transport / DHL,QY4906,Landed 05:58,Cargo,25-10-24 23:55
Arrivals,6:30,6:29,Doha,Qatar Executive,QE799,Landed 06:28,Cargo,25-10-24 23:55
Arrivals,7:35,7:09,Djerba,Nouvelair,BJ134,Landed 07:07,,25-10-24 23:55
Arrivals,7:40,7:32,Berlin,easyJet,EC5185,Landed 07:29,,25-10-24 23:55
Arrivals,7:45,7:27,Bucharest,Wizz Air,W43089,Landed 07:24,,25-10-24 23:55
Arrivals,8:00,7:53,Frankfurt,Lufthansa,LH1200,Landed 07:50,,25-10-24 23:55
Arrivals,8:15,8:14,Belgrade,Wizz Air,W64051,Landed 08:13,,25-10-24 23:55
Arrivals,8:20,8:12,Zagreb,Ryanair,FR5862,Landed 08:09,,25-10-24 23:55
Arrivals,8:30,8:24,Palma,easyJet,EC7271,Landed 08:21,,25-10-24 23:55
Arrivals,8:30,8:33,Zurich,Cat Aviation,CAZ201,Landed 08:30,Cargo,25-10-24 23:55
Arrivals,8:35,8:09,Barcelona,easyJet,EC7101,Landed 08:06,,25-10-24 23:55
Arrivals,8:55,8:54,Antalya,SunExpress,XQ110,Landed 08:53,,25-10-24 23:55
Arrivals,9:05,8:58,Warsaw,Wizz Air,W61363,Landed 08:55,,25-10-24 23:55
Arrivals,9:05,9:31,Munich,Lufthansa,LH2394,Landed 09:28,,25-10-24 23:55
Arrivals,9:20,9:26,Nice,easyJet,DS1054,Landed 09:24,,25-10-24 23:55
Arrivals,9:30,10:17,Heraklion,Corendon Airlines,XR563,Landed 10:15,,25-10-24 23:55
Arrivals,9:30,9:23,Antalya,SunExpress,XQ610,Landed 09:20,,25-10-24 23:55
Arrivals,9:30,9:21,Amsterdam,easyJet,DS1222,Landed 09:18,,25-10-24 23:55
Arrivals,9:35,9:36,Malaga,easyJet,EC7021,Landed 09:33,,25-10-24 23:55
Arrivals,9:40,9:57,Vienna,Austrian Airlines,OS471,Landed 09:54,,25-10-24 23:55
Arrivals,9:40,9:39,Istanbul,Turkish Airlines,TK1923,Landed 09:36,,25-10-24 23:55
Arrivals,9:45,9:49,Skopje,Wizz Air,W64793,Landed 09:46,,25-10-24 23:55
Arrivals,9:45,9:42,Amsterdam,KLM,KL1943,Landed 09:39,,25-10-24 23:55
Arrivals,9:50,9:53,Hamburg,easyJet,DS1182,Landed 09:50,,25-10-24 23:55
Arrivals,9:50,10:09,Rome,easyJet,DS1124,Landed 10:07,,25-10-24 23:55
Arrivals,10:15,10:44,Paris Charles De Gaulle,Air France,AF1192,Landed 10:41,,25-10-24 23:55
Arrivals,10:25,10:36,Porto,easyJet,EC7731,Landed 10:32,,25-10-24 23:55
Arrivals,10:25,10:19,Palma,Eurowings,EW6810,Landed 10:17,,25-10-24 23:55
Arrivals,10:30,10:14,Hurghada,Air Cairo,SM2910,Landed 10:12,,25-10-24 23:55
Arrivals,10:40,10:46,Frankfurt,Lufthansa,LH1202,Landed 10:44,,25-10-24 23:55
Arrivals,10:45,10:49,Split,easyJet,DS1162,Landed 10:47,,25-10-24 23:55
Arrivals,10:55,11:08,London Heathrow,British Airways,BA752,Landed 11:05,,25-10-24 23:55
Arrivals,11:00,11:16,Pristina,Chair Airlines,GM611,Landed 11:12,,25-10-24 23:55
Arrivals,11:00,11:41,London Gatwick,easyJet,DS8477,Landed 11:36,,25-10-24 23:55
Arrivals,11:00,11:24,Düsseldorf,Cat Aviation,CAZ301,Landed 11:22,Cargo,25-10-24 23:55
Arrivals,11:05,10:41,Istanbul Sabiha Gökcen,Ajet,VF105,Landed 10:38,,25-10-24 23:55
Arrivals,11:20,11:31,Edinburgh,easyJet,DS1234,Landed 11:25,,25-10-24 23:55
Arrivals,11:25,11:21,Valencia,easyJet,DS1002,Landed 11:18,,25-10-24 23:55
Arrivals,11:35,23:12,Casablanca,Air Arabia Maroc,3O265,Landed 23:10,,25-10-24 23:55
Arrivals,11:45,11:44,Pristina,easyJet,DS1204,Landed 11:41,,25-10-24 23:55
Arrivals,11:55,11:54,Catania,easyJet,DS1118,Landed 11:50,,25-10-24 23:55
Arrivals,12:20,12:09,Venice,easyJet,EC4083,Landed 12:05,,25-10-24 23:55
Arrivals,12:20,12:14,Toulouse,easyJet,EC4961,Landed 12:12,,25-10-24 23:55
Arrivals,12:20,12:44,Istanbul Sabiha Gökcen,Pegasus Airlines,PC939,Landed 12:41,,25-10-24 23:55
Arrivals,12:20,12:07,Istanbul,Turkish Airlines,TK6285,Landed 12:04,Cargo,25-10-24 23:55
Arrivals,12:35,12:59,Nantes,easyJet,EC4777,Landed 12:54,,25-10-24 23:55
Arrivals,12:35,12:52,Dubai,Flydubai,FZ1425,Landed 12:48,,25-10-24 23:55
Arrivals,12:55,13:16,Munich,Lufthansa,LH2396,Landed 13:12,,25-10-24 23:55
Arrivals,13:00,12:39,Barcelona,Vueling,VY6260,Landed 12:36,,25-10-24 23:55
Arrivals,13:00,13:01,Athens,easyJet,DS1146,Landed 12:58,,25-10-24 23:55
Arrivals,13:10,13:13,Palma,easyJet,EC7275,Landed 13:10,,25-10-24 23:55
Arrivals,13:25,13:32,Pristina,GP Aviation,IV5110,Landed 13:28,,25-10-24 23:55
Arrivals,13:35,13:46,Bordeaux,easyJet,DS1070,Landed 13:42,,25-10-24 23:55
Arrivals,13:40,13:54,Frankfurt,Lufthansa,LH1204,Landed 13:49,,25-10-24 23:55
Arrivals,13:45,14:06,Ajaccio,easyJet,DS1064,Landed 13:59,,25-10-24 23:55
Arrivals,13:50,14:14,Amsterdam,KLM,KL1945,Landed 14:11,,25-10-24 23:55
Arrivals,13:55,14:01,Nice,easyJet,DS1052,Landed 13:56,,25-10-24 23:55
Arrivals,13:55,13:33,Naples,easyJet,EC4221,Landed 13:30,,25-10-24 23:55
Arrivals,14:20,14:59,Izmir,SunExpress,XQ912,Landed 14:57,,25-10-24 23:55
Arrivals,14:20,14:19,Constantine,ASL Airlines France,5O536,Landed 14:16,,25-10-24 23:55
Arrivals,14:30,14:36,Tuzla,Wizz Air,W64293,Landed 14:33,,25-10-24 23:55
Arrivals,14:30,14:29,Brindisi,easyJet,DS1120,Landed 14:26,,25-10-24 23:55
Arrivals,14:40,14:47,Alicante,easyJet,EC5501,Landed 14:42,,25-10-24 23:55
Arrivals,14:50,14:51,Montpellier,easyJet,DS1076,Landed 14:48,,25-10-24 23:55
Arrivals,15:20,15:29,Palma,easyJet,EC7273,Landed 15:25,,25-10-24 23:55
Arrivals,15:50,15:58,Sofia,Wizz Air,W64323,Landed 15:56,,25-10-24 23:55
Arrivals,16:15,16:24,Ibiza,easyJet,DS1018,Landed 16:21,,25-10-24 23:55
Arrivals,16:30,16:22,Budapest,Wizz Air,W62269,Landed 16:19,,25-10-24 23:55
Arrivals,16:35,16:54,Lamezia,easyJet,DS1122,Landed 16:52,,25-10-24 23:55
Arrivals,16:45,16:41,Istanbul Sabiha Gökcen,Pegasus Airlines,PC941,Landed 16:38,,25-10-24 23:55
Arrivals,16:55,16:44,Cagliari,easyJet,DS1110,Landed 16:42,,25-10-24 23:55
Arrivals,17:25,17:06,Faro,easyJet,EC7523,Landed 17:01,,25-10-24 23:55
Arrivals,17:40,17:34,Frankfurt,Lufthansa,LH1206,Landed 17:32,,25-10-24 23:55
Arrivals,17:55,17:43,Salerno,easyJet,DS1286,Landed 17:39,,25-10-24 23:55
Arrivals,17:55,20:34,Lisbon,easyJet,EC7645,Landed 20:31,,25-10-24 23:55
Arrivals,17:55,18:21,Amsterdam,KLM,KL1947,Landed 18:18,,25-10-24 23:55
Arrivals,18:00,18:09,Paris Charles De Gaulle,Air France,AF1392,Landed 18:07,,25-10-24 23:55
Arrivals,18:00,17:49,Istanbul,Turkish Airlines,TK1925,Landed 17:49,,25-10-24 23:55
Arrivals,18:00,17:47,Antalya,SunExpress,XQ210,Landed 17:44,,25-10-24 23:55
Arrivals,18:15,18:24,Copenhagen,easyJet,DS1264,Landed 18:20,,25-10-24 23:55
Arrivals,18:30,18:27,Olbia,easyJet,DS1108,Landed 18:25,,25-10-24 23:55
Arrivals,18:35,18:37,Amsterdam,easyJet,DS1224,Landed 18:33,,25-10-24 23:55
Arrivals,18:45,18:48,Barcelona,easyJet,DS1030,Landed 18:43,,25-10-24 23:55
Arrivals,18:50,18:57,Madrid,easyJet,DS1016,Landed 18:53,,25-10-24 23:55
Arrivals,18:55,20:04,London Heathrow,British Airways,BA754,Landed 20:01,,25-10-24 23:55
Arrivals,19:05,19:09,Antalya,Pegasus Airlines,PC5053,Landed 19:06,,25-10-24 23:55
Arrivals,19:15,19:06,Pristina,GP Aviation,IV802,Landed 19:03,,25-10-24 23:55
Arrivals,19:15,19:21,Budapest,easyJet,DS1212,Landed 19:17,,25-10-24 23:55
Arrivals,19:20,19:33,Nancy,Zimex Austria,AZD402,Landed 19:32,Cargo,25-10-24 23:55
Arrivals,19:20,19:16,Berlin,easyJet,DS1188,Landed 19:13,,25-10-24 23:55
Arrivals,19:35,20:29,Munich,Air Dolomiti,EN8078,Landed 20:26,,25-10-24 23:55
Arrivals,19:45,19:46,Vienna,Austrian Airlines,OS473,Landed 19:44,,25-10-24 23:55
Arrivals,20:20,20:26,Skopje,Wizz Air,W64731,Landed 20:23,,25-10-24 23:55
Arrivals,20:20,20:21,Banja Luka,Wizz Air,W64359,Landed 20:17,,25-10-24 23:55
Arrivals,20:20,20:13,Amsterdam,easyJet,EC7861,Landed 20:11,,25-10-24 23:55
