Type,Time,Expected,Origin/Destination,Airline,Flight Number,Status,Note,Date Scraped
Arrivals,07:45,07:31,Zagreb,Ryanair,FR5862,Landed 07:27,,2024-11-02 23:55:04
Arrivals,08:15,08:27,Geneva,European Air Transport / DHL,QY4958,Landed 08:23,Cargo,2024-11-02 23:55:04
Arrivals,08:50,08:21,Naples,easyJet,EC4221,Landed 08:17,,2024-11-02 23:55:04
Arrivals,08:55,08:54,Palma,easyJet,EC7271,Landed 08:49,,2024-11-02 23:55:04
Arrivals,08:55,08:57,Munich,Lufthansa,LH2394,Landed 08:51,,2024-11-02 23:55:04
Arrivals,09:00,08:51,Nice,easyJet,DS1052,Landed 08:47,,2024-11-02 23:55:04
Arrivals,09:05,08:34,Skopje,Wizz Air,W64731,Landed 08:30,,2024-11-02 23:55:04
Arrivals,09:10,09:06,Tunis,Nouvelair,BJ166,Landed 09:01,,2024-11-02 23:55:04
Arrivals,09:15,09:08,Alicante,easyJet,EC5501,Landed 09:05,,2024-11-02 23:55:04
Arrivals,09:35,09:31,Paris Charles De Gaulle,Air France,AF1192,Landed 09:26,,2024-11-02 23:55:04
Arrivals,09:35,09:22,Malaga,easyJet,EC7021,Landed 09:15,,2024-11-02 23:55:04
Arrivals,09:35,09:34,Porto,easyJet,EC7731,Landed 09:29,,2024-11-02 23:55:04
Arrivals,09:45,09:37,Pristina,GP Aviation,IV5612,Landed 09:31,,2024-11-02 23:55:04
Arrivals,09:45,08:29,Istanbul,Turkish Airlines,TK6351,Landed 08:27,Cargo,2024-11-02 23:55:04
Arrivals,10:05,10:19,Manchester,easyJet,U22181,Landed 10:14,,2024-11-02 23:55:04
Arrivals,10:05,09:52,Istanbul,Turkish Airlines,TK1923,Landed 09:47,,2024-11-02 23:55:04
Arrivals,10:05,10:06,Constantine,Air Algérie,AH1170,Landed 10:02,,2024-11-02 23:55:04
Arrivals,10:10,10:22,London Heathrow,British Airways,BA752,Landed 10:17,,2024-11-02 23:55:04
Arrivals,10:20,10:02,Mahon,easyJet,DS1014,Landed 09:56,,2024-11-02 23:55:04
Arrivals,10:30,10:41,Frankfurt,Lufthansa,LH1202,Landed 10:35,,2024-11-02 23:55:04
Arrivals,10:40,10:24,Faro,easyJet,EC7521,Landed 10:19,,2024-11-02 23:55:04
Arrivals,10:40,10:52,Amsterdam,KLM,KL1943,Landed 10:47,,2024-11-02 23:55:04
Arrivals,10:50,10:46,London Gatwick,easyJet,U28483,Landed 10:42,,2024-11-02 23:55:04
Arrivals,10:55,10:48,Edinburgh,easyJet,DS1232,Landed 10:45,,2024-11-02 23:55:04
Arrivals,11:00,10:54,Pristina,Chair Airlines,GM611,Landed 10:50,,2024-11-02 23:55:04
Arrivals,11:00,15:31,Marrakech,easyJet,DS9254,Landed 15:28,,2024-11-02 23:55:04
Arrivals,11:20,11:06,Budapest,easyJet,DS1212,Landed 10:59,,2024-11-02 23:55:04
Arrivals,11:45,11:38,Rome,easyJet,DS1124,Landed 11:33,,2024-11-02 23:55:04
Arrivals,11:50,11:27,Skopje,Wizz Air,W64793,Landed 11:21,,2024-11-02 23:55:04
Arrivals,11:55,11:31,Thessaloniki,easyJet,DS1142,Landed 11:26,,2024-11-02 23:55:04
Arrivals,11:55,11:36,Istanbul Sabiha Gökcen,Pegasus Airlines,PC939,Landed 11:31,,2024-11-02 23:55:04
Arrivals,11:55,11:57,Istanbul Atatürk,VistaJet,VJT486,Landed 11:53,Cargo,2024-11-02 23:55:04
Arrivals,12:05,11:51,Budapest,Wizz Air,W62269,Landed 11:44,,2024-11-02 23:55:04
Arrivals,12:10,12:17,Santiago,easyJet,DS1022,Landed 12:12,,2024-11-02 23:55:04
Arrivals,12:40,12:22,Malaga,easyJet,DS1006,Landed 12:17,,2024-11-02 23:55:04
Arrivals,12:50,12:28,Pristina,easyJet,DS1204,Landed 12:23,,2024-11-02 23:55:04
Arrivals,12:55,12:54,Rhodes,Enter Air,E4968,Landed 12:49,,2024-11-02 23:55:04
Arrivals,12:55,12:38,Antalya,SunExpress,XQ110,Landed 12:33,,2024-11-02 23:55:04
Arrivals,13:05,13:08,Berlin,easyJet,DS1186,Landed 13:03,,2024-11-02 23:55:04
Arrivals,13:25,16:06,Paris Le Bourget,,HMJ78,Landed 16:05,Cargo,2024-11-02 23:55:04
Arrivals,13:25,13:16,Izmir,SunExpress,XQ912,Landed 13:12,,2024-11-02 23:55:04
Arrivals,13:25,12:58,Istanbul Sabiha Gökcen,Ajet,VF105,Landed 12:52,,2024-11-02 23:55:04
Arrivals,13:30,13:44,Frankfurt,Lufthansa,LH1204,Landed 13:41,,2024-11-02 23:55:04
Arrivals,14:00,13:23,Hurghada,Air Cairo,SM2910,Landed 13:20,,2024-11-02 23:55:04
Arrivals,14:05,13:54,Paris Charles De Gaulle,Air France,AF1292,Landed 13:51,,2024-11-02 23:55:04
Arrivals,14:10,15:04,Marrakech,easyJet,DS1254,Landed 15:00,,2024-11-02 23:55:04
Arrivals,14:10,14:14,London Heathrow,British Airways,BA754,Landed 14:13,,2024-11-02 23:55:04
Arrivals,14:35,14:26,Larnaca,easyJet,DS1262,Landed 14:20,,2024-11-02 23:55:04
Arrivals,15:00,14:53,Warsaw,Wizz Air,W61363,Landed 14:47,,2024-11-02 23:55:04
Arrivals,15:05,14:54,Cluj,Wizz Air,W43371,Landed 14:50,,2024-11-02 23:55:04
Arrivals,15:15,14:57,Barcelona,easyJet,EC7101,Landed 14:54,,2024-11-02 23:55:04
Arrivals,15:30,15:08,Istanbul Sabiha Gökcen,Pegasus Airlines,PC941,Landed 15:04,,2024-11-02 23:55:04
Arrivals,15:50,15:48,Palma,easyJet,DS1004,Landed 15:45,,2024-11-02 23:55:04
Arrivals,15:55,16:01,Pristina,GP Aviation,IV800,Landed 15:55,,2024-11-02 23:55:04
Arrivals,16:15,15:56,Banja Luka,Wizz Air,W64359,Landed 15:52,,2024-11-02 23:55:04
Arrivals,16:20,16:21,Munich,Lufthansa,LH2398,Landed 16:15,,2024-11-02 23:55:04
Arrivals,16:50,17:21,Brindisi,easyJet,DS1120,Landed 17:16,,2024-11-02 23:55:04
Arrivals,16:55,16:41,Hamburg,easyJet,DS9184,Landed 16:37,,2024-11-02 23:55:04
Arrivals,17:00,17:04,London Heathrow,British Airways,BA750,Landed 17:03,,2024-11-02 23:55:04
Arrivals,17:05,17:28,Antalya,SunExpress,XQ210,Landed 17:24,,2024-11-02 23:55:04
Arrivals,17:10,16:59,Istanbul,Turkish Airlines,TK1925,Landed 16:55,,2024-11-02 23:55:04
Arrivals,17:45,17:36,Zagreb,Ryanair,FR5872,Landed 17:32,,2024-11-02 23:55:04
Arrivals,17:45,,London Stansted,Qatar Airways,QR8786,Cancelled,Cargo,2024-11-02 23:55:04
Arrivals,18:10,18:03,Frankfurt,Lufthansa,LH1206,Landed 17:57,,2024-11-02 23:55:04
Arrivals,18:50,19:01,Rabat Sale,Air Arabia Maroc,3O263,Landed 18:59,,2024-11-02 23:55:04
Arrivals,19:20,20:11,Madrid,Qatar Airways,QR8073,Landed 20:08,Cargo,2024-11-02 23:55:04
Arrivals,19:20,19:46,Porto,easyJet,EC7733,Landed 19:43,,2024-11-02 23:55:04
Arrivals,19:25,19:19,Munich,Lufthansa,LH2400,Landed 19:14,,2024-11-02 23:55:04
Arrivals,19:55,19:39,Barcelona,easyJet,EC7103,Landed 19:37,,2024-11-02 23:55:04
Arrivals,20:10,20:14,Lisbon,easyJet,EC7677,Landed 20:11,,2024-11-02 23:55:04
Arrivals,20:30,20:36,London Gatwick,easyJet,U28479,Landed 20:31,,2024-11-02 23:55:04
Arrivals,20:30,20:09,Bastia,easyJet,DS1074,Landed 20:04,,2024-11-02 23:55:04
Arrivals,21:30,21:21,London Heathrow,British Airways,BA756,Landed 21:20,,2024-11-02 23:55:04
Arrivals,21:40,21:54,Prague,Heron Aviation,HRN611,Landed 21:51,Cargo,2024-11-02 23:55:04
Arrivals,21:50,21:51,Hurghada,easyJet,DS1268,Landed 21:48,,2024-11-02 23:55:04
Arrivals,22:05,22:19,Amsterdam,KLM,KL1949,Landed 22:17,,2024-11-02 23:55:04
Arrivals,22:10,22:09,Frankfurt,Lufthansa,LH1208,Landed 22:05,,2024-11-02 23:55:04
Arrivals,22:15,22:58,Fuerteventura,Enter Air,E4948,Landed 22:56,,2024-11-02 23:55:04
Arrivals,22:20,22:17,Pristina,Chair Airlines,GM613,Landed 22:14,,2024-11-02 23:55:04
Arrivals,22:20,00:10,Agadir,easyJet,DS1252,,,2024-11-02 23:55:04
Arrivals,22:30,22:44,Lanzarote,easyJet,DS1028,Landed 22:42,,2024-11-02 23:55:04
Arrivals,22:45,23:06,Alicante,easyJet,DS1012,Landed 23:02,,2024-11-02 23:55:04
Arrivals,22:50,23:54,Gran Canaria,easyJet,DS1020,,,2024-11-02 23:55:04
Arrivals,22:55,22:59,Fuerteventura,easyJet,DS1024,Landed 22:58,,2024-11-02 23:55:04
Arrivals,22:55,23:31,Antalya,easyJet,DS1280,Landed 23:29,,2024-11-02 23:55:04
Arrivals,23:05,23:09,Tenerife,easyJet,DS1026,Landed 23:06,,2024-11-02 23:55:04
Arrivals,23:10,23:03,Marrakech,easyJet,DS1256,Landed 23:00,,2024-11-02 23:55:04
Arrivals,23:15,22:56,Madeira,easyJet,DS1282,Landed 22:53,,2024-11-02 23:55:04
Departures,06:00,,Rhodes,Enter Air,E4967,Departed 06:15,Cargo,2024-11-02 23:55:28
Departures,06:00,,Pristina,Chair Airlines,GM610,Departed 06:11,,2024-11-02 23:55:28
Departures,06:00,,Nice,easyJet,DS1051,Departed 06:09,,2024-11-02 23:55:28
Departures,06:05,,Mahon,easyJet,DS1013,Departed 06:18,,2024-11-02 23:55:28
Departures,06:05,,Amsterdam,KLM,KL1942,Departed 06:25,,2024-11-02 23:55:28
Departures,06:10,,Larnaca,easyJet,DS1261,Departed 06:20,,2024-11-02 23:55:28
Departures,06:10,,Edinburgh,easyJet,DS1231,Departed 06:13,,2024-11-02 23:55:28
Departures,06:20,,Thessaloniki,easyJet,DS1141,Departed 06:23,,2024-11-02 23:55:28
Departures,06:25,,Marrakech,easyJet,DS1253,Departed 06:45,,2024-11-02 23:55:28
Departures,06:35,,Malaga,easyJet,DS1005,Departed 06:33,,2024-11-02 23:55:28
