Type,Time,Expected,Origin/Destination,Airline,Flight Number,Status,Note,Date Scraped
Arrivals,5:15,5:29,Paris Charles De Gaulle,FedEx,FX6257,Landed 05:27,Cargo,07-11-24 23:55
Arrivals,5:15,5:11,Liege,FedEx,FX4862,Landed 05:07,Cargo,07-11-24 23:55
Arrivals,5:15,5:14,Brussels,European Air Transport / DHL,QY4908,Landed 05:11,Cargo,07-11-24 23:55
Arrivals,5:20,5:18,Cologne Bonn,Sprintair,SRN6262,Landed 05:16,Cargo,07-11-24 23:55
Arrivals,5:40,5:54,Cologne Bonn,Sprintair,SRN1996,Landed 05:51,Cargo,07-11-24 23:55
Arrivals,5:45,5:26,Leipzig,European Air Transport / DHL,QY4904,Landed 05:22,Cargo,07-11-24 23:55
Arrivals,5:55,5:49,Cologne Bonn,European Air Transport / DHL,QY4906,Landed 05:45,Cargo,07-11-24 23:55
Arrivals,8:15,7:53,Belgrade,Wizz Air,W64051,Landed 07:49,,07-11-24 23:55
Arrivals,8:50,8:36,Naples,easyJet,EC4221,Landed 08:31,,07-11-24 23:55
Arrivals,8:55,9:01,Munich,Lufthansa,LH2394,Landed 08:56,,07-11-24 23:55
Arrivals,9:05,8:42,Skopje,Wizz Air,W64731,Landed 08:38,,07-11-24 23:55
Arrivals,9:15,8:54,Barcelona,easyJet,EC7101,Landed 08:52,,07-11-24 23:55
Arrivals,9:30,9:26,Vienna,Austrian Airlines,OS471,Landed 09:23,,07-11-24 23:55
Arrivals,9:35,9:41,Paris Charles De Gaulle,Air France,AF1192,Landed 09:42,,07-11-24 23:55
Arrivals,9:50,9:48,Berlin,easyJet,DS1186,Landed 09:48,,07-11-24 23:55
Arrivals,9:55,10:03,Olbia,easyJet,DS1108,Landed 10:00,,07-11-24 23:55
Arrivals,10:00,9:49,Nice,easyJet,DS1052,Landed 09:55,,07-11-24 23:55
Arrivals,10:05,9:43,Istanbul,Turkish Airlines,TK1923,Landed 09:38,,07-11-24 23:55
Arrivals,10:05,11:04,Constantine,Air Algérie,AH1170,Landed 11:02,,07-11-24 23:55
Arrivals,10:10,10:09,Amsterdam,easyJet,DS1222,Landed 10:05,,07-11-24 23:55
Arrivals,10:15,10:14,London Heathrow,British Airways,BA752,Landed 10:11,,07-11-24 23:55
Arrivals,10:15,10:31,London Luton,easyJet,U22659,Landed 10:27,,07-11-24 23:55
Arrivals,10:25,10:37,Frankfurt,Lufthansa,LH1202,Landed 10:34,,07-11-24 23:55
Arrivals,10:40,11:39,Amsterdam,KLM,KL1943,Landed 11:37,,07-11-24 23:55
Arrivals,10:45,10:44,London Gatwick,easyJet,DS8476,Landed 10:41,,07-11-24 23:55
Arrivals,10:50,10:23,Palma,easyJet,DS1002,Landed 10:21,,07-11-24 23:55
Arrivals,11:00,10:59,Lisbon,easyJet,EC7677,Landed 10:55,,07-11-24 23:55
Arrivals,11:20,10:51,Istanbul Sabiha Gökcen,Ajet,VF105,Landed 10:47,,07-11-24 23:55
Arrivals,11:35,11:46,Istanbul Sabiha Gökcen,Pegasus Airlines,PC939,Landed 11:43,,07-11-24 23:55
Arrivals,11:40,11:21,Budapest,easyJet,DS1212,Landed 11:18,,07-11-24 23:55
Arrivals,12:00,12:06,Hanover,Netjets,NJE6,Landed 12:01,Cargo,07-11-24 23:55
Arrivals,12:20,12:08,Pristina,easyJet,DS1204,Landed 12:05,,07-11-24 23:55
Arrivals,12:55,12:51,Porto,easyJet,DS1276,Landed 12:46,,07-11-24 23:55
Arrivals,12:55,12:36,Antalya,SunExpress,XQ110,Landed 12:33,,07-11-24 23:55
Arrivals,13:10,13:16,Frankfurt,Lufthansa,LH1204,Landed 13:13,,07-11-24 23:55
Arrivals,13:40,13:54,Madrid,easyJet,DS9916,Landed 13:54,,07-11-24 23:55
Arrivals,13:55,14:14,Bordeaux,easyJet,DS1070,Landed 14:10,,07-11-24 23:55
Arrivals,14:00,13:52,Venice,Netjets,NJE7,Landed 13:47,Cargo,07-11-24 23:55
Arrivals,14:05,14:26,Paris Charles De Gaulle,Air France,AF1292,Landed 14:23,,07-11-24 23:55
Arrivals,14:15,14:44,Rome,easyJet,DS1124,Landed 14:39,,07-11-24 23:55
Arrivals,14:25,15:31,Belgrade,Swiftair,WT561,Landed 15:26,Cargo,07-11-24 23:55
Arrivals,14:50,,Barcelona,Vueling,VY6278,Cancelled,,07-11-24 23:55
Arrivals,14:50,14:54,London Heathrow,British Airways,BA754,Landed 14:51,,07-11-24 23:55
