Date Scraped,Type,LocalAirport,Origin/Destination,Airline,Status,Expected,Actual,Delay
25-10-24 23:55,Departures,Basel,Hamburg,easyJet,Departed,2000-01-01 06:30:00,2000-01-01 06:30:00,0.0
25-10-24 23:55,Departures,Basel,Valencia,easyJet,Departed,2000-01-01 06:51:00,2000-01-01 06:51:00,0.0
25-10-24 23:55,Departures,Basel,Edinburgh,easyJet,Departed,2000-01-01 06:36:00,2000-01-01 06:36:00,0.0
25-10-24 23:55,Departures,Basel,Pristina,easyJet,Departed,2000-01-01 06:46:00,2000-01-01 06:46:00,0.0
25-10-24 23:55,Departures,Basel,London Heathrow,British Airways,Departed,2000-01-01 06:54:00,2000-01-01 06:54:00,0.0
25-10-24 23:55,Departures,Basel,Frankfurt,Lufthansa,Departed,2000-01-01 06:55:00,2000-01-01 06:55:00,0.0
25-10-24 23:55,Departures,Basel,Catania,easyJet,Departed,2000-01-01 06:38:00,2000-01-01 06:38:00,0.0
25-10-24 23:55,Departures,Basel,London Gatwick,easyJet,Departed,2000-01-01 07:39:00,2000-01-01 07:39:00,0.0
25-10-24 23:55,Departures,Basel,Split,easyJet,Departed,2000-01-01 07:04:00,2000-01-01 07:04:00,0.0
25-10-24 23:55,Departures,Basel,Berlin,easyJet,Departed,2000-01-01 08:17:00,2000-01-01 08:17:00,0.0
25-10-24 23:55,Departures,Basel,Bucharest,Wizz Air,Departed,2000-01-01 08:37:00,2000-01-01 08:37:00,0.0
25-10-24 23:55,Departures,Basel,Djerba,Nouvelair,Departed,2000-01-01 08:35:00,2000-01-01 08:35:00,0.0
25-10-24 23:55,Departures,Basel,Frankfurt,Lufthansa,Departed,2000-01-01 08:39:00,2000-01-01 08:39:00,0.0
25-10-24 23:55,Departures,Basel,Zagreb,Ryanair,Departed,2000-01-01 08:57:00,2000-01-01 08:57:00,0.0
25-10-24 23:55,Departures,Basel,Belgrade,Wizz Air,Departed,2000-01-01 08:59:00,2000-01-01 08:59:00,0.0
25-10-24 23:55,Departures,Basel,Constantine,ASL Airlines France,Departed,2000-01-01 09:10:00,2000-01-01 09:10:00,0.0
25-10-24 23:55,Departures,Basel,Barcelona,easyJet,Departed,2000-01-01 09:08:00,2000-01-01 09:08:00,0.0
25-10-24 23:55,Departures,Basel,Palma,easyJet,Departed,2000-01-01 09:20:00,2000-01-01 09:20:00,0.0
25-10-24 23:55,Departures,Basel,Munich,Lufthansa,Departed,2000-01-01 10:05:00,2000-01-01 10:19:00,14.0
25-10-24 23:55,Departures,Basel,Warsaw,Wizz Air,Departed,2000-01-01 10:13:00,2000-01-01 10:13:00,0.0
25-10-24 23:55,Departures,Basel,Antalya,SunExpress,Departed,2000-01-01 10:03:00,2000-01-01 10:03:00,0.0
25-10-24 23:55,Departures,Basel,Brindisi,easyJet,Departed,2000-01-01 10:16:00,2000-01-01 10:16:00,0.0
25-10-24 23:55,Departures,Basel,Bordeaux,easyJet,Departed,2000-01-01 10:29:00,2000-01-01 10:29:00,0.0
25-10-24 23:55,Departures,Basel,Malaga,Cat Aviation,Departed,2000-01-01 10:26:00,2000-01-01 10:26:00,0.0
25-10-24 23:55,Departures,Basel,Madrid,Netjets,Departed,2000-01-01 10:09:00,2000-01-01 10:09:00,0.0
25-10-24 23:55,Departures,Basel,Malaga,easyJet,Departed,2000-01-01 10:43:00,2000-01-01 10:43:00,0.0
25-10-24 23:55,Departures,Basel,Amsterdam,KLM,Departed,2000-01-01 10:27:00,2000-01-01 10:27:00,0.0
25-10-24 23:55,Departures,Basel,Vienna,Austrian Airlines,Departed,2000-01-01 10:30:00,2000-01-01 10:57:00,27.0
25-10-24 23:55,Departures,Basel,Tuzla,Wizz Air,Departed,2000-01-01 10:36:00,2000-01-01 10:36:00,0.0
25-10-24 23:55,Departures,Basel,Antalya,SunExpress,Departed,2000-01-01 10:34:00,2000-01-01 10:34:00,0.0
25-10-24 23:55,Departures,Basel,Ajaccio,easyJet,Departed,2000-01-01 10:30:00,2000-01-01 10:59:00,29.0
25-10-24 23:55,Departures,Basel,Heraklion,Corendon Airlines,Departed,2000-01-01 10:55:00,2000-01-01 11:19:00,24.0
25-10-24 23:55,Departures,Basel,Istanbul,Turkish Airlines,Departed,2000-01-01 10:46:00,2000-01-01 10:46:00,0.0
25-10-24 23:55,Departures,Basel,Nice,easyJet,Departed,2000-01-01 11:08:00,2000-01-01 11:08:00,0.0
25-10-24 23:55,Departures,Basel,Paris Charles De Gaulle,Air France,Departed,2000-01-01 11:15:00,2000-01-01 11:38:00,23.0
25-10-24 23:55,Departures,Basel,Porto,easyJet,Departed,2000-01-01 11:20:00,2000-01-01 11:29:00,9.0
25-10-24 23:55,Departures,Basel,Palma,Eurowings,Departed,2000-01-01 11:52:00,2000-01-01 11:52:00,0.0
25-10-24 23:55,Departures,Basel,Frankfurt,Lufthansa,Departed,2000-01-01 11:20:00,2000-01-01 11:33:00,13.0
25-10-24 23:55,Departures,Basel,Hurghada,Air Cairo,Departed,2000-01-01 11:43:00,2000-01-01 11:43:00,0.0
25-10-24 23:55,Departures,Basel,Ibiza,easyJet,Departed,2000-01-01 11:45:00,2000-01-01 11:45:00,0.0
25-10-24 23:55,Departures,Basel,Lamezia,easyJet,Departed,2000-01-01 12:20:00,2000-01-01 12:32:00,12.0
25-10-24 23:55,Departures,Basel,Pristina,Chair Airlines,Departed,2000-01-01 11:55:00,2000-01-01 12:14:00,19.0
25-10-24 23:55,Departures,Basel,London Heathrow,British Airways,Departed,2000-01-01 12:56:00,2000-01-01 12:56:00,0.0
25-10-24 23:55,Departures,Basel,Montpellier,easyJet,Departed,2000-01-01 12:07:00,2000-01-01 12:07:00,0.0
25-10-24 23:55,Departures,Basel,Istanbul Sabiha GÃ¶kcen,Ajet,Departed,2000-01-01 12:24:00,2000-01-01 12:24:00,0.0
25-10-24 23:55,Departures,Basel,Tenerife,Enter Air,Departed,2000-01-01 12:47:00,2000-01-01 12:47:00,0.0
25-10-24 23:55,Departures,Basel,Venice,easyJet,Departed,2000-01-01 13:03:00,2000-01-01 13:03:00,0.0
25-10-24 23:55,Departures,Basel,Toulouse,easyJet,Departed,2000-01-01 12:59:00,2000-01-01 12:59:00,0.0
25-10-24 23:55,Departures,Basel,Cagliari,easyJet,Departed,2000-01-01 13:01:00,2000-01-01 13:01:00,0.0
25-10-24 23:55,Departures,Basel,Nantes,easyJet,Departed,2000-01-01 13:25:00,2000-01-01 13:45:00,20.0
25-10-24 23:55,Departures,Basel,Salerno,easyJet,Departed,2000-01-01 13:32:00,2000-01-01 13:32:00,0.0
25-10-24 23:55,Departures,Basel,Istanbul Sabiha GÃ¶kcen,Pegasus Airlines,Departed,2000-01-01 13:47:00,2000-01-01 13:47:00,0.0
25-10-24 23:55,Departures,Basel,Munich,Lufthansa,Departed,2000-01-01 13:50:00,2000-01-01 14:13:00,23.0
25-10-24 23:55,Departures,Basel,Madrid,easyJet,Departed,2000-01-01 13:51:00,2000-01-01 13:51:00,0.0
25-10-24 23:55,Departures,Basel,Dubai,Flydubai,Departed,2000-01-01 13:50:00,2000-01-01 14:14:00,24.0
25-10-24 23:55,Departures,Basel,Barcelona,Vueling,Departed,2000-01-01 13:46:00,2000-01-01 13:46:00,0.0
25-10-24 23:55,Departures,Basel,Palma,easyJet,Departed,2000-01-01 13:58:00,2000-01-01 13:58:00,0.0
25-10-24 23:55,Departures,Basel,Nice,Zimex Austria,Departed,2000-01-01 14:03:00,2000-01-01 14:03:00,0.0
25-10-24 23:55,Departures,Basel,Istanbul,Turkish Airlines,Departed,2000-01-01 14:09:00,2000-01-01 14:09:00,0.0
25-10-24 23:55,Departures,Basel,Copenhagen,easyJet,Departed,2000-01-01 14:15:00,2000-01-01 14:40:00,25.0
25-10-24 23:55,Departures,Basel,London Luton,Luxaviation,Departed,2000-01-01 15:04:00,2000-01-01 15:04:00,0.0
25-10-24 23:55,Departures,Basel,Pristina,GP Aviation,Departed,2000-01-01 14:22:00,2000-01-01 14:22:00,0.0
25-10-24 23:55,Departures,Basel,Frankfurt,Lufthansa,Departed,2000-01-01 14:25:00,2000-01-01 14:46:00,21.0
25-10-24 23:55,Departures,Basel,Amsterdam,KLM,Departed,2000-01-01 14:50:00,2000-01-01 15:05:00,15.0
25-10-24 23:55,Departures,Basel,Naples,easyJet,Departed,2000-01-01 14:38:00,2000-01-01 14:38:00,0.0
25-10-24 23:55,Departures,Basel,Barcelona,easyJet,Departed,2000-01-01 14:35:00,2000-01-01 14:55:00,20.0
25-10-24 23:55,Departures,Basel,Olbia,easyJet,Departed,2000-01-01 14:53:00,2000-01-01 14:53:00,0.0
25-10-24 23:55,Departures,Basel,Skopje,Wizz Air,Departed,2000-01-01 15:24:00,2000-01-01 15:24:00,0.0
25-10-24 23:55,Departures,Basel,Izmir,SunExpress,Departed,2000-01-01 15:40:00,2000-01-01 15:59:00,19.0
25-10-24 23:55,Departures,Basel,Budapest,easyJet,Departed,2000-01-01 15:17:00,2000-01-01 15:17:00,0.0
25-10-24 23:55,Departures,Basel,Amsterdam,easyJet,Departed,2000-01-01 15:18:00,2000-01-01 15:18:00,0.0
25-10-24 23:55,Departures,Basel,Alicante,easyJet,Departed,2000-01-01 15:25:00,2000-01-01 15:32:00,7.0
25-10-24 23:55,Departures,Basel,Algiers,ASL Airlines France,Departed,2000-01-01 15:50:00,2000-01-01 15:50:00,0.0
25-10-24 23:55,Departures,Basel,Berlin,easyJet,Departed,2000-01-01 15:45:00,2000-01-01 15:45:00,0.0
25-10-24 23:55,Departures,Basel,Palma,easyJet,Departed,2000-01-01 16:05:00,2000-01-01 16:08:00,3.0
25-10-24 23:55,Departures,Basel,Banja Luka,Wizz Air,Departed,2000-01-01 16:47:00,2000-01-01 16:47:00,0.0
25-10-24 23:55,Departures,Basel,Budapest,Wizz Air,Departed,2000-01-01 17:11:00,2000-01-01 17:11:00,0.0
25-10-24 23:55,Departures,Basel,Santiago,easyJet,Departed,2000-01-01 17:22:00,2000-01-01 17:22:00,0.0
25-10-24 23:55,Departures,Basel,Malaga,easyJet,Departed,2000-01-01 18:10:00,2000-01-01 18:10:00,0.0
25-10-24 23:55,Departures,Basel,Istanbul Sabiha GÃ¶kcen,Pegasus Airlines,Departed,2000-01-01 18:04:00,2000-01-01 18:04:00,0.0
25-10-24 23:55,Departures,Basel,Prague,easyJet,Departed,2000-01-01 18:08:00,2000-01-01 18:08:00,0.0
25-10-24 23:55,Departures,Basel,Pristina,easyJet,Departed,2000-01-01 18:11:00,2000-01-01 18:11:00,0.0
25-10-24 23:55,Departures,Basel,Frankfurt,Lufthansa,Departed,2000-01-01 18:26:00,2000-01-01 18:26:00,0.0
25-10-24 23:55,Departures,Basel,Manchester,easyJet,Departed,2000-01-01 18:29:00,2000-01-01 18:29:00,0.0
25-10-24 23:55,Departures,Basel,Amsterdam,KLM,Departed,2000-01-01 18:50:00,2000-01-01 19:12:00,22.0
25-10-24 23:55,Departures,Basel,Paris Charles De Gaulle,Air France,Departed,2000-01-01 18:57:00,2000-01-01 18:57:00,0.0
25-10-24 23:55,Departures,Basel,Istanbul,Turkish Airlines,Departed,2000-01-01 18:56:00,2000-01-01 18:56:00,0.0
25-10-24 23:55,Departures,Basel,Antalya,SunExpress,Departed,2000-01-01 19:11:00,2000-01-01 19:11:00,0.0
25-10-24 23:55,Departures,Basel,Rome,easyJet,Departed,2000-01-01 19:15:00,2000-01-01 19:15:00,0.0
25-10-24 23:55,Departures,Basel,Bari,easyJet,Departed,2000-01-01 19:35:00,2000-01-01 19:35:00,0.0
25-10-24 23:55,Departures,Basel,Budapest,easyJet,Departed,2000-01-01 19:25:00,2000-01-01 19:25:00,0.0
25-10-24 23:55,Departures,Basel,Bordeaux,easyJet,Departed,2000-01-01 19:30:00,2000-01-01 19:30:00,0.0
25-10-24 23:55,Departures,Basel,Berlin,easyJet,Departed,2000-01-01 19:46:00,2000-01-01 19:46:00,0.0
25-10-24 23:55,Departures,Basel,London Heathrow,British Airways,Departed,2000-01-01 20:50:00,2000-01-01 21:08:00,18.0
25-10-24 23:55,Departures,Basel,Hamburg,easyJet,Departed,2000-01-01 20:06:00,2000-01-01 20:06:00,0.0
25-10-24 23:55,Departures,Basel,Antalya,Pegasus Airlines,Departed,2000-01-01 20:04:00,2000-01-01 20:04:00,0.0
25-10-24 23:55,Departures,Basel,Nice,easyJet,Departed,2000-01-01 20:46:00,2000-01-01 20:46:00,0.0
25-10-24 23:55,Departures,Basel,Munich,Air Dolomiti,Departed,2000-01-01 21:00:00,2000-01-01 21:14:00,14.0
25-10-24 23:55,Departures,Basel,Pristina,GP Aviation,Departed,2000-01-01 20:19:00,2000-01-01 20:19:00,0.0
25-10-24 23:55,Departures,Basel,Vienna,Austrian Airlines,Departed,2000-01-01 20:43:00,2000-01-01 20:43:00,0.0
25-10-24 23:55,Departures,Basel,Lisbon,easyJet,Departed,2000-01-01 21:05:00,2000-01-01 21:37:00,32.0
25-10-24 23:55,Departures,Basel,Sofia,Wizz Air,Departed,2000-01-01 21:20:00,2000-01-01 21:20:00,0.0
25-10-24 23:55,Departures,Basel,Skopje,Wizz Air,Departed,2000-01-01 21:12:00,2000-01-01 21:12:00,0.0
25-10-24 23:55,Departures,Basel,Amsterdam,easyJet,Departed,2000-01-01 21:02:00,2000-01-01 21:02:00,0.0
25-10-24 23:55,Departures,Basel,Barcelona,easyJet,Departed,2000-01-01 22:18:00,2000-01-01 22:18:00,0.0
25-10-24 23:55,Departures,Basel,London Gatwick,easyJet,Departed,2000-01-01 22:05:00,2000-01-01 22:25:00,20.0
25-10-24 23:55,Departures,Basel,Faro,easyJet,Departed,2000-01-01 21:45:00,2000-01-01 21:45:00,0.0
25-10-24 23:55,Departures,Basel,Bristol,easyJet,Departed,2000-01-01 21:45:00,2000-01-01 22:03:00,18.0
25-10-24 23:55,Departures,Basel,Milan,European Air Transport / DHL,Departed,2000-01-01 22:33:00,2000-01-01 22:33:00,0.0
25-10-24 23:55,Departures,Basel,Leipzig,European Air Transport / DHL,Departed,2000-01-01 23:04:00,2000-01-01 23:04:00,0.0
25-10-24 23:55,Departures,Basel,Cologne Bonn,Sprintair,Departed,2000-01-01 22:54:00,2000-01-01 22:54:00,0.0
26-10-24 23:55,Departures,Basel,Lanzarote,easyJet,Departed,2000-01-01 06:10:00,2000-01-01 06:10:00,0.0
26-10-24 23:55,Departures,Basel,Rhodes,Enter Air,Departed,2000-01-01 06:21:00,2000-01-01 06:21:00,0.0
26-10-24 23:55,Departures,Basel,Pristina,Chair Airlines,Departed,2000-01-01 06:14:00,2000-01-01 06:14:00,0.0
26-10-24 23:55,Departures,Basel,Budapest,easyJet,Departed,2000-01-01 06:17:00,2000-01-01 06:17:00,0.0
26-10-24 23:55,Departures,Basel,Split,easyJet,Departed,2000-01-01 06:12:00,2000-01-01 06:12:00,0.0
26-10-24 23:55,Departures,Basel,Nice,easyJet,Departed,2000-01-01 06:16:00,2000-01-01 06:16:00,0.0
26-10-24 23:55,Departures,Basel,Rome,easyJet,Departed,2000-01-01 06:19:00,2000-01-01 06:19:00,0.0
26-10-24 23:55,Departures,Basel,Berlin,easyJet,Departed,2000-01-01 06:23:00,2000-01-01 06:23:00,0.0
26-10-24 23:55,Departures,Basel,Amsterdam,KLM,Departed,2000-01-01 06:41:00,2000-01-01 06:41:00,0.0
26-10-24 23:55,Departures,Basel,Thessaloniki,easyJet,Departed,2000-01-01 06:27:00,2000-01-01 06:27:00,0.0
26-10-24 23:55,Departures,Basel,Hamburg,easyJet,Departed,2000-01-01 06:25:00,2000-01-01 06:25:00,0.0
26-10-24 23:55,Departures,Basel,London Heathrow,British Airways,Departed,2000-01-01 07:13:00,2000-01-01 07:13:00,0.0
26-10-24 23:55,Departures,Basel,Frankfurt,Lufthansa,Departed,2000-01-01 07:19:00,2000-01-01 07:19:00,0.0
26-10-24 23:55,Departures,Basel,Pristina,easyJet,Departed,2000-01-01 07:02:00,2000-01-01 07:02:00,0.0
26-10-24 23:55,Departures,Basel,Palma,easyJet,Departed,2000-01-01 07:32:00,2000-01-01 07:32:00,0.0
26-10-24 23:55,Departures,Basel,London Gatwick,easyJet,Departed,2000-01-01 07:17:00,2000-01-01 07:17:00,0.0
26-10-24 23:55,Departures,Basel,Istanbul AtatÃ¼rk,Qatar Executive,Departed,2000-01-01 07:35:00,2000-01-01 07:35:00,0.0
26-10-24 23:55,Departures,Basel,Naples,easyJet,Departed,2000-01-01 08:26:00,2000-01-01 08:26:00,0.0
26-10-24 23:55,Departures,Basel,Budapest,Wizz Air,Departed,2000-01-01 08:30:00,2000-01-01 08:30:00,0.0
26-10-24 23:55,Departures,Basel,Frankfurt,Lufthansa,Departed,2000-01-01 08:41:00,2000-01-01 08:41:00,0.0
26-10-24 23:55,Departures,Basel,Iasi,Wizz Air,Departed,2000-01-01 08:48:00,2000-01-01 08:48:00,0.0
26-10-24 23:55,Departures,Basel,Cluj,Wizz Air,Departed,2000-01-01 09:00:00,2000-01-01 09:00:00,0.0
26-10-24 23:55,Departures,Basel,Montreal,Air Transat,Departed,2000-01-01 09:11:00,2000-01-01 09:11:00,0.0
26-10-24 23:55,Departures,Basel,Warsaw,Wizz Air,Departed,2000-01-01 09:18:00,2000-01-01 09:18:00,0.0
26-10-24 23:55,Departures,Basel,Hurghada,Air Cairo,Departed,2000-01-01 09:34:00,2000-01-01 09:34:00,0.0
26-10-24 23:55,Departures,Basel,Palma,easyJet,Departed,2000-01-01 12:09:00,2000-01-01 12:09:00,0.0
26-10-24 23:55,Departures,Basel,London Gatwick,easyJet,Departed,2000-01-01 09:49:00,2000-01-01 09:49:00,0.0
26-10-24 23:55,Departures,Basel,Manchester,easyJet,Departed,2000-01-01 09:50:00,2000-01-01 10:07:00,17.0
26-10-24 23:55,Departures,Basel,Munich,Lufthansa,Departed,2000-01-01 10:00:00,2000-01-01 10:02:00,2.0
26-10-24 23:55,Departures,Basel,Antalya,SunExpress,Departed,2000-01-01 10:20:00,2000-01-01 10:47:00,27.0
26-10-24 23:55,Departures,Basel,Tunis,Nouvelair,Departed,2000-01-01 10:13:00,2000-01-01 10:13:00,0.0
26-10-24 23:55,Departures,Basel,Alicante,easyJet,Departed,2000-01-01 10:10:00,2000-01-01 10:25:00,15.0
26-10-24 23:55,Departures,Basel,Malaga,easyJet,Departed,2000-01-01 10:30:00,2000-01-01 10:45:00,15.0
26-10-24 23:55,Departures,Basel,Bordeaux,easyJet,Departed,2000-01-01 10:30:00,2000-01-01 10:52:00,22.0
26-10-24 23:55,Departures,Basel,Amsterdam,KLM,Departed,2000-01-01 10:25:00,2000-01-01 10:36:00,11.0
26-10-24 23:55,Departures,Basel,Vienna,Austrian Airlines,Departed,2000-01-01 10:37:00,2000-01-01 10:37:00,0.0
26-10-24 23:55,Departures,Basel,Olbia,easyJet,Departed,2000-01-01 10:40:00,2000-01-01 10:56:00,16.0
26-10-24 23:55,Departures,Basel,London Gatwick,easyJet,Departed,2000-01-01 10:45:00,2000-01-01 11:04:00,19.0
26-10-24 23:55,Departures,Basel,Antalya,SunExpress,Departed,2000-01-01 11:50:00,2000-01-01 12:05:00,15.0
26-10-24 23:55,Departures,Basel,Istanbul,Turkish Airlines,Departed,2000-01-01 10:31:00,2000-01-01 10:31:00,0.0
26-10-24 23:55,Departures,Basel,Bastia,easyJet,Departed,2000-01-01 11:01:00,2000-01-01 11:01:00,0.0
26-10-24 23:55,Departures,Basel,Krakow,easyJet,Departed,2000-01-01 11:00:00,2000-01-01 11:13:00,13.0
26-10-24 23:55,Departures,Basel,Paris Charles De Gaulle,Air France,Departed,2000-01-01 11:06:00,2000-01-01 11:06:00,0.0
26-10-24 23:55,Departures,Basel,Porto,easyJet,Departed,2000-01-01 11:30:00,2000-01-01 11:51:00,21.0
26-10-24 23:55,Departures,Basel,Frankfurt,Lufthansa,Departed,2000-01-01 11:20:00,2000-01-01 11:20:00,0.0
26-10-24 23:55,Departures,Basel,Dublin,Ryanair,Departed,2000-01-01 11:30:00,2000-01-01 11:56:00,26.0
26-10-24 23:55,Departures,Basel,Faro,easyJet,Departed,2000-01-01 11:25:00,2000-01-01 11:40:00,15.0
26-10-24 23:55,Departures,Basel,Lisbon,easyJet,Departed,2000-01-01 11:41:00,2000-01-01 11:41:00,0.0
26-10-24 23:55,Departures,Basel,Copenhagen,easyJet,Departed,2000-01-01 12:00:00,2000-01-01 12:32:00,32.0
26-10-24 23:55,Departures,Basel,Venice,easyJet,Departed,2000-01-01 11:50:00,2000-01-01 12:11:00,21.0
26-10-24 23:55,Departures,Basel,Pristina,Chair Airlines,Departed,2000-01-01 12:10:00,2000-01-01 12:30:00,20.0
26-10-24 23:55,Departures,Basel,London Heathrow,British Airways,Departed,2000-01-01 12:15:00,2000-01-01 12:24:00,9.0
26-10-24 23:55,Departures,Basel,Istanbul Sabiha GÃ¶kcen,Ajet,Departed,2000-01-01 12:51:00,2000-01-01 12:51:00,0.0
26-10-24 23:55,Departures,Basel,Constantine,Air AlgÃ©rie,Departed,2000-01-01 15:00:00,2000-01-01 15:17:00,17.0
26-10-24 23:55,Departures,Basel,Palermo,easyJet,Departed,2000-01-01 14:15:00,2000-01-01 14:14:00,-1.0
26-10-24 23:55,Departures,Basel,Rabat Sale,Air Arabia Maroc,Departed,2000-01-01 12:26:00,2000-01-01 12:26:00,0.0
26-10-24 23:55,Departures,Basel,Malta,easyJet,Departed,2000-01-01 12:31:00,2000-01-01 12:31:00,0.0
26-10-24 23:55,Departures,Basel,Zagreb,Ryanair,Departed,2000-01-01 12:59:00,2000-01-01 12:59:00,0.0
26-10-24 23:55,Departures,Basel,Istanbul,Turkish Airlines,Departed,2000-01-01 16:00:00,2000-01-01 16:23:00,23.0
26-10-24 23:55,Departures,Basel,Tenerife,easyJet,Departed,2000-01-01 13:32:00,2000-01-01 13:32:00,0.0
26-10-24 23:55,Departures,Basel,Istanbul Sabiha GÃ¶kcen,Pegasus Airlines,Departed,2000-01-01 13:35:00,2000-01-01 13:35:00,0.0
26-10-24 23:55,Departures,Basel,Munich,Lufthansa,Departed,2000-01-01 14:00:00,2000-01-01 14:15:00,15.0
26-10-24 23:55,Departures,Basel,Tirana,Wizz Air,Departed,2000-01-01 14:27:00,2000-01-01 14:27:00,0.0
26-10-24 23:55,Departures,Basel,Naples,easyJet,Departed,2000-01-01 14:20:00,2000-01-01 14:40:00,20.0
26-10-24 23:55,Departures,Basel,Fuerteventura,easyJet,Departed,2000-01-01 14:30:00,2000-01-01 14:59:00,29.0
26-10-24 23:55,Departures,Basel,Pristina,GP Aviation,Departed,2000-01-01 14:26:00,2000-01-01 14:26:00,0.0
26-10-24 23:55,Departures,Basel,Fuerteventura,Enter Air,Departed,2000-01-01 15:01:00,2000-01-01 15:01:00,0.0
26-10-24 23:55,Departures,Basel,Frankfurt,Lufthansa,Departed,2000-01-01 15:30:00,2000-01-01 15:40:00,10.0
26-10-24 23:55,Departures,Basel,Amsterdam,KLM,Departed,2000-01-01 14:42:00,2000-01-01 14:42:00,0.0
26-10-24 23:55,Departures,Basel,Ajaccio,easyJet,Departed,2000-01-01 14:25:00,2000-01-01 14:35:00,10.0
26-10-24 23:55,Departures,Basel,Berlin,easyJet,Departed,2000-01-01 14:47:00,2000-01-01 14:47:00,0.0
26-10-24 23:55,Departures,Basel,Barcelona,easyJet,Departed,2000-01-01 14:55:00,2000-01-01 15:09:00,14.0
26-10-24 23:55,Departures,Basel,Turin,Zimex Austria,Departed,2000-01-01 14:43:00,2000-01-01 14:43:00,0.0
26-10-24 23:55,Departures,Basel,Barcelona,Vueling,Departed,2000-01-01 15:43:00,2000-01-01 15:43:00,0.0
26-10-24 23:55,Departures,Basel,Paris Charles De Gaulle,Enter Air,Departed,2000-01-01 15:11:00,2000-01-01 15:11:00,0.0
26-10-24 23:55,Departures,Basel,Larnaca,easyJet,Departed,2000-01-01 15:26:00,2000-01-01 15:26:00,0.0
26-10-24 23:55,Departures,Basel,Izmir,SunExpress,Departed,2000-01-01 15:22:00,2000-01-01 15:22:00,0.0
26-10-24 23:55,Departures,Basel,Agadir,easyJet,Departed,2000-01-01 15:28:00,2000-01-01 15:28:00,0.0
26-10-24 23:55,Departures,Basel,Nis,Wizz Air,Departed,2000-01-01 15:25:00,2000-01-01 15:44:00,19.0
26-10-24 23:55,Departures,Basel,Mahon,easyJet,Departed,2000-01-01 16:26:00,2000-01-01 16:26:00,0.0
26-10-24 23:55,Departures,Basel,Palma,easyJet,Departed,2000-01-01 21:25:00,2000-01-01 22:07:00,42.0
26-10-24 23:55,Departures,Basel,Dresden,Globe Air,Departed,2000-01-01 16:22:00,2000-01-01 16:22:00,0.0
26-10-24 23:55,Departures,Basel,Marrakech,easyJet,Departed,2000-01-01 16:02:00,2000-01-01 16:02:00,0.0
26-10-24 23:55,Departures,Basel,London Stansted,Ryanair,Departed,2000-01-01 17:40:00,2000-01-01 18:01:00,21.0
26-10-24 23:55,Departures,Basel,Banja Luka,Wizz Air,Departed,2000-01-01 16:45:00,2000-01-01 16:45:00,0.0
26-10-24 23:55,Departures,Basel,Porto,easyJet,Departed,2000-01-01 17:45:00,2000-01-01 17:55:00,10.0
26-10-24 23:55,Departures,Basel,Istanbul Sabiha GÃ¶kcen,Pegasus Airlines,Departed,2000-01-01 17:53:00,2000-01-01 17:53:00,0.0
26-10-24 23:55,Departures,Basel,Catania,easyJet,Departed,2000-01-01 19:25:00,2000-01-01 19:36:00,11.0
26-10-24 23:55,Departures,Basel,Porto,easyJet,Departed,2000-01-01 18:03:00,2000-01-01 18:03:00,0.0
26-10-24 23:55,Departures,Basel,Pristina,easyJet,Departed,2000-01-01 18:19:00,2000-01-01 18:19:00,0.0
26-10-24 23:55,Departures,Basel,Frankfurt,Lufthansa,Departed,2000-01-01 18:29:00,2000-01-01 18:29:00,0.0
26-10-24 23:55,Departures,Basel,Amsterdam,KLM,Departed,2000-01-01 18:40:00,2000-01-01 18:40:00,0.0
26-10-24 23:55,Departures,Basel,Ibiza,easyJet,Departed,2000-01-01 18:37:00,2000-01-01 18:37:00,0.0
26-10-24 23:55,Departures,Basel,Paris Charles De Gaulle,Air France,Departed,2000-01-01 18:52:00,2000-01-01 18:52:00,0.0
26-10-24 23:55,Departures,Basel,Olbia,easyJet,Departed,2000-01-01 18:45:00,2000-01-01 18:45:00,0.0
26-10-24 23:55,Departures,Basel,Antalya,SunExpress,Departed,2000-01-01 19:12:00,2000-01-01 19:12:00,0.0
26-10-24 23:55,Departures,Basel,Istanbul,Turkish Airlines,Departed,2000-01-01 19:01:00,2000-01-01 19:01:00,0.0
26-10-24 23:55,Departures,Basel,Lisbon,easyJet,Departed,2000-01-01 20:01:00,2000-01-01 20:01:00,0.0
26-10-24 23:55,Departures,Basel,Pristina,GP Aviation,Departed,2000-01-01 20:37:00,2000-01-01 20:37:00,0.0
26-10-24 23:55,Departures,Basel,Amsterdam,easyJet,Departed,2000-01-01 20:34:00,2000-01-01 20:34:00,0.0
26-10-24 23:55,Departures,Basel,Leipzig,European Air Transport / DHL,Departed,2000-01-01 20:38:00,2000-01-01 20:38:00,0.0
26-10-24 23:55,Departures,Basel,Skopje,Wizz Air,Departed,2000-01-01 20:55:00,2000-01-01 20:55:00,0.0
26-10-24 23:55,Departures,Basel,Gran Canaria,easyJet,Departed,2000-01-01 21:20:00,2000-01-01 21:38:00,18.0
26-10-24 23:55,Departures,Basel,Budapest,Wizz Air,Departed,2000-01-01 21:11:00,2000-01-01 21:11:00,0.0
26-10-24 23:55,Departures,Basel,Belgrade,Wizz Air,Departed,2000-01-01 20:53:00,2000-01-01 20:53:00,0.0
26-10-24 23:55,Departures,Basel,Barcelona,easyJet,Departed,2000-01-01 22:05:00,2000-01-01 22:18:00,13.0
