Type,Time,Expected,Origin/Destination,Airline,Flight Number,Status,Note,Date Scraped
Arrivals,5:15,5:12,Paris Charles De Gaulle,FedEx,FX6257,Landed 05:08,Cargo,31-10-24 23:55
Arrivals,5:15,5:19,Liege,FedEx,FX4862,Landed 05:15,Cargo,31-10-24 23:55
Arrivals,5:15,5:31,Brussels,European Air Transport / DHL,QY4908,Landed 05:28,Cargo,31-10-24 23:55
Arrivals,5:20,5:16,Cologne Bonn,Sprintair,SRN6262,Landed 05:12,Cargo,31-10-24 23:55
Arrivals,5:40,5:39,Cologne Bonn,Sprintair,SRN1996,Landed 05:36,Cargo,31-10-24 23:55
Arrivals,5:45,5:36,Leipzig,European Air Transport / DHL,QY4904,Landed 05:32,Cargo,31-10-24 23:55
Arrivals,5:55,5:44,Cologne Bonn,European Air Transport / DHL,QY4906,Landed 05:40,Cargo,31-10-24 23:55
Arrivals,7:20,7:01,Zagreb,Ryanair,FR5862,Landed 06:57,,31-10-24 23:55
Arrivals,8:10,8:57,Antalya,Corendon Airlines,XC4701,Landed 08:53,,31-10-24 23:55
Arrivals,8:15,8:02,Belgrade,Wizz Air,W64051,Landed 07:59,,31-10-24 23:55
Arrivals,8:50,8:39,Naples,easyJet,EC4221,Landed 08:35,,31-10-24 23:55
Arrivals,8:55,8:49,Munich,Lufthansa,LH2394,Landed 08:45,,31-10-24 23:55
Arrivals,9:05,8:36,Skopje,Wizz Air,W64731,Landed 08:32,,31-10-24 23:55
Arrivals,9:15,9:16,Barcelona,easyJet,EC7101,Landed 09:11,,31-10-24 23:55
Arrivals,9:30,9:19,Vienna,Austrian Airlines,OS471,Landed 09:15,,31-10-24 23:55
Arrivals,9:35,9:33,Paris Charles De Gaulle,Air France,AF1192,Landed 09:29,,31-10-24 23:55
Arrivals,9:35,9:39,Malaga,easyJet,EC7021,Landed 09:36,,31-10-24 23:55
Arrivals,9:50,9:29,Berlin,easyJet,DS1186,Landed 09:26,,31-10-24 23:55
Arrivals,9:55,9:46,Olbia,easyJet,DS1108,Landed 09:41,,31-10-24 23:55
Arrivals,10:00,9:48,Nice,easyJet,DS1052,Landed 09:44,,31-10-24 23:55
Arrivals,10:05,9:37,Istanbul,Turkish Airlines,TK1923,Landed 09:32,,31-10-24 23:55
Arrivals,10:05,10:16,Constantine,Air Algérie,AH1170,Landed 10:12,,31-10-24 23:55
Arrivals,10:10,10:01,Amsterdam,easyJet,DS1222,Landed 09:56,,31-10-24 23:55
Arrivals,10:15,10:13,London Heathrow,British Airways,BA752,Landed 10:09,,31-10-24 23:55
Arrivals,10:25,10:51,Frankfurt,Lufthansa,LH1202,Landed 10:46,,31-10-24 23:55
Arrivals,10:40,10:43,Amsterdam,KLM,KL1943,Landed 10:39,,31-10-24 23:55
Arrivals,10:45,10:41,London Gatwick,easyJet,DS8476,Landed 10:37,,31-10-24 23:55
Arrivals,10:50,10:36,Palma,easyJet,DS1002,Landed 10:32,,31-10-24 23:55
Arrivals,11:00,11:24,Lisbon,easyJet,EC7677,Landed 11:20,,31-10-24 23:55
Arrivals,11:20,10:46,Istanbul Sabiha Gökcen,Ajet,VF105,Landed 10:43,,31-10-24 23:55
Arrivals,11:35,11:19,Istanbul Sabiha Gökcen,Pegasus Airlines,PC939,Landed 11:16,,31-10-24 23:55
Arrivals,11:40,11:26,Budapest,easyJet,DS1212,Landed 11:22,,31-10-24 23:55
Arrivals,12:20,12:01,Pristina,easyJet,DS1204,Landed 11:57,,31-10-24 23:55
Arrivals,12:55,13:04,Porto,easyJet,DS1276,Landed 12:59,,31-10-24 23:55
Arrivals,12:55,12:34,Antalya,SunExpress,XQ110,Landed 12:30,,31-10-24 23:55
Arrivals,13:10,13:19,Frankfurt,Lufthansa,LH1204,Landed 13:15,,31-10-24 23:55
Arrivals,13:55,13:26,Heraklion,easyJet,DS1150,Landed 13:21,,31-10-24 23:55
Arrivals,13:55,13:56,Bordeaux,easyJet,DS1070,Landed 13:52,,31-10-24 23:55
Arrivals,14:10,14:06,Paris Charles De Gaulle,Air France,AF1292,Landed 14:04,,31-10-24 23:55
Arrivals,14:15,14:03,Rome,easyJet,DS1124,Landed 13:59,,31-10-24 23:55
Arrivals,14:50,14:58,London Heathrow,British Airways,BA754,Landed 14:54,,31-10-24 23:55
Arrivals,14:50,14:46,Barcelona,Vueling,VY6278,Landed 14:41,,31-10-24 23:55
Arrivals,15:00,14:41,Warsaw,Wizz Air,W61363,Landed 14:37,,31-10-24 23:55
Arrivals,15:00,14:36,Budapest,Wizz Air,W62269,Landed 14:33,,31-10-24 23:55
Arrivals,15:15,15:17,Palermo,easyJet,DS1116,Landed 15:14,,31-10-24 23:55
Arrivals,15:25,15:12,Palma,easyJet,EC7273,Landed 15:06,,31-10-24 23:55
Arrivals,15:35,15:06,Istanbul Sabiha Gökcen,Pegasus Airlines,PC941,Landed 15:00,,31-10-24 23:55
Arrivals,16:00,16:24,Lisbon,easyJet,EC7679,Landed 16:23,,31-10-24 23:55
Arrivals,16:00,15:43,Lanzarote,easyJet,DS1028,Landed 15:38,,31-10-24 23:55
Arrivals,16:05,17:29,Monastir,Swiss Air Ambulance,SAZ62,Landed 17:24,Cargo,31-10-24 23:55
Arrivals,16:15,16:32,Malaga,Heron Aviation,HRN511,Landed 16:29,Cargo,31-10-24 23:55
Arrivals,16:15,16:03,Alicante,easyJet,DS1012,Landed 16:00,,31-10-24 23:55
Arrivals,16:20,16:06,Toulouse,easyJet,EC4971,Landed 16:04,,31-10-24 23:55
Arrivals,16:20,16:49,Munich,Lufthansa,LH2398,Landed 16:45,,31-10-24 23:55
Arrivals,16:20,15:56,Cluj,Wizz Air,W43371,Landed 15:53,,31-10-24 23:55
Arrivals,16:40,16:51,Tunis,Nouvelair,BJ166,Landed 16:48,,31-10-24 23:55
