Type,Time,Expected,Origin/Destination,Airline,Flight Number,Status,Note,Date Scraped
Arrivals,05:15,05:24,Paris Charles De Gaulle,FedEx,FX6257,Landed 05:22,Cargo,2024-11-06 23:55:02
Arrivals,05:15,05:16,Liege,FedEx,FX4862,Landed 05:13,Cargo,2024-11-06 23:55:02
Arrivals,05:15,05:19,Brussels,European Air Transport / DHL,QY4908,Landed 05:17,Cargo,2024-11-06 23:55:02
Arrivals,05:20,05:12,Cologne Bonn,Sprintair,SRN6262,Landed 05:09,Cargo,2024-11-06 23:55:02
Arrivals,05:40,05:59,Cologne Bonn,Sprintair,SRN1996,Landed 05:56,Cargo,2024-11-06 23:55:02
Arrivals,05:45,05:46,Leipzig,European Air Transport / DHL,QY4904,Landed 05:43,Cargo,2024-11-06 23:55:02
Arrivals,05:55,05:54,Cologne Bonn,European Air Transport / DHL,QY4906,Landed 05:51,Cargo,2024-11-06 23:55:02
Arrivals,06:40,06:39,Istanbul,Turkish Airlines,TK6080,Landed 06:37,Cargo,2024-11-06 23:55:02
Arrivals,07:05,06:26,Hurghada,Air Cairo,SM2910,Landed 06:24,,2024-11-06 23:55:02
Arrivals,07:55,07:38,Antalya,SunExpress,XQ110,Landed 07:35,,2024-11-06 23:55:02
Arrivals,08:00,07:41,Iasi,Wizz Air,W43639,Landed 07:38,,2024-11-06 23:55:02
Arrivals,08:15,07:46,Belgrade,Wizz Air,W64051,Landed 07:42,,2024-11-06 23:55:02
Arrivals,08:55,09:12,Munich,Lufthansa,LH2394,Landed 09:09,,2024-11-06 23:55:02
Arrivals,09:15,09:03,Barcelona,easyJet,EC7101,Landed 09:02,,2024-11-06 23:55:02
Arrivals,09:30,09:17,Vienna,Austrian Airlines,OS471,Landed 09:14,,2024-11-06 23:55:02
Arrivals,09:35,09:29,Porto,easyJet,EC7731,Landed 09:27,,2024-11-06 23:55:02
Arrivals,09:35,09:32,Paris Charles De Gaulle,Air France,AF1192,Landed 09:30,,2024-11-06 23:55:02
Arrivals,09:45,10:51,Lisbon,easyJet,EC7677,Landed 10:48,,2024-11-06 23:55:02
Arrivals,09:50,09:22,Skopje,Wizz Air,W64793,Landed 09:20,,2024-11-06 23:55:02
Arrivals,10:15,10:06,Casablanca,Air Arabia Maroc,3O265,Landed 10:02,,2024-11-06 23:55:02
Arrivals,10:30,10:41,Frankfurt,Lufthansa,LH1202,Landed 10:37,,2024-11-06 23:55:02
Arrivals,10:40,10:38,Amsterdam,KLM,KL1943,Landed 10:35,,2024-11-06 23:55:02
Arrivals,11:00,10:36,London Gatwick,easyJet,DS8476,Landed 10:33,,2024-11-06 23:55:02
Arrivals,11:25,11:17,Copenhagen,easyJet,DS1290,Landed 11:14,,2024-11-06 23:55:02
Arrivals,11:35,11:19,Budapest,easyJet,DS1212,Landed 11:16,,2024-11-06 23:55:02
Arrivals,11:55,12:01,Istanbul Sabiha Gökcen,Pegasus Airlines,PC939,Landed 11:57,,2024-11-06 23:55:02
Arrivals,11:55,11:47,Thessaloniki,easyJet,DS1142,Landed 11:44,,2024-11-06 23:55:02
Arrivals,12:10,12:08,Dubai,Flydubai,FZ1425,Landed 12:06,,2024-11-06 23:55:02
Arrivals,12:20,12:19,Faro,easyJet,DS1278,Landed 12:17,,2024-11-06 23:55:02
Arrivals,12:25,12:32,Munich,Lufthansa,LH2396,Landed 12:28,,2024-11-06 23:55:02
Arrivals,12:40,12:46,Barcelona,Vueling,VY6278,Landed 12:43,,2024-11-06 23:55:02
Arrivals,13:00,13:04,Pristina,GP Aviation,IV800,Landed 13:00,,2024-11-06 23:55:02
Arrivals,13:00,12:44,Pristina,easyJet,DS1204,Landed 12:40,,2024-11-06 23:55:02
Arrivals,13:20,13:24,Frankfurt,Lufthansa,LH1204,Landed 13:20,,2024-11-06 23:55:02
Arrivals,13:20,13:07,Athens,easyJet,DS1146,Landed 13:03,,2024-11-06 23:55:02
Arrivals,13:25,13:24,Luxor,- Private -,FSE1,Landed 13:17,Cargo,2024-11-06 23:55:02
Arrivals,13:25,13:14,Izmir,SunExpress,XQ912,Landed 13:10,,2024-11-06 23:55:02
Arrivals,13:40,13:28,Budapest,Wizz Air,W62269,Landed 13:24,,2024-11-06 23:55:02
Arrivals,13:40,17:48,Algiers,Air Algérie,AH1172,Landed 17:43,,2024-11-06 23:55:02
Arrivals,14:05,14:04,Paris Charles De Gaulle,Air France,AF1292,Landed 14:01,,2024-11-06 23:55:02
Arrivals,14:35,14:22,Marrakech,easyJet,DS1254,Landed 14:19,,2024-11-06 23:55:02
Arrivals,14:40,15:36,Tuzla,Wizz Air,W64293,Landed 15:32,,2024-11-06 23:55:02
Arrivals,14:55,14:55,Larnaca,easyJet,DS1262,Landed 14:53,,2024-11-06 23:55:02
Arrivals,15:00,15:06,London Heathrow,British Airways,BA754,Landed 15:02,,2024-11-06 23:55:02
Arrivals,15:10,15:09,Skopje,Wizz Air,W64731,Landed 15:05,,2024-11-06 23:55:02
Arrivals,15:30,15:58,Istanbul Sabiha Gökcen,Pegasus Airlines,PC941,Landed 15:53,,2024-11-06 23:55:02
Arrivals,15:35,15:11,Sofia,Wizz Air,W64323,Landed 15:09,,2024-11-06 23:55:02
Arrivals,15:55,15:42,Bucharest,Wizz Air,W43089,Landed 15:38,,2024-11-06 23:55:02
Arrivals,16:30,16:01,Ajaccio,easyJet,DS1064,Landed 15:55,,2024-11-06 23:55:02
Arrivals,16:30,16:09,Tirana,Wizz Air,W45123,Landed 16:05,,2024-11-06 23:55:02
Arrivals,16:40,16:33,Krakow,easyJet,DS1284,Landed 16:29,,2024-11-06 23:55:02
Arrivals,16:45,16:56,Chambery,Pan Européenne Air Service,PEA501,Landed 16:53,Cargo,2024-11-06 23:55:02
Arrivals,17:05,16:44,Venice,easyJet,EC4083,Landed 16:41,,2024-11-06 23:55:02
Arrivals,17:05,16:49,Alicante,easyJet,DS1012,Landed 16:46,,2024-11-06 23:55:02
Arrivals,17:10,16:47,Istanbul,Turkish Airlines,TK1925,Landed 16:44,,2024-11-06 23:55:02
