Type,LocalAirport,ForeignAirport,Airline,PlannedDate,ActualDate,Delay
Arrivals,Basel,Venice,Netjets,2024-11-07 13:52:00,2024-11-07 13:47:00,-5.0
Arrivals,Basel,Paris Charles De Gaulle,Air France,2024-11-07 14:26:00,2024-11-07 14:23:00,-3.0
Arrivals,Basel,Rome,easyJet,2024-11-07 14:44:00,2024-11-07 14:39:00,-5.0
Arrivals,Basel,Belgrade,Swiftair,2024-11-07 15:31:00,2024-11-07 15:26:00,-5.0
Arrivals,Basel,London Heathrow,British Airways,2024-11-07 14:54:00,2024-11-07 14:51:00,-3.0
Arrivals,Basel,Warsaw,Wizz Air,2024-11-07 14:48:00,2024-11-07 14:43:00,-5.0
Arrivals,Basel,Budapest,Wizz Air,2024-11-07 15:38:00,2024-11-07 15:34:00,-4.0
Arrivals,Basel,Palermo,easyJet,2024-11-07 15:42:00,2024-11-07 15:38:00,-4.0
Arrivals,Basel,Istanbul Sabiha G̦kcen,Pegasus Airlines,2024-11-07 15:34:00,2024-11-07 15:31:00,-3.0
Arrivals,Basel,Lisbon,easyJet,2024-11-07 16:18:00,2024-11-07 16:15:00,-3.0
Arrivals,Basel,Lanzarote,easyJet,2024-11-07 16:11:00,2024-11-07 16:06:00,-5.0
Arrivals,Basel,Alicante,easyJet,2024-11-07 16:06:00,2024-11-07 16:02:00,-4.0
Arrivals,Basel,Toulouse,easyJet,2024-11-07 16:16:00,2024-11-07 16:11:00,-5.0
Arrivals,Basel,Munich,Lufthansa,2024-11-07 16:31:00,2024-11-07 16:27:00,-4.0
Arrivals,Basel,Cluj,Wizz Air,2024-11-07 15:51:00,2024-11-07 15:50:00,-1.0
Arrivals,Basel,Istanbul,Turkish Airlines,2024-11-07 17:21:00,2024-11-07 17:17:00,-4.0
Arrivals,Basel,Amsterdam,KLM,2024-11-07 17:31:00,2024-11-07 17:26:00,-5.0
Arrivals,Basel,Frankfurt,Lufthansa,2024-11-07 18:03:00,2024-11-07 18:00:00,-3.0
Arrivals,Basel,Brindisi,easyJet,2024-11-07 18:21:00,2024-11-07 18:17:00,-4.0
Arrivals,Basel,Malaga,easyJet,2024-11-07 18:26:00,2024-11-07 18:22:00,-4.0
Arrivals,Basel,London Heathrow,British Airways,2024-11-07 18:44:00,2024-11-07 18:39:00,-5.0
Arrivals,Basel,Copenhagen,easyJet,2024-11-07 18:39:00,2024-11-07 18:32:00,-7.0
Arrivals,Basel,Oran,ASL Airlines France,2024-11-07 19:31:00,2024-11-07 19:30:00,-1.0
Arrivals,Basel,Pristina,GP Aviation,2024-11-07 19:28:00,2024-11-07 19:26:00,-2.0
Arrivals,Basel,Vienna,Austrian Airlines,2024-11-07 19:38:00,2024-11-07 19:36:00,-2.0
Arrivals,Basel,London Gatwick,easyJet,2024-11-07 20:21:00,2024-11-07 20:19:00,-2.0
Arrivals,Basel,Barcelona,easyJet,2024-11-07 20:14:00,2024-11-07 20:12:00,-2.0
Arrivals,Basel,Manchester,easyJet,2024-11-07 20:57:00,2024-11-07 20:54:00,-3.0
Arrivals,Basel,Fuerteventura,easyJet,2024-11-07 20:41:00,2024-11-07 20:40:00,-1.0
Arrivals,Basel,Porto,easyJet,2024-11-07 21:08:00,2024-11-07 21:05:00,-3.0
Arrivals,Basel,Cologne Bonn,FedEx,2024-11-07 21:03:00,2024-11-07 21:00:00,-3.0
Arrivals,Basel,Geneva,FedEx,2024-11-07 21:47:00,2024-11-07 21:43:00,-4.0
Arrivals,Basel,London Heathrow,British Airways,2024-11-07 22:02:00,2024-11-07 21:57:00,-5.0
Arrivals,Basel,Amsterdam,KLM,2024-11-07 22:18:00,2024-11-07 22:16:00,-2.0
Arrivals,Basel,Frankfurt,Lufthansa,2024-11-07 22:09:00,2024-11-07 22:07:00,-2.0
Arrivals,Basel,Malta,easyJet,2024-11-07 22:24:00,2024-11-07 22:21:00,-3.0
Arrivals,Basel,Pristina,Chair Airlines,2024-11-07 22:31:00,2024-11-07 22:27:00,-4.0
Arrivals,Basel,Berlin,easyJet,2024-11-07 22:29:00,2024-11-07 22:24:00,-5.0
Arrivals,Basel,Madrid,easyJet,2024-11-07 22:51:00,2024-11-07 22:46:00,-5.0
Arrivals,Basel,Hamburg,easyJet,2024-11-07 22:33:00,2024-11-07 22:30:00,-3.0
Arrivals,Basel,Gran Canaria,easyJet,2024-11-07 22:46:00,2024-11-07 22:43:00,-3.0
Arrivals,Basel,Budapest,easyJet,2024-11-07 22:44:00,2024-11-07 22:40:00,-4.0
Arrivals,Basel,Agadir,easyJet,2024-11-07 23:23:00,2024-11-07 23:22:00,-1.0
Arrivals,Basel,Tenerife,easyJet,2024-11-07 23:01:00,2024-11-07 22:56:00,-5.0
Arrivals,Basel,Marrakech,easyJet,2024-11-07 22:56:00,2024-11-07 22:52:00,-4.0
Arrivals,Basel,Paris Charles De Gaulle,FedEx,2024-11-06 05:24:00,2024-11-06 05:22:00,-2.0
Arrivals,Basel,Liege,FedEx,2024-11-06 05:16:00,2024-11-06 05:13:00,-3.0
Arrivals,Basel,Brussels,European Air Transport / DHL,2024-11-06 05:19:00,2024-11-06 05:17:00,-2.0
Arrivals,Basel,Cologne Bonn,Sprintair,2024-11-06 05:12:00,2024-11-06 05:09:00,-3.0
Arrivals,Basel,Cologne Bonn,Sprintair,2024-11-06 05:59:00,2024-11-06 05:56:00,-3.0
Arrivals,Basel,Leipzig,European Air Transport / DHL,2024-11-06 05:46:00,2024-11-06 05:43:00,-3.0
Arrivals,Basel,Cologne Bonn,European Air Transport / DHL,2024-11-06 05:54:00,2024-11-06 05:51:00,-3.0
Arrivals,Basel,Istanbul,Turkish Airlines,2024-11-06 06:39:00,2024-11-06 06:37:00,-2.0
Arrivals,Basel,Hurghada,Air Cairo,2024-11-06 06:26:00,2024-11-06 06:24:00,-2.0
Arrivals,Basel,Antalya,SunExpress,2024-11-06 07:38:00,2024-11-06 07:35:00,-3.0
Arrivals,Basel,Iasi,Wizz Air,2024-11-06 07:41:00,2024-11-06 07:38:00,-3.0
Arrivals,Basel,Belgrade,Wizz Air,2024-11-06 07:46:00,2024-11-06 07:42:00,-4.0
Arrivals,Basel,Munich,Lufthansa,2024-11-06 09:12:00,2024-11-06 09:09:00,-3.0
Arrivals,Basel,Barcelona,easyJet,2024-11-06 09:03:00,2024-11-06 09:02:00,-1.0
Arrivals,Basel,Vienna,Austrian Airlines,2024-11-06 09:17:00,2024-11-06 09:14:00,-3.0
Arrivals,Basel,Porto,easyJet,2024-11-06 09:29:00,2024-11-06 09:27:00,-2.0
Arrivals,Basel,Paris Charles De Gaulle,Air France,2024-11-06 09:32:00,2024-11-06 09:30:00,-2.0
Arrivals,Basel,Lisbon,easyJet,2024-11-06 10:51:00,2024-11-06 10:48:00,-3.0
Arrivals,Basel,Skopje,Wizz Air,2024-11-06 09:22:00,2024-11-06 09:20:00,-2.0
Arrivals,Basel,Casablanca,Air Arabia Maroc,2024-11-06 10:06:00,2024-11-06 10:02:00,-4.0
Arrivals,Basel,Frankfurt,Lufthansa,2024-11-06 10:41:00,2024-11-06 10:37:00,-4.0
Arrivals,Basel,Amsterdam,KLM,2024-11-06 10:38:00,2024-11-06 10:35:00,-3.0
Arrivals,Basel,London Gatwick,easyJet,2024-11-06 10:36:00,2024-11-06 10:33:00,-3.0
Arrivals,Basel,Copenhagen,easyJet,2024-11-06 11:17:00,2024-11-06 11:14:00,-3.0
Arrivals,Basel,Budapest,easyJet,2024-11-06 11:19:00,2024-11-06 11:16:00,-3.0
Arrivals,Basel,Istanbul Sabiha G̦kcen,Pegasus Airlines,2024-11-06 12:01:00,2024-11-06 11:57:00,-4.0
Arrivals,Basel,Thessaloniki,easyJet,2024-11-06 11:47:00,2024-11-06 11:44:00,-3.0
Arrivals,Basel,Dubai,Flydubai,2024-11-06 12:08:00,2024-11-06 12:06:00,-2.0
Arrivals,Basel,Faro,easyJet,2024-11-06 12:19:00,2024-11-06 12:17:00,-2.0
Arrivals,Basel,Munich,Lufthansa,2024-11-06 12:32:00,2024-11-06 12:28:00,-4.0
Arrivals,Basel,Barcelona,Vueling,2024-11-06 12:46:00,2024-11-06 12:43:00,-3.0
Arrivals,Basel,Pristina,GP Aviation,2024-11-06 13:04:00,2024-11-06 13:00:00,-4.0
Arrivals,Basel,Pristina,easyJet,2024-11-06 12:44:00,2024-11-06 12:40:00,-4.0
Arrivals,Basel,Frankfurt,Lufthansa,2024-11-06 13:24:00,2024-11-06 13:20:00,-4.0
Arrivals,Basel,Athens,easyJet,2024-11-06 13:07:00,2024-11-06 13:03:00,-4.0
Arrivals,Basel,Luxor,- Private -,2024-11-06 13:24:00,2024-11-06 13:17:00,-7.0
Arrivals,Basel,Izmir,SunExpress,2024-11-06 13:14:00,2024-11-06 13:10:00,-4.0
Arrivals,Basel,Budapest,Wizz Air,2024-11-06 13:28:00,2024-11-06 13:24:00,-4.0
Arrivals,Basel,Algiers,Air Alg̩rie,2024-11-06 17:48:00,2024-11-06 17:43:00,-5.0
Arrivals,Basel,Paris Charles De Gaulle,Air France,2024-11-06 14:04:00,2024-11-06 14:01:00,-3.0
Arrivals,Basel,Marrakech,easyJet,2024-11-06 14:22:00,2024-11-06 14:19:00,-3.0
Arrivals,Basel,Tuzla,Wizz Air,2024-11-06 15:36:00,2024-11-06 15:32:00,-4.0
Arrivals,Basel,Larnaca,easyJet,2024-11-06 14:55:00,2024-11-06 14:53:00,-2.0
Arrivals,Basel,London Heathrow,British Airways,2024-11-06 15:06:00,2024-11-06 15:02:00,-4.0
Arrivals,Basel,Skopje,Wizz Air,2024-11-06 15:09:00,2024-11-06 15:05:00,-4.0
Arrivals,Basel,Istanbul Sabiha G̦kcen,Pegasus Airlines,2024-11-06 15:58:00,2024-11-06 15:53:00,-5.0
Arrivals,Basel,Sofia,Wizz Air,2024-11-06 15:11:00,2024-11-06 15:09:00,-2.0
Arrivals,Basel,Bucharest,Wizz Air,2024-11-06 15:42:00,2024-11-06 15:38:00,-4.0
Arrivals,Basel,Ajaccio,easyJet,2024-11-06 16:01:00,2024-11-06 15:55:00,-6.0
Arrivals,Basel,Tirana,Wizz Air,2024-11-06 16:09:00,2024-11-06 16:05:00,-4.0
Arrivals,Basel,Krakow,easyJet,2024-11-06 16:33:00,2024-11-06 16:29:00,-4.0
Arrivals,Basel,Chambery,Pan Europ̩enne Air Service,2024-11-06 16:56:00,2024-11-06 16:53:00,-3.0
Arrivals,Basel,Venice,easyJet,2024-11-06 16:44:00,2024-11-06 16:41:00,-3.0
Arrivals,Basel,Alicante,easyJet,2024-11-06 16:49:00,2024-11-06 16:46:00,-3.0
Arrivals,Basel,Istanbul,Turkish Airlines,2024-11-06 16:47:00,2024-11-06 16:44:00,-3.0
Arrivals,Basel,Hurghada,easyJet,2024-11-06 17:09:00,2024-11-06 17:07:00,-2.0
Arrivals,Basel,Prague,easyJet,2024-11-06 17:21:00,2024-11-06 17:17:00,-4.0
Arrivals,Basel,Amsterdam,KLM,2024-11-06 17:24:00,2024-11-06 17:20:00,-4.0
Arrivals,Basel,Laval Entrammes,Jetfly Aviation,2024-11-06 17:26:00,2024-11-06 17:25:00,-1.0
Arrivals,Basel,Algiers,ASL Airlines France,2024-11-06 17:46:00,2024-11-06 17:40:00,-6.0
Arrivals,Basel,Budapest,Qatar Airways,2024-11-06 17:16:00,2024-11-06 17:12:00,-4.0
Arrivals,Basel,London Stansted,Ryanair,2024-11-06 18:01:00,2024-11-06 18:00:00,-1.0
Arrivals,Basel,Pristina,easyJet,2024-11-06 17:57:00,2024-11-06 17:53:00,-4.0
Arrivals,Basel,Frankfurt,Lufthansa,2024-11-06 18:11:00,2024-11-06 18:08:00,-3.0
Arrivals,Basel,Palma,easyJet,2024-11-06 18:08:00,2024-11-06 18:02:00,-6.0
Arrivals,Basel,London Heathrow,British Airways,2024-11-06 18:31:00,2024-11-06 18:25:00,-6.0
Arrivals,Basel,Enfidha,easyJet,2024-11-06 18:09:00,2024-11-06 18:05:00,-4.0
Arrivals,Basel,Nice,easyJet,2024-11-06 18:27:00,2024-11-06 18:23:00,-4.0
Arrivals,Basel,Munich,Lufthansa,2024-11-06 19:14:00,2024-11-06 19:10:00,-4.0
Arrivals,Basel,Pristina,GP Aviation,2024-11-06 19:22:00,2024-11-06 19:19:00,-3.0
Arrivals,Basel,Vienna,Austrian Airlines,2024-11-06 19:33:00,2024-11-06 19:28:00,-5.0
Arrivals,Basel,London Stansted,Netjets,2024-11-06 20:02:00,2024-11-06 19:59:00,-3.0
Arrivals,Basel,Nis,Wizz Air,2024-11-06 20:17:00,2024-11-06 20:14:00,-3.0
Arrivals,Basel,London Gatwick,easyJet,2024-11-06 20:27:00,2024-11-06 20:23:00,-4.0
Arrivals,Basel,Barcelona,easyJet,2024-11-06 20:21:00,2024-11-06 20:18:00,-3.0
Arrivals,Basel,Frankfurt,Lufthansa,2024-11-06 21:26:00,2024-11-06 21:23:00,-3.0
Arrivals,Basel,Geneva,easyJet,2024-11-06 21:24:00,2024-11-06 21:21:00,-3.0
Arrivals,Basel,Tenerife,easyJet,2024-11-06 21:38:00,2024-11-06 21:34:00,-4.0
Arrivals,Basel,Paris Charles De Gaulle,FedEx,2024-11-06 21:36:00,2024-11-06 21:32:00,-4.0
Arrivals,Basel,Geneva,FedEx,2024-11-06 21:41:00,2024-11-06 21:38:00,-3.0
Arrivals,Basel,Amsterdam,KLM,2024-11-06 22:08:00,2024-11-06 22:04:00,-4.0
Arrivals,Basel,Rome,easyJet,2024-11-06 21:46:00,2024-11-06 21:42:00,-4.0
Arrivals,Basel,London Heathrow,British Airways,2024-11-06 22:17:00,2024-11-06 22:14:00,-3.0
Arrivals,Basel,Pristina,Chair Airlines,2024-11-06 22:01:00,2024-11-06 21:58:00,-3.0
Arrivals,Basel,Malaga,easyJet,2024-11-06 22:41:00,2024-11-06 22:37:00,-4.0
Arrivals,Basel,Berlin,easyJet,2024-11-06 22:27:00,2024-11-06 22:24:00,-3.0
Arrivals,Basel,Amsterdam,easyJet,2024-11-06 22:38:00,2024-11-06 22:35:00,-3.0
Arrivals,Basel,Budapest,easyJet,2024-11-06 22:24:00,2024-11-06 22:21:00,-3.0
Arrivals,Basel,Porto,easyJet,2024-11-06 22:32:00,2024-11-06 22:29:00,-3.0
Arrivals,Basel,Mahon,easyJet,2024-11-06 22:23:00,2024-11-06 22:19:00,-4.0
Arrivals,Basel,Hamburg,easyJet,2024-11-06 22:34:00,2024-11-06 22:32:00,-2.0
Arrivals,Basel,Paris Charles De Gaulle,FedEx,2024-11-12 05:44:00,2024-11-12 05:41:00,-3.0
Arrivals,Basel,Liege,FedEx,2024-11-12 05:19:00,2024-11-12 05:16:00,-3.0
Arrivals,Basel,Brussels,European Air Transport / DHL,2024-11-12 05:11:00,2024-11-12 05:08:00,-3.0
Arrivals,Basel,Cologne Bonn,Sprintair,2024-11-12 05:26:00,2024-11-12 05:22:00,-4.0
Arrivals,Basel,Cologne Bonn,Sprintair,2024-11-12 05:49:00,2024-11-12 05:46:00,-3.0
Arrivals,Basel,Leipzig,European Air Transport / DHL,2024-11-12 05:54:00,2024-11-12 05:52:00,-2.0
Arrivals,Basel,Cologne Bonn,European Air Transport / DHL,2024-11-12 05:59:00,2024-11-12 05:57:00,-2.0
Arrivals,Basel,Munich,Lufthansa,2024-11-12 08:44:00,2024-11-12 08:42:00,-2.0
Arrivals,Basel,Skopje,Wizz Air,2024-11-12 09:08:00,2024-11-12 09:04:00,-4.0
Arrivals,Basel,Vienna,Austrian Airlines,2024-11-12 09:14:00,2024-11-12 09:12:00,-2.0
Arrivals,Basel,Paris Charles De Gaulle,Air France,2024-11-12 09:32:00,2024-11-12 09:29:00,-3.0
Arrivals,Basel,Lisbon,easyJet,2024-11-12 09:48:00,2024-11-12 09:45:00,-3.0
Arrivals,Basel,Berlin,easyJet,2024-11-12 09:43:00,2024-11-12 09:40:00,-3.0
Arrivals,Basel,Istanbul,Turkish Airlines,2024-11-12 09:38:00,2024-11-12 09:35:00,-3.0
Arrivals,Basel,Constantine,Air Alg̩rie,2024-11-12 10:34:00,2024-11-12 10:31:00,-3.0
Arrivals,Basel,Tunis,Nouvelair,2024-11-12 10:28:00,2024-11-12 10:25:00,-3.0
Arrivals,Basel,London Heathrow,British Airways,2024-11-12 10:03:00,2024-11-12 10:01:00,-2.0
Arrivals,Basel,Rabat Sale,Air Arabia Maroc,2024-11-12 09:53:00,2024-11-12 09:50:00,-3.0
Arrivals,Basel,Frankfurt,Lufthansa,2024-11-12 10:31:00,2024-11-12 10:28:00,-3.0
Arrivals,Basel,Porto,easyJet,2024-11-12 10:16:00,2024-11-12 10:11:00,-5.0
Arrivals,Basel,Amsterdam,KLM,2024-11-12 10:44:00,2024-11-12 10:40:00,-4.0
Arrivals,Basel,Madrid,easyJet,2024-11-12 11:36:00,2024-11-12 11:32:00,-4.0
Arrivals,Basel,Istanbul Sabiha G̦kcen,Pegasus Airlines,2024-11-12 11:29:00,2024-11-12 11:27:00,-2.0
Arrivals,Basel,Budapest,easyJet,2024-11-12 11:24:00,2024-11-12 11:21:00,-3.0
Arrivals,Basel,Rome,easyJet,2024-11-12 11:46:00,2024-11-12 11:42:00,-4.0
Arrivals,Basel,Kayseri,SunExpress,2024-11-12 11:39:00,2024-11-12 11:35:00,-4.0
Arrivals,Basel,Budapest,Wizz Air,2024-11-12 11:33:00,2024-11-12 11:30:00,-3.0
Arrivals,Basel,Pristina,easyJet,2024-11-12 11:49:00,2024-11-12 11:46:00,-3.0
Arrivals,Basel,Santiago,easyJet,2024-11-12 12:31:00,2024-11-12 12:28:00,-3.0
Arrivals,Basel,Antalya,SunExpress,2024-11-12 12:38:00,2024-11-12 12:34:00,-4.0
Arrivals,Basel,Paris Charles De Gaulle,Air France,2024-11-12 14:03:00,2024-11-12 14:00:00,-3.0
Arrivals,Basel,Marrakech,easyJet,2024-11-12 14:07:00,2024-11-12 14:03:00,-4.0
Arrivals,Basel,Antalya,easyJet,2024-11-12 14:23:00,2024-11-12 14:20:00,-3.0
Arrivals,Basel,Warsaw,Wizz Air,2024-11-12 14:43:00,2024-11-12 14:41:00,-2.0
Arrivals,Basel,Cluj,Wizz Air,2024-11-12 14:44:00,2024-11-12 14:44:00,0.0
Arrivals,Basel,Pristina,Zimex Aviation,2024-11-12 15:46:00,2024-11-12 15:44:00,-2.0
Arrivals,Basel,Istanbul Sabiha G̦kcen,Pegasus Airlines,2024-11-12 15:11:00,2024-11-12 15:09:00,-2.0
Arrivals,Basel,Strasbourg,Netjets,2024-11-12 15:42:00,2024-11-12 15:34:00,-8.0
Arrivals,Basel,Agadir,easyJet,2024-11-12 15:59:00,2024-11-12 15:58:00,-1.0
Arrivals,Basel,Munich,Lufthansa,2024-11-12 16:31:00,2024-11-12 16:28:00,-3.0
Arrivals,Basel,Zurich,Netjets,2024-11-12 16:48:00,2024-11-12 16:46:00,-2.0
Arrivals,Basel,Lanzarote,easyJet,2024-11-12 16:21:00,2024-11-12 16:21:00,0.0
Arrivals,Basel,London Stansted,Ryanair,2024-11-12 17:23:00,2024-11-12 17:19:00,-4.0
Arrivals,Basel,Amsterdam,KLM,2024-11-12 17:38:00,2024-11-12 17:35:00,-3.0
Arrivals,Basel,London Heathrow,British Airways,2024-11-12 18:14:00,2024-11-12 18:11:00,-3.0
Arrivals,Basel,Frankfurt,Lufthansa,2024-11-12 18:08:00,2024-11-12 18:04:00,-4.0
Arrivals,Basel,Malaga,easyJet,2024-11-12 18:42:00,2024-11-12 18:39:00,-3.0
Arrivals,Basel,Stockholm,Unknown,2024-11-12 18:06:00,2024-11-12 18:00:00,-6.0
Arrivals,Basel,Amsterdam,easyJet,2024-11-12 18:36:00,2024-11-12 18:33:00,-3.0
Arrivals,Basel,Munich,Lufthansa,2024-11-12 19:31:00,2024-11-12 19:28:00,-3.0
Arrivals,Basel,Pristina,GP Aviation,2024-11-12 19:34:00,2024-11-12 19:31:00,-3.0
Arrivals,Basel,Vienna,Austrian Airlines,2024-11-12 19:37:00,2024-11-12 19:33:00,-4.0
Arrivals,Basel,London Gatwick,easyJet,2024-11-12 20:34:00,2024-11-12 20:31:00,-3.0
Arrivals,Basel,Barcelona,easyJet,2024-11-12 20:29:00,2024-11-12 20:25:00,-4.0
Arrivals,Basel,Fuerteventura,easyJet,2024-11-12 20:52:00,2024-11-12 20:50:00,-2.0
Arrivals,Basel,Belgrade,Fleet Air,2024-11-12 20:32:00,2024-11-12 20:29:00,-3.0
Arrivals,Basel,Frankfurt,Lufthansa,2024-11-12 21:09:00,2024-11-12 21:05:00,-4.0
Arrivals,Basel,Northolt,Netjets,2024-11-12 21:28:00,2024-11-12 21:26:00,-2.0
Arrivals,Basel,London Heathrow,British Airways,2024-11-12 21:52:00,2024-11-12 21:49:00,-3.0
Arrivals,Basel,Paris Charles De Gaulle,FedEx,2024-11-12 21:41:00,2024-11-12 21:37:00,-4.0
Arrivals,Basel,Geneva,FedEx,2024-11-12 21:44:00,2024-11-12 21:41:00,-3.0
Arrivals,Basel,Amsterdam,KLM,2024-11-12 22:02:00,2024-11-12 21:57:00,-5.0
Arrivals,Basel,Tenerife,easyJet,2024-11-12 21:59:00,2024-11-12 21:55:00,-4.0
Arrivals,Basel,Pristina,Chair Airlines,2024-11-12 22:33:00,2024-11-12 22:29:00,-4.0
Arrivals,Basel,Berlin,easyJet,2024-11-12 22:48:00,2024-11-12 22:45:00,-3.0
Arrivals,Basel,Gran Canaria,easyJet,2024-11-12 22:41:00,2024-11-12 22:37:00,-4.0
Arrivals,Basel,Hamburg,easyJet,2024-11-12 22:36:00,2024-11-12 22:32:00,-4.0
Arrivals,Basel,Brindisi,easyJet,2024-11-12 22:51:00,2024-11-12 22:48:00,-3.0
Arrivals,Basel,Marrakech,easyJet,2024-11-12 22:44:00,2024-11-12 22:41:00,-3.0
Arrivals,Basel,Leipzig,European Air Transport / DHL,2024-11-04 05:03:00,2024-11-04 05:00:00,-3.0
Arrivals,Basel,Milan,European Air Transport / DHL,2024-11-04 05:27:00,2024-11-04 05:25:00,-2.0
Arrivals,Basel,Cologne Bonn,Sprintair,2024-11-04 05:49:00,2024-11-04 05:47:00,-2.0
Arrivals,Basel,Antalya,SunExpress,2024-11-04 07:22:00,2024-11-04 07:18:00,-4.0
Arrivals,Basel,Belgrade,Wizz Air,2024-11-04 07:52:00,2024-11-04 07:47:00,-5.0
Arrivals,Basel,Munich,Lufthansa,2024-11-04 08:58:00,2024-11-04 08:55:00,-3.0
Arrivals,Basel,Sofia,Wizz Air,2024-11-04 08:36:00,2024-11-04 08:32:00,-4.0
Arrivals,Basel,Nice,easyJet,2024-11-04 09:02:00,2024-11-04 08:57:00,-5.0
Arrivals,Basel,Skopje,Wizz Air,2024-11-04 08:53:00,2024-11-04 08:50:00,-3.0
Arrivals,Basel,Porto,easyJet,2024-11-04 09:42:00,2024-11-04 09:37:00,-5.0
Arrivals,Basel,Vienna,Austrian Airlines,2024-11-04 09:38:00,2024-11-04 09:35:00,-3.0
Arrivals,Basel,Paris Charles De Gaulle,Air France,2024-11-04 09:28:00,2024-11-04 09:25:00,-3.0
Arrivals,Basel,Berlin,easyJet,2024-11-04 09:13:00,2024-11-04 09:09:00,-4.0
Arrivals,Basel,Salzburg,Airlink,2024-11-04 09:53:00,2024-11-04 09:49:00,-4.0
Arrivals,Basel,Hamburg,easyJet,2024-11-04 09:31:00,2024-11-04 09:28:00,-3.0
Arrivals,Basel,Nantes,easyJet,2024-11-04 10:16:00,2024-11-04 10:12:00,-4.0
Arrivals,Basel,London Heathrow,British Airways,2024-11-04 11:21:00,2024-11-04 11:18:00,-3.0
