Type,Time,Expected,Origin/Destination,Airline,Flight Number,Status,Note,Date Scraped
Arrivals,05:15,05:28,Paris Charles De Gaulle,FedEx,FX6257,Landed 05:26,Cargo,2024-11-05 23:55:04
Arrivals,05:15,05:17,Liege,FedEx,FX4862,Landed 05:13,Cargo,2024-11-05 23:55:04
Arrivals,05:15,05:21,Brussels,European Air Transport / DHL,QY4908,Landed 05:16,Cargo,2024-11-05 23:55:04
Arrivals,05:20,05:08,Cologne Bonn,Sprintair,SRN6262,Landed 05:04,Cargo,2024-11-05 23:55:04
Arrivals,05:40,05:38,Cologne Bonn,Sprintair,SRN1996,Landed 05:34,Cargo,2024-11-05 23:55:04
Arrivals,05:45,05:53,Leipzig,European Air Transport / DHL,QY4904,Landed 05:49,Cargo,2024-11-05 23:55:04
Arrivals,05:55,06:11,Cologne Bonn,European Air Transport / DHL,QY4906,Landed 06:07,Cargo,2024-11-05 23:55:04
Arrivals,08:55,09:42,Munich,Lufthansa,LH2394,Landed 09:39,,2024-11-05 23:55:04
Arrivals,09:05,08:43,Skopje,Wizz Air,W64731,Landed 08:39,,2024-11-05 23:55:04
Arrivals,09:15,09:07,Barcelona,easyJet,EC7101,Landed 09:02,,2024-11-05 23:55:04
Arrivals,09:30,09:21,Vienna,Austrian Airlines,OS471,Landed 09:16,,2024-11-05 23:55:04
Arrivals,09:35,09:48,Paris Charles De Gaulle,Air France,AF1192,Landed 09:44,,2024-11-05 23:55:04
Arrivals,09:45,09:32,Lisbon,easyJet,EC7677,Landed 09:29,,2024-11-05 23:55:04
Arrivals,09:50,09:34,Berlin,easyJet,DS1186,Landed 09:31,,2024-11-05 23:55:04
Arrivals,10:05,09:44,Istanbul,Turkish Airlines,TK1923,Landed 09:41,,2024-11-05 23:55:04
Arrivals,10:05,11:13,Constantine,Air Algérie,AH1170,Landed 11:10,,2024-11-05 23:55:04
Arrivals,10:10,10:04,Djerba,Nouvelair,BJ166,Landed 10:01,,2024-11-05 23:55:04
Arrivals,10:20,14:52,Rabat Sale,Air Arabia Maroc,3O263,Landed 14:49,,2024-11-05 23:55:04
Arrivals,10:25,10:22,Frankfurt,Lufthansa,LH1202,Landed 10:18,,2024-11-05 23:55:04
Arrivals,10:30,10:06,Venice,easyJet,DS9983,Landed 10:03,,2024-11-05 23:55:04
Arrivals,10:30,10:09,Porto,easyJet,EC7731,Landed 10:05,,2024-11-05 23:55:04
Arrivals,10:40,10:38,Amsterdam,KLM,KL1943,Landed 10:34,,2024-11-05 23:55:04
Arrivals,10:55,10:54,London Gatwick,easyJet,DS8476,Landed 10:52,,2024-11-05 23:55:04
Arrivals,11:00,10:51,Pristina,Chair Airlines,GM1613,Landed 10:46,,2024-11-05 23:55:04
Arrivals,11:05,10:53,Manchester,easyJet,U22181,Landed 10:49,,2024-11-05 23:55:04
Arrivals,11:30,11:22,Madrid,easyJet,DS1016,Landed 11:18,,2024-11-05 23:55:04
Arrivals,11:35,11:26,Istanbul Sabiha Gökcen,Pegasus Airlines,PC939,Landed 11:23,,2024-11-05 23:55:04
Arrivals,11:40,13:21,Budapest,easyJet,DS1212,Landed 13:19,,2024-11-05 23:55:04
Arrivals,11:45,13:24,Rome,easyJet,DS1124,Landed 13:21,,2024-11-05 23:55:04
Arrivals,11:45,12:29,Kayseri,SunExpress,XQ728,Landed 12:26,,2024-11-05 23:55:04
Arrivals,12:05,12:21,Budapest,Wizz Air,W62269,Landed 12:18,,2024-11-05 23:55:04
Arrivals,12:15,12:26,Pristina,easyJet,DS1204,Landed 12:23,,2024-11-05 23:55:04
Arrivals,12:30,12:32,Santiago,easyJet,DS1022,Landed 12:28,,2024-11-05 23:55:04
