time,expected,origin,airline,status,scrape_time
15:2515:52,15:52,Naples,EASYJET,Arrived,2024-10-25 16:22:42
15:3515:37,15:37,Belgrade,EASYJET,Arrived,2024-10-25 16:22:42
15:5516:15,16:15,Amsterdam,EASYJET,Arrived,2024-10-25 16:22:42
16:0015:40,15:40,Antalya,SUN EXPRESS,Arrived,2024-10-25 16:22:42
16:0515:42,15:42,Gran Canaria,EASYJET,Arrived,2024-10-25 16:22:42
16:1016:06,16:06,Prague,EASYJET,Arrived,2024-10-25 16:22:42
16:1017:28,17:28,London,EASYJET,,2024-10-25 16:22:42
16:1016:17,16:17,London,BRITISH AIRWAYS,Arrived,2024-10-25 16:22:42
16:1016:01,16:01,Paris,AIR FRANCE,Arrived,2024-10-25 16:22:42
16:1516:03,16:03,Brindisi,EASYJET,Arrived,2024-10-25 16:22:42
16:3016:45,16:45,Algiers,AIR ALGERIE,,2024-10-25 16:22:42
16:3017:07,17:07,Amsterdam,KLM ROYAL DUTCH AIRLINES,,2024-10-25 16:22:42
16:3016:22,16:22,Dublin,AER LINGUS,,2024-10-25 16:22:42
16:30,,Barcelona,EASYJET,Delayed,2024-10-25 16:22:42
16:3516:37,16:37,Luxembourg,LUXAIR,,2024-10-25 16:22:42
16:45,,Munich,AIR DOLOMITI,Delayed,2024-10-25 16:22:42
16:4516:26,16:26,Palma de Mallorca,EASYJET,,2024-10-25 16:22:42
16:5016:47,16:47,Malaga,SWISS,,2024-10-25 16:22:42
16:5016:49,16:49,Stockholm,SWISS,,2024-10-25 16:22:42
16:5516:24,16:24,Casablanca,ROYAL AIR MAROC,,2024-10-25 16:22:42
17:00,,Tunis,TUNISAIR,Delayed,2024-10-25 16:22:42
17:0516:52,16:52,Copenhagen,SWISS,,2024-10-25 16:22:42
17:05,,London,SWISS,Delayed,2024-10-25 16:22:42
17:0517:05,17:05,Manchester,EASYJET,,2024-10-25 16:22:42
17:15,,Frankfurt,AIR DOLOMITI,,2024-10-25 16:22:42
17:2017:12,17:12,Santiago de Compostela,EASYJET,,2024-10-25 16:22:42
17:25,,Copenhagen,EASYJET,Delayed,2024-10-25 16:22:42
17:25,,Alicante,EASYJET,Delayed,2024-10-25 16:22:42
17:25,,Paris,AIR FRANCE,,2024-10-25 16:22:42
17:30,,Lisbon,TAP PORTUGAL,Delayed,2024-10-25 16:22:42
17:30,,Palma de Mallorca,SWISS,,2024-10-25 16:22:42
17:35,,Zurich,SWISS,,2024-10-25 16:22:42
17:35,,Bristol,EASYJET,Delayed,2024-10-25 16:22:42
17:4017:14,17:14,Istanbul,TURKISH AIRLINES,,2024-10-25 16:22:42
17:4517:40,17:40,Porto,SWISS,,2024-10-25 16:22:42
17:5517:48,17:48,Lisbon,SWISS,,2024-10-25 16:22:42
18:00,,Rome,ITA AIRWAYS,,2024-10-25 16:22:42
18:0017:49,17:49,Brindisi,EASYJET,,2024-10-25 16:22:42
18:05,,Hamburg,SWISS,,2024-10-25 16:22:42
18:1018:09,18:09,Helsinki,FINNAIR,,2024-10-25 16:22:42
18:1518:05,18:05,Stockholm,EASYJET,,2024-10-25 16:22:42
18:15,,Ibiza,EASYJET,,2024-10-25 16:22:42
18:20,,Brussels,BRUSSELS AIRLINES,,2024-10-25 16:22:42
18:25,,Lisbon,EASYJET,,2024-10-25 16:22:42
18:30,,Brussels,EASYJET,,2024-10-25 16:22:42
18:40,,Barcelona,EASYJET,,2024-10-25 16:22:42
18:40,,Amsterdam,KLM ROYAL DUTCH AIRLINES,,2024-10-25 16:22:42
18:45,,Frankfurt,LUFTHANSA,,2024-10-25 16:22:42
18:55,,Pristina,EASYJET,,2024-10-25 16:22:42
19:00,,Warsaw,LOT POLISH AIRLINES,,2024-10-25 16:22:42
19:00,,Nice,EASYJET,,2024-10-25 16:22:42
19:00,,Bordeaux,EASYJET,,2024-10-25 16:22:42
19:00,,Zurich,SWISS,,2024-10-25 16:22:42
19:05,,Vienna,AUSTRIAN,,2024-10-25 16:22:42
19:15,,Luxembourg,LUXAIR,,2024-10-25 16:22:42
19:2018:33,18:33,Maurice,AIR MAURITIUS,,2024-10-25 16:22:42
19:2019:12,19:12,Dubai,EMIRATES,,2024-10-25 16:22:42
19:25,,Munich,AIR DOLOMITI,,2024-10-25 16:22:42
19:25,,Prague,EUROWINGS,,2024-10-25 16:22:42
19:30,,Copenhagen,SAS SCANDINAVIAN AIRLINES,,2024-10-25 16:22:42
19:30,,Athens,AEGEAN AIRLINES,,2024-10-25 16:22:42
19:35,,London,EASYJET,Delayed,2024-10-25 16:22:42
19:35,,Barcelona,VUELING,,2024-10-25 16:22:42
19:50,,Paris,AIR FRANCE,,2024-10-25 16:22:42
19:55,,London,SWISS,,2024-10-25 16:22:42
20:00,,Madrid,IBERIA,,2024-10-25 16:22:42
20:00,,Palma de Mallorca,EASYJET,,2024-10-25 16:22:42
20:05,,Düsseldorf,EUROWINGS,,2024-10-25 16:22:42
