time,expected,destination,airline,status,scrape_time
10:3010:20,10:20,Athens,SWISS,Took off,2024-11-09 04:27:24
10:3010:45,10:45,Paris,AIR FRANCE,Took off,2024-11-09 04:27:24
10:45,,Istanbul,TURKISH AIRLINES,Took off,2024-11-09 04:27:24
10:4510:45,10:45,Zurich,SWISS,Took off,2024-11-09 04:27:24
10:50,,Helsinki,FINNAIR,Took off,2024-11-09 04:27:24
10:5510:50,10:50,Frankfurt,AIR DOLOMITI,Took off,2024-11-09 04:27:24
10:55,,Enfidha,EASYJET,Took off,2024-11-09 04:27:24
11:05,,Athens,AEGEAN AIRLINES,Took off,2024-11-09 04:27:24
11:2011:10,11:10,Washington,UNITED AIRLINES,Departed,2024-11-09 04:27:24
11:2511:20,11:20,Oslo,SWISS,Departed,2024-11-09 04:27:24
11:2511:15,11:15,London,EASYJET,Departed,2024-11-09 04:27:24
11:4011:40,11:40,New York,SWISS,Departed,2024-11-09 04:27:24
11:45,,Beirut,MEA MIDDLE EAST AIRLINES,Departed,2024-11-09 04:27:24
11:50,,Amsterdam,KLM ROYAL DUTCH AIRLINES,Boarding,2024-11-09 04:27:24
12:00,,Rome,ITA AIRWAYS,Go to gate,2024-11-09 04:27:24
12:0512:40,12:40,Paris,AIR FRANCE,,2024-11-09 04:27:24
12:15,,Ibiza,EASYJET,,2024-11-09 04:27:24
12:20,,Montreal,AIR CANADA,Go to gate,2024-11-09 04:27:24
12:20,,Beijing,AIR CHINA,Boarding,2024-11-09 04:27:24
12:25,,Menorca,EASYJET,,2024-11-09 04:27:24
12:35,,Madrid,IBERIA,,2024-11-09 04:27:24
12:40,,Lisbon,TAP PORTUGAL,,2024-11-09 04:27:24
12:40,,Stockholm,SWISS,,2024-11-09 04:27:24
12:45,,Nantes,EASYJET,,2024-11-09 04:27:24
12:50,,Porto,EASYJET,,2024-11-09 04:27:24
12:50,,London,SWISS,,2024-11-09 04:27:24
13:10,,Amsterdam,EASYJET,,2024-11-09 04:27:24
13:10,,Munich,AIR DOLOMITI,,2024-11-09 04:27:24
13:15,,Porto,EASYJET,,2024-11-09 04:27:24
13:15,,London,EASYJET,,2024-11-09 04:27:24
