time,expected,origin,airline,status,scrape_time
06:3006:22,06:22,Addis Ababa,ETHIOPIAN AIRLINES,Arrived,2024-10-26 07:26:52
07:3007:30,07:30,Beijing,AIR CHINA,,2024-10-26 07:26:52
07:3006:50,06:50,New York,UNITED AIRLINES,Arrived,2024-10-26 07:26:52
07:4007:15,07:15,Washington,UNITED AIRLINES,Arrived,2024-10-26 07:26:52
07:4507:30,07:30,Sofia,WIZZ AIR,,2024-10-26 07:26:52
07:5508:02,08:02,Abu Dhabi,ETIHAD AIRWAYS,,2024-10-26 07:26:52
07:5507:46,07:46,Palma de Mallorca,EASYJET,,2024-10-26 07:26:52
07:5508:07,08:07,Brussels,BRUSSELS AIRLINES,,2024-10-26 07:26:52
08:0007:44,07:44,Barcelona,VUELING,,2024-10-26 07:26:52
08:20,,Paris,AIR FRANCE,,2024-10-26 07:26:52
08:2008:32,08:32,Amsterdam,KLM ROYAL DUTCH AIRLINES,,2024-10-26 07:26:52
08:30,,Zurich,SWISS,,2024-10-26 07:26:52
08:35,,Frankfurt,LUFTHANSA,,2024-10-26 07:26:52
08:3508:45,08:45,Malaga,EASYJET,,2024-10-26 07:26:52
08:5008:30,08:30,Amsterdam,EASYJET,,2024-10-26 07:26:52
08:50,,Vienna,AUSTRIAN,,2024-10-26 07:26:52
08:55,,Munich,AIR DOLOMITI,,2024-10-26 07:26:52
09:0008:40,08:40,Istanbul,TURKISH AIRLINES,,2024-10-26 07:26:52
09:00,,Brussels,EASYJET,Delayed,2024-10-26 07:26:52
09:05,,Nice,EASYJET,,2024-10-26 07:26:52
09:1508:40,08:40,New York,SWISS,,2024-10-26 07:26:52
09:15,,Madrid,IBERIA,,2024-10-26 07:26:52
09:15,,Bristol,EASYJET,,2024-10-26 07:26:52
09:20,,Barcelona,EASYJET,,2024-10-26 07:26:52
09:25,,Bordeaux,EASYJET,,2024-10-26 07:26:52
09:30,,Dublin,AER LINGUS,,2024-10-26 07:26:52
09:35,,Nantes,EASYJET,,2024-10-26 07:26:52
09:35,,London,SWISS,,2024-10-26 07:26:52
09:40,,Paris,AIR FRANCE,Delayed,2024-10-26 07:26:52
09:40,,Porto,EASYJET,,2024-10-26 07:26:52
09:45,,Lisbon,EASYJET,,2024-10-26 07:26:52
09:45,,Warsaw,LOT POLISH AIRLINES,,2024-10-26 07:26:52
09:5009:25,09:25,Montreal,AIR CANADA,,2024-10-26 07:26:52
09:50,,Faro,EASYJET,,2024-10-26 07:26:52
