time,expected,destination,airline,status,scrape_time
06:00,,Paris,EASYJET,,2024-11-01 17:24:06
06:00,,Marrakech,EASYJET,,2024-11-01 17:24:06
06:00,,Madrid,IBERIA,,2024-11-01 17:24:06
06:05,,Lisbonne,TAP PORTUGAL,,2024-11-01 17:24:06
06:05,,Djerba,EASYJET,,2024-11-01 17:24:06
06:10,,Athènes,EASYJET,,2024-11-01 17:24:06
06:10,,Bruxelles,EASYJET,,2024-11-01 17:24:06
06:10,,Zurich,SWISS,,2024-11-01 17:24:06
06:15,,Lanzarote,EASYJET,,2024-11-01 17:24:06
06:20,,Porto,EASYJET,,2024-11-01 17:24:06
06:20,,Lisbonne,EASYJET,,2024-11-01 17:24:06
06:20,,Munich,AIR DOLOMITI,,2024-11-01 17:24:06
06:30,,Paris,AIR FRANCE,,2024-11-01 17:24:06
06:35,,Tenerife,EASYJET,,2024-11-01 17:24:06
06:40,,Ibiza,EASYJET,,2024-11-01 17:24:06
06:55,,Francfort,LUFTHANSA,,2024-11-01 17:24:06
07:00,,Bruxelles,SWISS,,2024-11-01 17:24:06
07:05,,Athènes,SWISS,,2024-11-01 17:24:06
07:05,,Bordeaux,EASYJET,,2024-11-01 17:24:06
07:05,,Londres,BRITISH AIRWAYS,,2024-11-01 17:24:06
07:10,,Amsterdam,KLM ROYAL DUTCH AIRLINES,,2024-11-01 17:24:06
07:10,,Pristina,SWISS,,2024-11-01 17:24:06
07:15,,Manchester,ETHIOPIAN AIRLINES,,2024-11-01 17:24:06
07:20,,Alicante,EASYJET,,2024-11-01 17:24:06
07:25,,Bari,EASYJET,,2024-11-01 17:24:06
07:25,,Londres,SWISS,,2024-11-01 17:24:06
07:40,,Zurich,SWISS,,2024-11-01 17:24:06
07:40,,Sharm El-Sheikh,EASYJET,,2024-11-01 17:24:06
07:45,,Malaga,EASYJET,,2024-11-01 17:24:06
08:00,,Figari,EASYJET,,2024-11-01 17:24:06
08:05,,Hurghada,EASYJET,,2024-11-01 17:24:06
08:05,,Londres,BRITISH AIRWAYS,,2024-11-01 17:24:06
08:25,,Porto,SWISS,,2024-11-01 17:24:06
08:30,,Palma de Mallorca,EASYJET,,2024-11-01 17:24:06
08:35,,Bruxelles,BRUSSELS AIRLINES,,2024-11-01 17:24:06
08:35,,Barcelone,EASYJET,,2024-11-01 17:24:06
08:35,,Nice,SWISS,,2024-11-01 17:24:06
08:40,,Naples,EASYJET,,2024-11-01 17:24:06
08:45,,Francfort,LUFTHANSA,,2024-11-01 17:24:06
08:45,,Nice,EASYJET,,2024-11-01 17:24:06
08:50,,Berlin,EASYJET,,2024-11-01 17:24:06
08:55,,Barcelone,VUELING,,2024-11-01 17:24:06
08:55,,Madrid,IBERIA,,2024-11-01 17:24:06
09:05,,Paris,AIR FRANCE,,2024-11-01 17:24:06
09:10,,Amsterdam,KLM ROYAL DUTCH AIRLINES,,2024-11-01 17:24:06
09:15,,New York,UNITED AIRLINES,,2024-11-01 17:24:06
09:20,,Munich,AIR DOLOMITI,,2024-11-01 17:24:06
09:25,,Amsterdam,EASYJET,,2024-11-01 17:24:06
09:25,,Bristol,EASYJET,,2024-11-01 17:24:06
09:35,,Vienne,AUSTRIAN,,2024-11-01 17:24:06
09:55,,Abu Dhabi,ETIHAD AIRWAYS,,2024-11-01 17:24:06
09:55,,Porto,EASYJET,,2024-11-01 17:24:06
10:10,,Zurich,SWISS,,2024-11-01 17:24:06
10:10,,Ajaccio,EASYJET,,2024-11-01 17:24:06
10:20,,Varsovie,LOT POLISH AIRLINES,,2024-11-01 17:24:06
10:20,,Washington,UNITED AIRLINES,,2024-11-01 17:24:06
10:25,,Nice,EASYJET,,2024-11-01 17:24:06
10:25,,Faro,EASYJET,,2024-11-01 17:24:06
10:25,,Londres,EASYJET,,2024-11-01 17:24:06
10:30,,Athènes,SWISS,,2024-11-01 17:24:06
10:35,,Londres,EASYJET,,2024-11-01 17:24:06
10:40,,Paris,AIR FRANCE,,2024-11-01 17:24:06
10:45,,Istanbul,TURKISH AIRLINES,,2024-11-01 17:24:06
10:45,,Zurich,SWISS,,2024-11-01 17:24:06
10:50,,Helsinki,FINNAIR,,2024-11-01 17:24:06
10:55,,Francfort,AIR DOLOMITI,,2024-11-01 17:24:06
10:55,,Enfidha,EASYJET,,2024-11-01 17:24:06
11:05,,Athènes,AEGEAN AIRLINES,,2024-11-01 17:24:06
11:15,,Manchester,EASYJET,,2024-11-01 17:24:06
11:25,,Lisbonne,SWISS,,2024-11-01 17:24:06
11:35,,Bastia,EASYJET,,2024-11-01 17:24:06
11:40,,New York,SWISS,,2024-11-01 17:24:06
11:45,,Beyrouth,MEA MIDDLE EAST AIRLINES,,2024-11-01 17:24:06
11:50,,Amsterdam,KLM ROYAL DUTCH AIRLINES,,2024-11-01 17:24:06
12:00,,Rome,ITA AIRWAYS,,2024-11-01 17:24:06
12:00,,Lisbonne,TAP PORTUGAL,,2024-11-01 17:24:06
12:05,,Paris,AIR FRANCE,,2024-11-01 17:24:06
12:20,,Londres,BRITISH AIRWAYS,,2024-11-01 17:24:06
12:20,,Montréal,AIR CANADA,,2024-11-01 17:24:06
12:20,,Beijing,AIR CHINA,,2024-11-01 17:24:06
12:25,,Menorca,EASYJET,,2024-11-01 17:24:06
12:35,,Madrid,IBERIA,,2024-11-01 17:24:06
12:40,,Stockholm,SWISS,,2024-11-01 17:24:06
12:45,,Nantes,EASYJET,,2024-11-01 17:24:06
12:50,,Porto,EASYJET,,2024-11-01 17:24:06
12:50,,Londres,SWISS,,2024-11-01 17:24:06
12:55,,Séville,EASYJET,,2024-11-01 17:24:06
13:10,,Amsterdam,EASYJET,,2024-11-01 17:24:06
13:10,,Munich,AIR DOLOMITI,,2024-11-01 17:24:06
13:15,,Londres,EASYJET,,2024-11-01 17:24:06
