time,expected,destination,airline,status,scrape_time
08:45,,Frankfurt,LUFTHANSA,Cancelled,2024-11-08 09:13:45
15:20,,Toulouse,EASYJET,Took off,2024-11-08 09:13:45
15:2515:25,15:25,Porto,EASYJET,Took off,2024-11-08 09:13:45
15:30,,Brussels,EASYJET,Took off,2024-11-08 09:13:45
15:30,,London,BRITISH AIRWAYS,Took off,2024-11-08 09:13:45
15:3515:35,15:35,Athens,SWISS,Took off,2024-11-08 09:13:45
15:5516:10,16:10,London,SWISS,Departed,2024-11-08 09:13:45
15:5515:50,15:50,Prague,EUROWINGS,Took off,2024-11-08 09:13:45
16:0516:00,16:00,Nice,EASYJET,Departed,2024-11-08 09:13:45
16:25,,Barcelona,VUELING,Boarding,2024-11-08 09:13:45
16:35,,London,EASYJET,Boarding,2024-11-08 09:13:45
16:35,,Lisbon,EASYJET,Departed,2024-11-08 09:13:45
16:45,,Pristina,EASYJET,Boarding,2024-11-08 09:13:45
16:45,,Frankfurt,LUFTHANSA,Go to gate,2024-11-08 09:13:45
16:50,,Bristol,EASYJET,Go to gate,2024-11-08 09:13:45
16:55,,Casablanca,ROYAL AIR MAROC,Go to gate,2024-11-08 09:13:45
16:55,,Athens,AEGEAN AIRLINES,Go to gate,2024-11-08 09:13:45
16:55,,Malaga,EASYJET,Boarding,2024-11-08 09:13:45
17:0017:55,17:55,Tunis,TUNISAIR,,2024-11-08 09:13:45
17:0517:25,17:25,Paris,AIR FRANCE,,2024-11-08 09:13:45
17:05,,Barcelona,EASYJET,,2024-11-08 09:13:45
17:1017:25,17:25,Munich,AIR DOLOMITI,,2024-11-08 09:13:45
17:3017:45,17:45,Amsterdam,KLM ROYAL DUTCH AIRLINES,,2024-11-08 09:13:45
17:3017:45,17:45,Porto,EASYJET,,2024-11-08 09:13:45
17:35,,Budapest,EASYJET,Go to gate,2024-11-08 09:13:45
17:40,,Brussels,SWISS,,2024-11-08 09:13:45
17:40,,Vienna,AUSTRIAN,,2024-11-08 09:13:45
17:45,,London,BRITISH AIRWAYS,,2024-11-08 09:13:45
17:45,,Berlin,SWISS,,2024-11-08 09:13:45
17:45,,Copenhagen,EASYJET,,2024-11-08 09:13:45
17:50,,London,SWISS,,2024-11-08 09:13:45
18:05,,Madrid,EASYJET,,2024-11-08 09:13:45
18:10,,Prague,EASYJET,,2024-11-08 09:13:45
18:15,,Paris,AIR FRANCE,,2024-11-08 09:13:45
18:20,,Lisbon,TAP PORTUGAL,,2024-11-08 09:13:45
18:20,,Istanbul,TURKISH AIRLINES,,2024-11-08 09:13:45
18:25,,Frankfurt,AIR DOLOMITI,,2024-11-08 09:13:45
18:30,,Brussels,BRUSSELS AIRLINES,,2024-11-08 09:13:45
18:35,,Madrid,IBERIA,,2024-11-08 09:13:45
18:45,,Rome,EASYJET,,2024-11-08 09:13:45
18:45,,Amsterdam,EASYJET,,2024-11-08 09:13:45
18:50,,London,EASYJET,,2024-11-08 09:13:45
18:50,,Nantes,EASYJET,,2024-11-08 09:13:45
18:55,,Rome,ITA AIRWAYS,,2024-11-08 09:13:45
19:00,,Helsinki,FINNAIR,,2024-11-08 09:13:45
19:05,,Paris,EASYJET,,2024-11-08 09:13:45
19:10,,Brussels,SWISS,,2024-11-08 09:13:45
19:15,,Barcelona,EASYJET,,2024-11-08 09:13:45
19:20,,Tromso,NORWEGIAN AIR SHUTTLE,,2024-11-08 09:13:45
19:25,,Amsterdam,KLM ROYAL DUTCH AIRLINES,,2024-11-08 09:13:45
19:30,,Nice,SWISS,,2024-11-08 09:13:45
19:40,,Warsaw,LOT POLISH AIRLINES,,2024-11-08 09:13:45
19:40,,Luxembourg,LUXAIR,,2024-11-08 09:13:45
19:40,,Bordeaux,EASYJET,,2024-11-08 09:13:45
19:55,,Vienna,AUSTRIAN,,2024-11-08 09:13:45
20:00,,Munich,AIR DOLOMITI,,2024-11-08 09:13:45
20:10,,Nice,EASYJET,,2024-11-08 09:13:45
20:15,,Zurich,SWISS,,2024-11-08 09:13:45
20:15,,Copenhagen,SAS SCANDINAVIAN AIRLINES,,2024-11-08 09:13:45
20:30,,Paris,AIR FRANCE,,2024-11-08 09:13:45
20:40,,Dubai,EMIRATES,,2024-11-08 09:13:45
20:45,,Madrid,IBERIA,,2024-11-08 09:13:45
20:45,,Düsseldorf,EUROWINGS,,2024-11-08 09:13:45
20:50,,London,SWISS,,2024-11-08 09:13:45
20:55,,Berlin,EASYJET,,2024-11-08 09:13:45
20:55,,Porto,EASYJET,,2024-11-08 09:13:45
21:00,,London,BRITISH AIRWAYS,,2024-11-08 09:13:45
21:10,,Brussels,BRUSSELS AIRLINES,,2024-11-08 09:13:45
21:15,,Manchester,EASYJET,,2024-11-08 09:13:45
21:15,,Maurice,AIR MAURITIUS,,2024-11-08 09:13:45
