time,expected,origin,airline,status,scrape_time
21:2521:21,21:21,Porto,SWISS,Arrived,2024-10-24 22:16:42
21:4521:23,21:23,Brussels,SWISS,Arrived,2024-10-24 22:16:42
21:5021:27,21:27,Oslo,SWISS,Arrived,2024-10-24 22:16:42
21:5022:32,22:32,Zurich,SWISS,,2024-10-24 22:16:42
21:5522:12,22:12,Paris,AIR FRANCE,Arrived,2024-10-24 22:16:42
22:0021:54,21:54,Vienna,SWISS,Arrived,2024-10-24 22:16:42
22:0021:56,21:56,London,SWISS,Arrived,2024-10-24 22:16:42
22:0022:30,22:30,Nice,SWISS,,2024-10-24 22:16:42
22:1022:05,22:05,Frankfurt,SWISS,Arrived,2024-10-24 22:16:42
22:1522:31,22:31,Amsterdam,KLM ROYAL DUTCH AIRLINES,,2024-10-24 22:16:42
22:2022:15,22:15,Madrid,IBERIA,,2024-10-24 22:16:42
22:2022:29,22:29,Copenhagen,EASYJET,,2024-10-24 22:16:42
22:2022:41,22:41,Paris,EASYJET,,2024-10-24 22:16:42
22:2522:37,22:37,Rome,EASYJET,,2024-10-24 22:16:42
22:3022:31,22:31,Porto,EASYJET,,2024-10-24 22:16:42
22:3022:37,22:37,Nantes,EASYJET,,2024-10-24 22:16:42
22:3522:21,22:21,Tirana,EASYJET,,2024-10-24 22:16:42
22:3522:23,22:23,Edinburgh,EASYJET,,2024-10-24 22:16:42
22:4022:44,22:44,Tenerife,EASYJET,,2024-10-24 22:16:42
22:4022:30,22:30,London,BRITISH AIRWAYS,,2024-10-24 22:16:42
22:4522:32,22:32,Heraklion,EASYJET,,2024-10-24 22:16:42
22:4523:08,23:08,Brussels,EASYJET,,2024-10-24 22:16:42
22:4522:57,22:57,Bordeaux,EASYJET,,2024-10-24 22:16:42
22:50,,Nice,EASYJET,Delayed,2024-10-24 22:16:42
22:5023:46,23:46,Brindisi,EASYJET,,2024-10-24 22:16:42
23:00,,London,EASYJET,Delayed,2024-10-24 22:16:42
23:0023:31,23:31,Ibiza,EASYJET,,2024-10-24 22:16:42
23:0023:24,23:24,Alicante,EASYJET,,2024-10-24 22:16:42
23:10,,Munich,AIR DOLOMITI,,2024-10-24 22:16:42
23:1523:16,23:16,Lisbon,TAP PORTUGAL,,2024-10-24 22:16:42
23:3023:22,23:22,Athens,SWISS,,2024-10-24 22:16:42
23:35,,Zurich,SWISS,,2024-10-24 22:16:42
