time,expected,destination,airline,status,scrape_time
08:30,,Palma de Mallorca,EASYJET,Took off,2024-11-02 02:27:28
08:3508:40,08:40,Brussels,BRUSSELS AIRLINES,Took off,2024-11-02 02:27:28
08:3508:25,08:25,Barcelona,EASYJET,Took off,2024-11-02 02:27:28
08:3508:35,08:35,Nice,SWISS,Took off,2024-11-02 02:27:28
08:4008:30,08:30,Naples,EASYJET,Took off,2024-11-02 02:27:28
08:4508:45,08:45,Frankfurt,LUFTHANSA,Took off,2024-11-02 02:27:28
08:4508:35,08:35,Nice,EASYJET,Took off,2024-11-02 02:27:28
08:5008:45,08:45,Berlin,EASYJET,Took off,2024-11-02 02:27:28
08:5509:04,09:04,Barcelona,VUELING,Departed,2024-11-02 02:27:28
08:55,,Madrid,IBERIA,Took off,2024-11-02 02:27:28
09:05,,Paris,AIR FRANCE,Took off,2024-11-02 02:27:28
09:10,,Amsterdam,KLM ROYAL DUTCH AIRLINES,Took off,2024-11-02 02:27:28
09:15,,New York,UNITED AIRLINES,Departed,2024-11-02 02:27:28
09:2009:20,09:20,Munich,AIR DOLOMITI,Took off,2024-11-02 02:27:28
09:25,,Amsterdam,EASYJET,Next info at 10:15,2024-11-02 02:27:28
09:2509:15,09:15,Bristol,EASYJET,Departed,2024-11-02 02:27:28
09:3509:35,09:35,Vienna,AUSTRIAN,Departed,2024-11-02 02:27:28
09:55,,Abu Dhabi,ETIHAD AIRWAYS,Boarding,2024-11-02 02:27:28
09:55,,Porto,EASYJET,Boarding,2024-11-02 02:27:28
10:10,,Zurich,SWISS,,2024-11-02 02:27:28
10:10,,Ajaccio,EASYJET,Next info at 10:30,2024-11-02 02:27:28
10:20,,Warsaw,LOT POLISH AIRLINES,,2024-11-02 02:27:28
10:20,,Washington,UNITED AIRLINES,Go to gate,2024-11-02 02:27:28
10:25,,Nice,EASYJET,,2024-11-02 02:27:28
10:25,,Faro,EASYJET,,2024-11-02 02:27:28
10:2510:50,10:50,London,EASYJET,,2024-11-02 02:27:28
10:30,,Athens,SWISS,,2024-11-02 02:27:28
10:35,,London,EASYJET,,2024-11-02 02:27:28
10:40,,Paris,AIR FRANCE,,2024-11-02 02:27:28
10:45,,Istanbul,TURKISH AIRLINES,,2024-11-02 02:27:28
10:45,,Zurich,SWISS,,2024-11-02 02:27:28
10:50,,Helsinki,FINNAIR,,2024-11-02 02:27:28
10:55,,Frankfurt,AIR DOLOMITI,,2024-11-02 02:27:28
10:55,,Enfidha,EASYJET,,2024-11-02 02:27:28
11:05,,Athens,AEGEAN AIRLINES,,2024-11-02 02:27:28
11:15,,Manchester,EASYJET,,2024-11-02 02:27:28
11:25,,Oslo,SWISS,,2024-11-02 02:27:28
11:35,,Bastia,EASYJET,,2024-11-02 02:27:28
11:40,,New York,SWISS,,2024-11-02 02:27:28
11:45,,Beirut,MEA MIDDLE EAST AIRLINES,,2024-11-02 02:27:28
11:50,,Amsterdam,KLM ROYAL DUTCH AIRLINES,,2024-11-02 02:27:28
12:00,,Rome,ITA AIRWAYS,,2024-11-02 02:27:28
12:0012:10,12:10,Lisbon,TAP PORTUGAL,,2024-11-02 02:27:28
12:05,,Paris,AIR FRANCE,,2024-11-02 02:27:28
12:20,,London,BRITISH AIRWAYS,,2024-11-02 02:27:28
12:20,,Montreal,AIR CANADA,,2024-11-02 02:27:28
12:20,,Beijing,AIR CHINA,,2024-11-02 02:27:28
12:25,,Menorca,EASYJET,,2024-11-02 02:27:28
12:35,,Madrid,IBERIA,,2024-11-02 02:27:28
12:40,,Stockholm,SWISS,,2024-11-02 02:27:28
12:45,,Nantes,EASYJET,,2024-11-02 02:27:28
12:50,,Porto,EASYJET,,2024-11-02 02:27:28
12:50,,London,SWISS,,2024-11-02 02:27:28
12:55,,Seville,EASYJET,,2024-11-02 02:27:28
13:10,,Amsterdam,EASYJET,,2024-11-02 02:27:28
13:10,,Munich,AIR DOLOMITI,,2024-11-02 02:27:28
13:15,,London,EASYJET,,2024-11-02 02:27:28
13:15,,Porto,EASYJET,,2024-11-02 02:27:28
13:20,,Copenhagen,SWISS,,2024-11-02 02:27:28
13:20,,Gran Canaria,EASYJET,,2024-11-02 02:27:28
13:40,,Frankfurt,LUFTHANSA,,2024-11-02 02:27:28
13:55,,Funchal,EASYJET,,2024-11-02 02:27:28
14:05,,Split,EASYJET,,2024-11-02 02:27:28
14:10,,Rome,EASYJET,,2024-11-02 02:27:28
14:20,,Istanbul,PEGASUS,,2024-11-02 02:27:28
14:35,,Amsterdam,KLM ROYAL DUTCH AIRLINES,,2024-11-02 02:27:28
14:35,,Toulouse,EASYJET,,2024-11-02 02:27:28
14:40,,London,BRITISH AIRWAYS,,2024-11-02 02:27:28
14:45,,Istanbul,TURKISH AIRLINES,,2024-11-02 02:27:28
14:50,,Zurich,SWISS,,2024-11-02 02:27:28
15:00,,Dubai,EMIRATES,,2024-11-02 02:27:28
15:00,,Paris,AIR FRANCE,,2024-11-02 02:27:28
15:00,,Jeddah,SAUDIA,,2024-11-02 02:27:28
15:10,,Amman,ROYAL JORDANIAN,,2024-11-02 02:27:28
15:15,,Mykonos,EASYJET,,2024-11-02 02:27:28
15:15,,Rabat,EASYJET,,2024-11-02 02:27:28
15:25,,Cairo,EGYPTAIR,,2024-11-02 02:27:28
15:25,,Doha,QATAR AIRWAYS,,2024-11-02 02:27:28
15:25,,Palma de Mallorca,EASYJET,,2024-11-02 02:27:28
15:30,,Lisbon,SWISS,,2024-11-02 02:27:28
15:40,,Heraklion,EASYJET,,2024-11-02 02:27:28
15:45,,Lisbon,EASYJET,,2024-11-02 02:27:28
15:55,,Edinburgh,EASYJET,,2024-11-02 02:27:28
15:55,,London,SWISS,,2024-11-02 02:27:28
16:00,,Pristina,EASYJET,,2024-11-02 02:27:28
16:15,,London,BRITISH AIRWAYS,,2024-11-02 02:27:28
16:15,,Algiers,AIR ALGERIE,,2024-11-02 02:27:28
16:30,,Copenhagen,EASYJET,,2024-11-02 02:27:28
16:45,,Malaga,EASYJET,,2024-11-02 02:27:28
16:55,,Casablanca,ROYAL AIR MAROC,,2024-11-02 02:27:28
17:00,,Brussels,BRUSSELS AIRLINES,,2024-11-02 02:27:28
17:00,,Munich,AIR DOLOMITI,,2024-11-02 02:27:28
17:05,,Palma de Mallorca,EASYJET,,2024-11-02 02:27:28
17:05,,Lisbon,EASYJET,,2024-11-02 02:27:28
17:10,,Malta,EASYJET,,2024-11-02 02:27:28
17:30,,Amsterdam,KLM ROYAL DUTCH AIRLINES,,2024-11-02 02:27:28
17:35,,Palma de Mallorca,EASYJET,,2024-11-02 02:27:28
17:45,,Berlin,SWISS,,2024-11-02 02:27:28
17:45,,Barcelona,VUELING,,2024-11-02 02:27:28
17:50,,London,BRITISH AIRWAYS,,2024-11-02 02:27:28
17:50,,London,SWISS,,2024-11-02 02:27:28
18:10,,Barcelona,EASYJET,,2024-11-02 02:27:28
18:15,,Paris,AIR FRANCE,,2024-11-02 02:27:28
18:15,,Lisbon,TAP PORTUGAL,,2024-11-02 02:27:28
18:20,,Istanbul,TURKISH AIRLINES,,2024-11-02 02:27:28
18:20,,Palermo,EASYJET,,2024-11-02 02:27:28
18:25,,Frankfurt,AIR DOLOMITI,,2024-11-02 02:27:28
18:30,,Olbia,EASYJET,,2024-11-02 02:27:28
18:35,,Madrid,IBERIA,,2024-11-02 02:27:28
18:45,,Antalya,PEGASUS,,2024-11-02 02:27:28
18:50,,Nantes,EASYJET,,2024-11-02 02:27:28
18:55,,Zurich,SWISS,,2024-11-02 02:27:28
19:00,,Bordeaux,EASYJET,,2024-11-02 02:27:28
19:00,,Helsinki,FINNAIR,,2024-11-02 02:27:28
19:10,,Tunis,TUNISAIR,,2024-11-02 02:27:28
19:10,,Brussels,SWISS,,2024-11-02 02:27:28
19:15,,Porto,TAP PORTUGAL,,2024-11-02 02:27:28
19:25,,Amsterdam,KLM ROYAL DUTCH AIRLINES,,2024-11-02 02:27:28
19:40,,Warsaw,LOT POLISH AIRLINES,,2024-11-02 02:27:28
19:55,,Vienna,AUSTRIAN,,2024-11-02 02:27:28
20:05,,London,EASYJET,,2024-11-02 02:27:28
20:15,,Zurich,SWISS,,2024-11-02 02:27:28
20:30,,Paris,AIR FRANCE,,2024-11-02 02:27:28
20:40,,Dubai,EMIRATES,,2024-11-02 02:27:28
20:45,,Madrid,IBERIA,,2024-11-02 02:27:28
20:50,,London,SWISS,,2024-11-02 02:27:28
21:10,,Porto,EASYJET,,2024-11-02 02:27:28
22:15,,Addis Ababa,ETHIOPIAN AIRLINES,,2024-11-02 02:27:28
