time,expected,origin,airline,status,scrape_time
10:4010:12,10:12,London,EASYJET,Arrived,2024-11-09 04:27:02
10:4010:24,10:24,Beirut,MEA MIDDLE EAST AIRLINES,Arrived,2024-11-09 04:27:02
11:0010:52,10:52,Amsterdam,KLM ROYAL DUTCH AIRLINES,Arrived,2024-11-09 04:27:02
11:0511:00,11:00,Rome,ITA AIRWAYS,Arrived,2024-11-09 04:27:02
11:1011:19,11:19,Lisbon,TAP PORTUGAL,Arrived,2024-11-09 04:27:02
11:1512:02,12:02,Paris,AIR FRANCE,,2024-11-09 04:27:02
11:2511:10,11:10,Nice,SWISS,Arrived,2024-11-09 04:27:02
11:3011:05,11:05,Ajaccio,EASYJET,Arrived,2024-11-09 04:27:02
11:3011:41,11:41,Porto,EASYJET,,2024-11-09 04:27:02
11:4011:17,11:17,Olbia,EASYJET,Arrived,2024-11-09 04:27:02
11:4011:31,11:31,London,SWISS,,2024-11-09 04:27:02
11:5011:26,11:26,Djerba,EASYJET,,2024-11-09 04:27:02
11:5011:52,11:52,Madrid,IBERIA,,2024-11-09 04:27:02
12:0512:20,12:20,Lisbon,EASYJET,,2024-11-09 04:27:02
12:1011:54,11:54,Alicante,EASYJET,,2024-11-09 04:27:02
12:30,,Munich,AIR DOLOMITI,,2024-11-09 04:27:02
12:30,,London,EASYJET,,2024-11-09 04:27:02
12:3512:27,12:27,Porto,EASYJET,,2024-11-09 04:27:02
12:3512:32,12:32,Pristina,SWISS,,2024-11-09 04:27:02
12:3512:05,12:05,Athens,EASYJET,,2024-11-09 04:27:02
12:4012:10,12:10,Mykonos,EASYJET,,2024-11-09 04:27:02
12:4512:39,12:39,Dubai,EMIRATES,,2024-11-09 04:27:02
13:05,,Frankfurt,LUFTHANSA,,2024-11-09 04:27:02
13:0512:49,12:49,Marrakech,EASYJET,,2024-11-09 04:27:02
13:05,,Figari,EASYJET,,2024-11-09 04:27:02
13:2013:09,13:09,Malaga,EASYJET,,2024-11-09 04:27:02
13:2013:10,13:10,Istanbul,PEGASUS,,2024-11-09 04:27:02
13:3513:34,13:34,Jeddah,SAUDIA,,2024-11-09 04:27:02
