time,expected,origin,airline,status,scrape_time
15:3015:05,15:05,Heraklion,SWISS,Arrived,2024-10-26 16:29:19
15:5515:48,15:48,Barcelona,VUELING,Arrived,2024-10-26 16:29:19
16:1016:06,16:06,Barcelona,EASYJET,Arrived,2024-10-26 16:29:19
16:1015:59,15:59,Paris,AIR FRANCE,Arrived,2024-10-26 16:29:19
16:2016:59,16:59,Menorca,EASYJET,,2024-10-26 16:29:19
16:2517:07,17:07,Algiers,AIR ALGERIE,,2024-10-26 16:29:19
16:3016:23,16:23,Amsterdam,KLM ROYAL DUTCH AIRLINES,Arrived,2024-10-26 16:29:19
16:3016:26,16:26,Dublin,AER LINGUS,Arrived,2024-10-26 16:29:19
16:4518:33,18:33,Athens,SWISS,,2024-10-26 16:29:19
16:4516:55,16:55,Munich,AIR DOLOMITI,,2024-10-26 16:29:19
16:5017:13,17:13,Olbia,EASYJET,,2024-10-26 16:29:19
16:5516:42,16:42,Dubrovnik,EASYJET,,2024-10-26 16:29:19
16:5517:09,17:09,Casablanca,ROYAL AIR MAROC,,2024-10-26 16:29:19
17:0017:25,17:25,Palma de Mallorca,EASYJET,,2024-10-26 16:29:19
17:0517:55,17:55,Copenhagen,SWISS,,2024-10-26 16:29:19
17:0517:16,17:16,London,SWISS,,2024-10-26 16:29:19
17:1017:40,17:40,London,BRITISH AIRWAYS,,2024-10-26 16:29:19
17:15,,Frankfurt,AIR DOLOMITI,,2024-10-26 16:29:19
17:3018:13,18:13,Lisbon,TAP PORTUGAL,,2024-10-26 16:29:19
17:35,,Zurich,SWISS,,2024-10-26 16:29:19
17:35,,Ankara,AJET,Cancelled,2024-10-26 16:29:19
17:40,,Barcelona,EASYJET,Delayed,2024-10-26 16:29:19
17:40,,Nice,EASYJET,,2024-10-26 16:29:19
17:4518:12,18:12,Porto,SWISS,,2024-10-26 16:29:19
18:00,,Tunis,TUNISAIR,,2024-10-26 16:29:19
18:0517:42,17:42,Istanbul,TURKISH AIRLINES,,2024-10-26 16:29:19
