time,expected,destination,airline,status,scrape_time
08:45,,Frankfurt,LUFTHANSA,Cancelled,2024-11-08 12:14:23
18:15,,Paris,AIR FRANCE,Took off,2024-11-08 12:14:23
18:2019:35,19:35,Lisbon,TAP PORTUGAL,Boarding,2024-11-08 12:14:23
18:20,,Istanbul,TURKISH AIRLINES,Took off,2024-11-08 12:14:23
18:2518:25,18:25,Frankfurt,AIR DOLOMITI,Took off,2024-11-08 12:14:23
18:3018:35,18:35,Brussels,BRUSSELS AIRLINES,Took off,2024-11-08 12:14:23
18:35,,Madrid,IBERIA,Took off,2024-11-08 12:14:23
18:45,,Rome,EASYJET,Took off,2024-11-08 12:14:23
18:4519:10,19:10,Amsterdam,EASYJET,Departed,2024-11-08 12:14:23
18:5018:45,18:45,London,EASYJET,Took off,2024-11-08 12:14:23
18:50,,Nantes,EASYJET,Took off,2024-11-08 12:14:23
18:55,,Rome,ITA AIRWAYS,Took off,2024-11-08 12:14:23
19:00,,Helsinki,FINNAIR,Departed,2024-11-08 12:14:23
19:05,,Paris,EASYJET,Departed,2024-11-08 12:14:23
19:1019:10,19:10,Brussels,SWISS,Departed,2024-11-08 12:14:23
19:15,,Barcelona,EASYJET,Departed,2024-11-08 12:14:23
19:20,,Tromso,NORWEGIAN AIR SHUTTLE,Departed,2024-11-08 12:14:23
19:25,,Amsterdam,KLM ROYAL DUTCH AIRLINES,Boarding,2024-11-08 12:14:23
19:30,,Nice,SWISS,Boarding,2024-11-08 12:14:23
19:40,,Warsaw,LOT POLISH AIRLINES,Go to gate,2024-11-08 12:14:23
19:40,,Luxembourg,LUXAIR,Go to gate,2024-11-08 12:14:23
19:40,,Bordeaux,EASYJET,Boarding,2024-11-08 12:14:23
19:55,,Vienna,AUSTRIAN,Go to gate,2024-11-08 12:14:23
20:00,,Munich,AIR DOLOMITI,,2024-11-08 12:14:23
20:10,,Nice,EASYJET,,2024-11-08 12:14:23
20:15,,Zurich,SWISS,,2024-11-08 12:14:23
20:15,,Copenhagen,SAS SCANDINAVIAN AIRLINES,,2024-11-08 12:14:23
20:30,,Paris,AIR FRANCE,,2024-11-08 12:14:23
20:40,,Dubai,EMIRATES,,2024-11-08 12:14:23
20:4520:55,20:55,Madrid,IBERIA,,2024-11-08 12:14:23
20:45,,Düsseldorf,EUROWINGS,,2024-11-08 12:14:23
20:50,,London,SWISS,,2024-11-08 12:14:23
20:55,,Berlin,EASYJET,,2024-11-08 12:14:23
20:55,,Porto,EASYJET,,2024-11-08 12:14:23
21:00,,London,BRITISH AIRWAYS,,2024-11-08 12:14:23
21:10,,Brussels,BRUSSELS AIRLINES,,2024-11-08 12:14:23
21:15,,Manchester,EASYJET,,2024-11-08 12:14:23
21:15,,Maurice,AIR MAURITIUS,,2024-11-08 12:14:23
