time,expected,destination,airline,status,scrape_time
12:25,,Santiago de Compostela,EASYJET,Took off,2024-10-25 13:22:18
12:2512:25,12:25,Porto,SWISS,Took off,2024-10-25 13:22:18
12:30,,Prague,EASYJET,Took off,2024-10-25 13:22:18
12:35,,Madrid,IBERIA,Took off,2024-10-25 13:22:18
12:4513:05,13:05,Alicante,EASYJET,Departed,2024-10-25 13:22:18
12:4513:30,13:30,New York,DELTA AIR LINES,Departed,2024-10-25 13:22:18
12:5013:20,13:20,Copenhagen,EASYJET,Boarding,2024-10-25 13:22:18
12:5513:05,13:05,London,SWISS,Departed,2024-10-25 13:22:18
13:0013:10,13:10,Lisbon,TAP PORTUGAL,Departed,2024-10-25 13:22:18
13:1514:20,14:20,London,BRITISH AIRWAYS,Go to gate,2024-10-25 13:22:18
13:2013:15,13:15,Beijing,AIR CHINA,Departed,2024-10-25 13:22:18
13:2013:20,13:20,Palma de Mallorca,SWISS,Departed,2024-10-25 13:22:18
13:30,,Brindisi,EASYJET,Departed,2024-10-25 13:22:18
13:30,,Warsaw,LOT POLISH AIRLINES,Departed,2024-10-25 13:22:18
13:35,,Pristina,EASYJET,Next info at 13:35,2024-10-25 13:22:18
13:45,,Hamburg,SWISS,Go to gate,2024-10-25 13:22:18
13:5514:15,14:15,Pristina,GP AVIATION,Go to gate,2024-10-25 13:22:18
14:0014:30,14:30,Ibiza,EASYJET,,2024-10-25 13:22:18
14:0014:40,14:40,Frankfurt,AIR DOLOMITI,,2024-10-25 13:22:18
14:1015:20,15:20,Madrid,IBERIA,,2024-10-25 13:22:18
14:1014:30,14:30,Amsterdam,KLM ROYAL DUTCH AIRLINES,,2024-10-25 13:22:18
14:20,,Istanbul,PEGASUS,Go to gate,2024-10-25 13:22:18
14:3014:40,14:40,Manchester,EASYJET,,2024-10-25 13:22:18
14:40,,Istanbul,TURKISH AIRLINES,,2024-10-25 13:22:18
14:40,,Paris,AIR FRANCE,,2024-10-25 13:22:18
15:00,,Cairo,EGYPTAIR,,2024-10-25 13:22:18
15:00,,Zurich,SWISS,,2024-10-25 13:22:18
15:00,,Barcelona,EASYJET,,2024-10-25 13:22:18
15:05,,Izmir,SUN EXPRESS,,2024-10-25 13:22:18
15:10,,London,BRITISH AIRWAYS,,2024-10-25 13:22:18
15:1016:20,16:20,Chania,EASYJET,,2024-10-25 13:22:18
15:15,,Dubai,EMIRATES,,2024-10-25 13:22:18
15:15,,Kuwait,KUWAIT AIRWAYS,,2024-10-25 13:22:18
15:25,,Brussels,EASYJET,,2024-10-25 13:22:18
15:35,,Bucharest,WIZZ AIR,,2024-10-25 13:22:18
15:40,,London,EASYJET,,2024-10-25 13:22:18
15:40,,Malaga,EASYJET,,2024-10-25 13:22:18
15:45,,Bordeaux,EASYJET,,2024-10-25 13:22:18
15:50,,London,SWISS,,2024-10-25 13:22:18
15:55,,Marrakech,EASYJET,,2024-10-25 13:22:18
15:55,,Porto,EASYJET,,2024-10-25 13:22:18
16:00,,Naples,EASYJET,,2024-10-25 13:22:18
16:00,,Riyadh,SAUDIA,,2024-10-25 13:22:18
16:20,,Nice,EASYJET,,2024-10-25 13:22:18
16:30,,Amsterdam,EASYJET,,2024-10-25 13:22:18
16:45,,London,EASYJET,,2024-10-25 13:22:18
16:55,,Antalya,SUN EXPRESS,,2024-10-25 13:22:18
16:55,,Skopje,EASYJET,,2024-10-25 13:22:18
17:00,,Paris,AIR FRANCE,,2024-10-25 13:22:18
17:05,,Athens,SWISS,,2024-10-25 13:22:18
17:10,,Barcelona,EASYJET,,2024-10-25 13:22:18
17:10,,London,BRITISH AIRWAYS,,2024-10-25 13:22:18
17:10,,Dublin,AER LINGUS,,2024-10-25 13:22:18
17:15,,Amsterdam,KLM ROYAL DUTCH AIRLINES,,2024-10-25 13:22:18
17:15,,Lisbon,EASYJET,,2024-10-25 13:22:18
17:15,,Luxembourg,LUXAIR,,2024-10-25 13:22:18
17:20,,Munich,AIR DOLOMITI,,2024-10-25 13:22:18
17:25,,Porto,EASYJET,,2024-10-25 13:22:18
17:30,,Algiers,AIR ALGERIE,,2024-10-25 13:22:18
17:30,,Palma de Mallorca,EASYJET,,2024-10-25 13:22:18
17:45,,Manchester,EASYJET,,2024-10-25 13:22:18
17:45,,Porto,SWISS,,2024-10-25 13:22:18
17:50,,London,SWISS,,2024-10-25 13:22:18
17:50,,Vienna,SWISS,,2024-10-25 13:22:18
17:50,,Dublin,SWISS,,2024-10-25 13:22:18
17:55,,Frankfurt,AIR DOLOMITI,,2024-10-25 13:22:18
17:55,,Toulouse,EASYJET,,2024-10-25 13:22:18
17:55,,Casablanca,ROYAL AIR MAROC,,2024-10-25 13:22:18
18:00,,Valencia,EASYJET,,2024-10-25 13:22:18
18:00,,Tunis,TUNISAIR,,2024-10-25 13:22:18
18:10,,Bristol,EASYJET,,2024-10-25 13:22:18
18:15,,Paris,AIR FRANCE,,2024-10-25 13:22:18
18:20,,Lisbon,TAP PORTUGAL,,2024-10-25 13:22:18
18:20,,Copenhagen,EASYJET,,2024-10-25 13:22:18
18:20,,Biarritz,SWISS,,2024-10-25 13:22:18
18:25,,Catania,SWISS,,2024-10-25 13:22:18
18:45,,Frankfurt,SWISS,,2024-10-25 13:22:18
18:50,,Zurich,SWISS,,2024-10-25 13:22:18
18:50,,Rome,EASYJET,,2024-10-25 13:22:18
18:55,,Nantes,EASYJET,,2024-10-25 13:22:18
18:55,,Rome,ITA AIRWAYS,,2024-10-25 13:22:18
18:55,,Helsinki,FINNAIR,,2024-10-25 13:22:18
19:05,,Istanbul,TURKISH AIRLINES,,2024-10-25 13:22:18
19:05,,London,EASYJET,,2024-10-25 13:22:18
19:10,,Olbia,EASYJET,,2024-10-25 13:22:18
19:10,,Nice,SWISS,,2024-10-25 13:22:18
19:10,,Brussels,BRUSSELS AIRLINES,,2024-10-25 13:22:18
19:15,,Amsterdam,KLM ROYAL DUTCH AIRLINES,,2024-10-25 13:22:18
19:15,,Amsterdam,EASYJET,,2024-10-25 13:22:18
19:30,,Frankfurt,LUFTHANSA,,2024-10-25 13:22:18
19:35,,Paris,EASYJET,,2024-10-25 13:22:18
19:40,,Bordeaux,EASYJET,,2024-10-25 13:22:18
19:40,,Brussels,EASYJET,,2024-10-25 13:22:18
19:45,,Warsaw,LOT POLISH AIRLINES,,2024-10-25 13:22:18
19:50,,Vienna,AUSTRIAN,,2024-10-25 13:22:18
19:55,,Luxembourg,LUXAIR,,2024-10-25 13:22:18
20:00,,Munich,AIR DOLOMITI,,2024-10-25 13:22:18
20:05,,Prague,EUROWINGS,,2024-10-25 13:22:18
