time,expected,origin,airline,status,scrape_time
07:3007:11,07:11,New York,UNITED AIRLINES,,2024-10-25 01:17:29
07:3007:02,07:02,Beijing,AIR CHINA,,2024-10-25 01:17:29
07:35,,Doha,QATAR AIRWAYS,,2024-10-25 01:17:29
07:4007:22,07:22,Washington,UNITED AIRLINES,,2024-10-25 01:17:29
07:55,,Abu Dhabi,ETIHAD AIRWAYS,,2024-10-25 01:17:29
07:55,,Palma de Mallorca,EASYJET,,2024-10-25 01:17:29
07:55,,Brussels,BRUSSELS AIRLINES,,2024-10-25 01:17:29
08:15,,Venice,EASYJET,,2024-10-25 01:17:29
08:20,,Amsterdam,KLM ROYAL DUTCH AIRLINES,,2024-10-25 01:17:29
08:20,,Paris,AIR FRANCE,,2024-10-25 01:17:29
08:30,,Zurich,SWISS,,2024-10-25 01:17:29
08:35,,Frankfurt,LUFTHANSA,,2024-10-25 01:17:29
08:35,,Malaga,EASYJET,,2024-10-25 01:17:29
08:45,,Naples,EASYJET,,2024-10-25 01:17:29
08:50,,Amsterdam,EASYJET,,2024-10-25 01:17:29
08:50,,Vienna,AUSTRIAN,,2024-10-25 01:17:29
08:55,,Munich,AIR DOLOMITI,,2024-10-25 01:17:29
08:55,,Barcelona,VUELING,,2024-10-25 01:17:29
09:05,,Alicante,EASYJET,,2024-10-25 01:17:29
09:05,,London,EASYJET,,2024-10-25 01:17:29
09:05,,Paris,EASYJET,,2024-10-25 01:17:29
09:10,,London,BRITISH AIRWAYS,,2024-10-25 01:17:29
09:15,,Nice,EASYJET,,2024-10-25 01:17:29
09:15,,New York,SWISS,,2024-10-25 01:17:29
09:15,,Madrid,IBERIA,,2024-10-25 01:17:29
09:20,,Barcelona,EASYJET,,2024-10-25 01:17:29
09:25,,Brussels,EASYJET,,2024-10-25 01:17:29
09:30,,Istanbul,TURKISH AIRLINES,,2024-10-25 01:17:29
09:30,,Porto,EASYJET,,2024-10-25 01:17:29
09:35,,London,SWISS,,2024-10-25 01:17:29
09:40,,Paris,AIR FRANCE,,2024-10-25 01:17:29
