time,expected,origin,airline,status,scrape_time
06:30,,Addis Ababa,ETHIOPIAN AIRLINES,,2024-10-26 01:24:43
07:3007:33,07:33,Beijing,AIR CHINA,,2024-10-26 01:24:43
07:3007:08,07:08,New York,UNITED AIRLINES,,2024-10-26 01:24:43
07:4007:30,07:30,Washington,UNITED AIRLINES,,2024-10-26 01:24:43
07:45,,Sofia,WIZZ AIR,,2024-10-26 01:24:43
07:55,,Abu Dhabi,ETIHAD AIRWAYS,,2024-10-26 01:24:43
07:55,,Palma de Mallorca,EASYJET,,2024-10-26 01:24:43
07:55,,Brussels,BRUSSELS AIRLINES,,2024-10-26 01:24:43
08:00,,Barcelona,VUELING,,2024-10-26 01:24:43
08:20,,Paris,AIR FRANCE,,2024-10-26 01:24:43
08:20,,Amsterdam,KLM ROYAL DUTCH AIRLINES,,2024-10-26 01:24:43
08:30,,Zurich,SWISS,,2024-10-26 01:24:43
08:35,,Frankfurt,LUFTHANSA,,2024-10-26 01:24:43
08:35,,Malaga,EASYJET,,2024-10-26 01:24:43
08:50,,Amsterdam,EASYJET,,2024-10-26 01:24:43
08:50,,Vienna,AUSTRIAN,,2024-10-26 01:24:43
08:55,,Munich,AIR DOLOMITI,,2024-10-26 01:24:43
09:00,,Istanbul,TURKISH AIRLINES,,2024-10-26 01:24:43
09:00,,Brussels,EASYJET,,2024-10-26 01:24:43
09:05,,Nice,EASYJET,,2024-10-26 01:24:43
09:15,,New York,SWISS,,2024-10-26 01:24:43
09:15,,Madrid,IBERIA,,2024-10-26 01:24:43
09:15,,Bristol,EASYJET,,2024-10-26 01:24:43
09:20,,Barcelona,EASYJET,,2024-10-26 01:24:43
09:25,,Bordeaux,EASYJET,,2024-10-26 01:24:43
09:30,,Dublin,AER LINGUS,,2024-10-26 01:24:43
09:35,,Nantes,EASYJET,,2024-10-26 01:24:43
09:35,,London,SWISS,,2024-10-26 01:24:43
09:40,,Paris,AIR FRANCE,,2024-10-26 01:24:43
09:40,,Porto,EASYJET,,2024-10-26 01:24:43
09:45,,Lisbon,EASYJET,,2024-10-26 01:24:43
09:45,,Warsaw,LOT POLISH AIRLINES,,2024-10-26 01:24:43
09:50,,Montreal,AIR CANADA,,2024-10-26 01:24:43
09:50,,Faro,EASYJET,,2024-10-26 01:24:43
