time,expected,destination,airline,status,scrape_time
09:4009:35,09:35,Barcelona,VUELING,Took off,2024-11-03 03:38:19
09:5009:55,09:55,Amsterdam,EASYJET,Took off,2024-11-03 03:38:19
09:50,,Marrakech,EASYJET,Took off,2024-11-03 03:38:19
09:55,,Abu Dhabi,ETIHAD AIRWAYS,Took off,2024-11-03 03:38:19
10:0510:05,10:05,Zurich,SWISS,Took off,2024-11-03 03:38:19
10:1510:35,10:35,Porto,EASYJET,Departed,2024-11-03 03:38:19
10:20,,Amsterdam,EASYJET,Took off,2024-11-03 03:38:19
10:2010:10,10:10,Warsaw,LOT POLISH AIRLINES,Took off,2024-11-03 03:38:19
10:3010:30,10:30,Athens,SWISS,Departed,2024-11-03 03:38:19
10:30,,Paris,AIR FRANCE,Departed,2024-11-03 03:38:19
10:3510:35,10:35,Zurich,SWISS,Departed,2024-11-03 03:38:19
10:4510:35,10:35,Faro,EASYJET,Departed,2024-11-03 03:38:19
10:45,,Manchester,EASYJET,Boarding,2024-11-03 03:38:19
10:4511:00,11:00,Edinburgh,EASYJET,Go to gate,2024-11-03 03:38:19
10:50,,Helsinki,FINNAIR,Boarding,2024-11-03 03:38:19
10:50,,Nice,EASYJET,Boarding,2024-11-03 03:38:19
10:50,,Frankfurt,AIR DOLOMITI,Boarding,2024-11-03 03:38:19
10:55,,London,EASYJET,Go to gate,2024-11-03 03:38:19
11:00,,Istanbul,TURKISH AIRLINES,Departed,2024-11-03 03:38:19
11:05,,Lisbon,SWISS,Boarding,2024-11-03 03:38:19
11:10,,Brussels,EASYJET,Boarding,2024-11-03 03:38:19
11:10,,Zurich,SWISS,Go to gate,2024-11-03 03:38:19
11:20,,Washington,UNITED AIRLINES,Boarding,2024-11-03 03:38:19
11:40,,New York,SWISS,Go to gate,2024-11-03 03:38:19
11:50,,Naples,EASYJET,,2024-11-03 03:38:19
11:50,,Amsterdam,KLM ROYAL DUTCH AIRLINES,,2024-11-03 03:38:19
12:0012:10,12:10,Lisbon,TAP PORTUGAL,,2024-11-03 03:38:19
12:05,,Paris,AIR FRANCE,,2024-11-03 03:38:19
12:05,,London,EASYJET,,2024-11-03 03:38:19
12:10,,London,BRITISH AIRWAYS,,2024-11-03 03:38:19
12:20,,Montreal,AIR CANADA,,2024-11-03 03:38:19
12:30,,London,EASYJET,,2024-11-03 03:38:19
12:35,,Madrid,IBERIA,,2024-11-03 03:38:19
12:40,,Lisbon,EASYJET,,2024-11-03 03:38:19
12:50,,Seville,EASYJET,,2024-11-03 03:38:19
12:50,,London,SWISS,,2024-11-03 03:38:19
12:55,,Nice,EASYJET,,2024-11-03 03:38:19
13:00,,Paris,EASYJET,,2024-11-03 03:38:19
13:15,,Catania,EASYJET,,2024-11-03 03:38:19
13:30,,Porto,EASYJET,,2024-11-03 03:38:19
13:30,,Bari,EASYJET,,2024-11-03 03:38:19
13:40,,Frankfurt,LUFTHANSA,,2024-11-03 03:38:19
13:45,,Tunis,NOUVELAIR TUNISIE,,2024-11-03 03:38:19
13:50,,Olbia,EASYJET,,2024-11-03 03:38:19
13:50,,Hamburg,SWISS,,2024-11-03 03:38:19
13:55,,Pristina,GP AVIATION,,2024-11-03 03:38:19
14:05,,Cagliari,EASYJET,,2024-11-03 03:38:19
14:05,,Cairo,EGYPTAIR,,2024-11-03 03:38:19
14:10,,Madrid,IBERIA,,2024-11-03 03:38:19
14:10,,Lille,EASYJET,,2024-11-03 03:38:19
14:10,,Split,EASYJET,,2024-11-03 03:38:19
14:10,,Dublin,AER LINGUS,,2024-11-03 03:38:19
14:15,,Budapest,EASYJET,,2024-11-03 03:38:19
14:20,,Istanbul,PEGASUS,,2024-11-03 03:38:19
14:30,,London,BRITISH AIRWAYS,,2024-11-03 03:38:19
14:35,,London,EASYJET,,2024-11-03 03:38:19
14:35,,Amsterdam,KLM ROYAL DUTCH AIRLINES,,2024-11-03 03:38:19
14:45,,Istanbul,TURKISH AIRLINES,,2024-11-03 03:38:19
14:50,,Zurich,SWISS,,2024-11-03 03:38:19
15:00,,Paris,AIR FRANCE,,2024-11-03 03:38:19
15:00,,Dubai,EMIRATES,,2024-11-03 03:38:19
15:00,,Agadir,EASYJET,,2024-11-03 03:38:19
15:00,,Jeddah,SAUDIA,,2024-11-03 03:38:19
15:10,,Barcelona,EASYJET,,2024-11-03 03:38:19
15:15,,Prague,EASYJET,,2024-11-03 03:38:19
15:20,,Lisbon,EASYJET,,2024-11-03 03:38:19
15:25,,Doha,QATAR AIRWAYS,,2024-11-03 03:38:19
15:40,,Pristina,EASYJET,,2024-11-03 03:38:19
15:55,,London,SWISS,,2024-11-03 03:38:19
16:10,,Porto,SWISS,,2024-11-03 03:38:19
16:10,,Berlin,EASYJET,,2024-11-03 03:38:19
16:20,,Nantes,EASYJET,,2024-11-03 03:38:19
16:25,,Porto,TAP PORTUGAL,,2024-11-03 03:38:19
16:25,,Amsterdam,EASYJET,,2024-11-03 03:38:19
16:25,,London,BRITISH AIRWAYS,,2024-11-03 03:38:19
16:30,,Porto,EASYJET,,2024-11-03 03:38:19
16:35,,Bristol,EASYJET,,2024-11-03 03:38:19
16:40,,Barcelona,EASYJET,,2024-11-03 03:38:19
16:45,,Frankfurt,LUFTHANSA,,2024-11-03 03:38:19
16:45,,Lisbon,EASYJET,,2024-11-03 03:38:19
16:55,,Athens,AEGEAN AIRLINES,,2024-11-03 03:38:19
16:55,,Casablanca,ROYAL AIR MAROC,,2024-11-03 03:38:19
17:00,,Brussels,BRUSSELS AIRLINES,,2024-11-03 03:38:19
17:00,,Tunis,TUNISAIR,,2024-11-03 03:38:19
17:00,,Luxembourg,LUXAIR,,2024-11-03 03:38:19
17:05,,Paris,AIR FRANCE,,2024-11-03 03:38:19
17:10,,Munich,AIR DOLOMITI,,2024-11-03 03:38:19
17:30,,Amsterdam,KLM ROYAL DUTCH AIRLINES,,2024-11-03 03:38:19
17:40,,Vienna,AUSTRIAN,,2024-11-03 03:38:19
17:40,,Brussels,SWISS,,2024-11-03 03:38:19
17:40,,Porto,EASYJET,,2024-11-03 03:38:19
17:45,,Berlin,SWISS,,2024-11-03 03:38:19
17:50,,London,SWISS,,2024-11-03 03:38:19
17:55,,Nice,SWISS,,2024-11-03 03:38:19
17:55,,Copenhagen,EASYJET,,2024-11-03 03:38:19
18:00,,Naples,EASYJET,,2024-11-03 03:38:19
18:10,,Barcelona,VUELING,,2024-11-03 03:38:19
18:15,,Paris,AIR FRANCE,,2024-11-03 03:38:19
18:20,,Lisbon,TAP PORTUGAL,,2024-11-03 03:38:19
18:20,,Ibiza,EASYJET,,2024-11-03 03:38:19
18:20,,Alicante,EASYJET,,2024-11-03 03:38:19
18:25,,Frankfurt,AIR DOLOMITI,,2024-11-03 03:38:19
18:30,,Nice,EASYJET,,2024-11-03 03:38:19
18:35,,Madrid,IBERIA,,2024-11-03 03:38:19
18:35,,Istanbul,TURKISH AIRLINES,,2024-11-03 03:38:19
18:40,,London,EASYJET,,2024-11-03 03:38:19
18:40,,London,BRITISH AIRWAYS,,2024-11-03 03:38:19
18:45,,Rome,EASYJET,,2024-11-03 03:38:19
18:50,,Barcelona,EASYJET,,2024-11-03 03:38:19
18:55,,Bordeaux,EASYJET,,2024-11-03 03:38:19
18:55,,Rome,ITA AIRWAYS,,2024-11-03 03:38:19
19:00,,Toulouse,EASYJET,,2024-11-03 03:38:19
19:00,,Manchester,EASYJET,,2024-11-03 03:38:19
19:10,,Brussels,SWISS,,2024-11-03 03:38:19
19:15,,London,EASYJET,,2024-11-03 03:38:19
19:15,,Brussels,EASYJET,,2024-11-03 03:38:19
19:20,,Zurich,SWISS,,2024-11-03 03:38:19
19:25,,Amsterdam,KLM ROYAL DUTCH AIRLINES,,2024-11-03 03:38:19
19:35,,Paris,EASYJET,,2024-11-03 03:38:19
19:40,,Warsaw,LOT POLISH AIRLINES,,2024-11-03 03:38:19
19:50,,Nantes,EASYJET,,2024-11-03 03:38:19
19:55,,Vienna,AUSTRIAN,,2024-11-03 03:38:19
20:05,,Munich,AIR DOLOMITI,,2024-11-03 03:38:19
20:10,,Nice,EASYJET,,2024-11-03 03:38:19
20:15,,Copenhagen,SAS SCANDINAVIAN AIRLINES,,2024-11-03 03:38:19
20:30,,Paris,AIR FRANCE,,2024-11-03 03:38:19
20:30,,Zurich,SWISS,,2024-11-03 03:38:19
20:40,,Dubai,EMIRATES,,2024-11-03 03:38:19
20:40,,Barcelona,EASYJET,,2024-11-03 03:38:19
20:45,,Madrid,IBERIA,,2024-11-03 03:38:19
20:50,,London,SWISS,,2024-11-03 03:38:19
21:00,,Berlin,EASYJET,,2024-11-03 03:38:19
21:00,,Prague,EUROWINGS,,2024-11-03 03:38:19
21:10,,Brussels,BRUSSELS AIRLINES,,2024-11-03 03:38:19
22:15,,Addis Ababa,ETHIOPIAN AIRLINES,,2024-11-03 03:38:19
