time,expected,origin,airline,status,scrape_time
18:10,,Tunis,TUNISAIR,Delayed,2024-11-02 12:06:34
18:1518:12,18:12,Helsinki,FINNAIR,Arrived,2024-11-02 12:06:34
18:1518:35,18:35,Seville,EASYJET,Arrived,2024-11-02 12:06:34
18:3018:22,18:22,Porto,TAP PORTUGAL,Arrived,2024-11-02 12:06:34
18:3518:26,18:26,Hurghada,EASYJET,Arrived,2024-11-02 12:06:34
18:4018:31,18:31,Amsterdam,KLM ROYAL DUTCH AIRLINES,Arrived,2024-11-02 12:06:34
18:4518:18,18:18,Dubai,EMIRATES,Arrived,2024-11-02 12:06:34
18:5018:42,18:42,Zurich,SWISS,Arrived,2024-11-02 12:06:34
18:5518:29,18:29,Copenhagen,SWISS,Arrived,2024-11-02 12:06:34
19:0018:52,18:52,Warsaw,LOT POLISH AIRLINES,Arrived,2024-11-02 12:06:34
19:1019:01,19:01,Vienna,AUSTRIAN,Arrived,2024-11-02 12:06:34
19:1518:59,18:59,Stockholm,SWISS,Arrived,2024-11-02 12:06:34
19:2519:21,19:21,London,EASYJET,,2024-11-02 12:06:34
19:4019:31,19:31,Paris,AIR FRANCE,,2024-11-02 12:06:34
20:0020:00,20:00,Madrid,IBERIA,,2024-11-02 12:06:34
20:0520:08,20:08,London,SWISS,,2024-11-02 12:06:34
20:2020:15,20:15,London,BRITISH AIRWAYS,,2024-11-02 12:06:34
20:3020:41,20:41,Porto,EASYJET,,2024-11-02 12:06:34
20:55,,Munich,AIR DOLOMITI,,2024-11-02 12:06:34
21:05,,Copenhagen,EASYJET,,2024-11-02 12:06:34
21:15,,Pristina,EASYJET,,2024-11-02 12:06:34
21:20,,Manchester,ETHIOPIAN AIRLINES,,2024-11-02 12:06:34
21:30,,Palma de Mallorca,EASYJET,,2024-11-02 12:06:34
21:30,,Lisbon,SWISS,,2024-11-02 12:06:34
21:50,,Zurich,SWISS,,2024-11-02 12:06:34
21:55,,Barcelona,EASYJET,,2024-11-02 12:06:34
21:5521:50,21:50,Funchal,EASYJET,,2024-11-02 12:06:34
21:55,,Mykonos,EASYJET,,2024-11-02 12:06:34
21:55,,Olbia,EASYJET,,2024-11-02 12:06:34
21:55,,Rabat,EASYJET,,2024-11-02 12:06:34
22:00,,Berlin,SWISS,,2024-11-02 12:06:34
22:05,,London,SWISS,,2024-11-02 12:06:34
22:05,,Bordeaux,EASYJET,,2024-11-02 12:06:34
22:10,,Nantes,EASYJET,,2024-11-02 12:06:34
22:10,,London,BRITISH AIRWAYS,,2024-11-02 12:06:34
22:15,,Malaga,EASYJET,,2024-11-02 12:06:34
22:20,,Malta,EASYJET,,2024-11-02 12:06:34
22:20,,Madrid,IBERIA,,2024-11-02 12:06:34
22:25,,Frankfurt,LUFTHANSA,,2024-11-02 12:06:34
22:25,,Brussels,SWISS,,2024-11-02 12:06:34
22:30,,Gran Canaria,EASYJET,,2024-11-02 12:06:34
22:35,,Heraklion,EASYJET,,2024-11-02 12:06:34
22:35,,Palermo,EASYJET,,2024-11-02 12:06:34
22:45,,Amsterdam,KLM ROYAL DUTCH AIRLINES,,2024-11-02 12:06:34
23:00,,Paris,AIR FRANCE,,2024-11-02 12:06:34
23:15,,Lisbon,TAP PORTUGAL,,2024-11-02 12:06:34
23:35,,Zurich,SWISS,,2024-11-02 12:06:34
