time,expected,origin,airline,status,scrape_time
06:15,,Doha,QATAR AIRWAYS,,2024-10-28 03:38:57
06:15,,Addis Ababa,ETHIOPIAN AIRLINES,,2024-10-28 03:38:57
06:2505:56,05:56,New York,UNITED AIRLINES,,2024-10-28 03:38:57
06:3506:17,06:17,Washington,UNITED AIRLINES,,2024-10-28 03:38:57
06:55,,Abu Dhabi,ETIHAD AIRWAYS,,2024-10-28 03:38:57
07:1506:21,06:21,Beijing,AIR CHINA,,2024-10-28 03:38:57
07:40,,Luxembourg,LUXAIR,,2024-10-28 03:38:57
07:55,,Brussels,BRUSSELS AIRLINES,,2024-10-28 03:38:57
07:55,,Palma de Mallorca,EASYJET,,2024-10-28 03:38:57
08:10,,Frankfurt,LUFTHANSA,,2024-10-28 03:38:57
08:15,,Paris,AIR FRANCE,,2024-10-28 03:38:57
08:15,,Barcelona,EASYJET,,2024-10-28 03:38:57
08:15,,Düsseldorf,EUROWINGS,,2024-10-28 03:38:57
08:25,,Amsterdam,KLM ROYAL DUTCH AIRLINES,,2024-10-28 03:38:57
08:25,,Zurich,SWISS,,2024-10-28 03:38:57
08:35,,Malaga,EASYJET,,2024-10-28 03:38:57
08:45,,Munich,AIR DOLOMITI,,2024-10-28 03:38:57
08:50,,Vienna,AUSTRIAN,,2024-10-28 03:38:57
08:50,,London,EASYJET,,2024-10-28 03:38:57
08:55,,Tunis,TUNISAIR,,2024-10-28 03:38:57
09:00,,Barcelona,VUELING,,2024-10-28 03:38:57
09:10,,London,EASYJET,,2024-10-28 03:38:57
09:15,,Madrid,IBERIA,,2024-10-28 03:38:57
09:2008:46,08:46,New York,SWISS,,2024-10-28 03:38:57
09:25,,Paris,EASYJET,,2024-10-28 03:38:57
09:25,,London,BRITISH AIRWAYS,,2024-10-28 03:38:57
09:35,,London,SWISS,,2024-10-28 03:38:57
09:35,,Porto,EASYJET,,2024-10-28 03:38:57
09:40,,Faro,EASYJET,,2024-10-28 03:38:57
09:40,,Edinburgh,EASYJET,,2024-10-28 03:38:57
09:40,,Warsaw,LOT POLISH AIRLINES,,2024-10-28 03:38:57
09:40,,Paris,AIR FRANCE,,2024-10-28 03:38:57
09:45,,Zurich,SWISS,,2024-10-28 03:38:57
09:50,,Brussels,EASYJET,,2024-10-28 03:38:57
10:00,,Istanbul,TURKISH AIRLINES,Aheaded,2024-10-28 03:38:57
10:00,,Montreal,AIR CANADA,,2024-10-28 03:38:57
10:05,,Helsinki,FINNAIR,,2024-10-28 03:38:57
10:10,,Athens,AEGEAN AIRLINES,,2024-10-28 03:38:57
10:10,,Dublin,AER LINGUS,,2024-10-28 03:38:57
10:15,,Frankfurt,AIR DOLOMITI,,2024-10-28 03:38:57
10:20,,Brussels,SWISS,,2024-10-28 03:38:57
10:20,,Barcelona,EASYJET,,2024-10-28 03:38:57
10:25,,Valencia,SWISS,,2024-10-28 03:38:57
10:30,,Rome,EASYJET,,2024-10-28 03:38:57
10:40,,Beirut,MEA MIDDLE EAST AIRLINES,,2024-10-28 03:38:57
10:45,,Rome,ITA AIRWAYS,,2024-10-28 03:38:57
10:50,,London,EASYJET,,2024-10-28 03:38:57
10:50,,Bordeaux,EASYJET,,2024-10-28 03:38:57
10:55,,Budapest,EASYJET,,2024-10-28 03:38:57
11:00,,Amsterdam,KLM ROYAL DUTCH AIRLINES,,2024-10-28 03:38:57
11:10,,Lisbon,TAP PORTUGAL,,2024-10-28 03:38:57
11:10,,Hamburg,SWISS,,2024-10-28 03:38:57
11:10,,Belgrade,EASYJET,,2024-10-28 03:38:57
11:10,,London,BRITISH AIRWAYS,,2024-10-28 03:38:57
11:15,,Paris,AIR FRANCE,,2024-10-28 03:38:57
11:30,,Berlin,EASYJET,,2024-10-28 03:38:57
11:30,,Budapest,EASYJET,,2024-10-28 03:38:57
11:40,,London,SWISS,,2024-10-28 03:38:57
11:45,,Nice,EASYJET,,2024-10-28 03:38:57
11:50,,Madrid,IBERIA,,2024-10-28 03:38:57
12:05,,Copenhagen,EASYJET,,2024-10-28 03:38:57
12:05,,Ajaccio,EASYJET,,2024-10-28 03:38:57
12:10,,London,BRITISH AIRWAYS,,2024-10-28 03:38:57
12:25,,Porto,SWISS,,2024-10-28 03:38:57
12:30,,Santiago de Compostela,EASYJET,,2024-10-28 03:38:57
12:30,,Porto,EASYJET,,2024-10-28 03:38:57
12:30,,Lisbon,EASYJET,,2024-10-28 03:38:57
12:40,,Pristina,EASYJET,,2024-10-28 03:38:57
12:40,,London,BRITISH AIRWAYS,Cancelled,2024-10-28 03:38:57
12:40,,Naples,EASYJET,,2024-10-28 03:38:57
12:45,,Dubai,EMIRATES,,2024-10-28 03:38:57
12:50,,Zurich,SWISS,,2024-10-28 03:38:57
13:05,,Frankfurt,LUFTHANSA,,2024-10-28 03:38:57
13:05,,Kuwait,KUWAIT AIRWAYS,,2024-10-28 03:38:57
13:15,,Izmir,SUN EXPRESS,,2024-10-28 03:38:57
13:20,,Istanbul,PEGASUS,,2024-10-28 03:38:57
13:20,,London,EASYJET,,2024-10-28 03:38:57
13:25,,Madrid,IBERIA,,2024-10-28 03:38:57
13:35,,Riyadh,SAUDIA,,2024-10-28 03:38:57
13:45,,Zurich,SWISS,,2024-10-28 03:38:57
13:45,,Malaga,EASYJET,,2024-10-28 03:38:57
13:50,,Nantes,EASYJET,,2024-10-28 03:38:57
13:50,,Istanbul,TURKISH AIRLINES,,2024-10-28 03:38:57
13:50,,Amsterdam,KLM ROYAL DUTCH AIRLINES,,2024-10-28 03:38:57
13:50,,Manchester,EASYJET,,2024-10-28 03:38:57
14:10,,Paris,AIR FRANCE,,2024-10-28 03:38:57
14:20,,Athens,SWISS,,2024-10-28 03:38:57
14:30,,Valencia,EASYJET,,2024-10-28 03:38:57
14:35,,London,BRITISH AIRWAYS,,2024-10-28 03:38:57
15:10,,Marrakech,EASYJET,,2024-10-28 03:38:57
15:10,,Porto,EASYJET,,2024-10-28 03:38:57
15:15,,Birmingham,EASYJET,,2024-10-28 03:38:57
15:20,,London,EASYJET,,2024-10-28 03:38:57
15:30,,Algiers,AIR ALGERIE,,2024-10-28 03:38:57
15:45,,Madrid,EASYJET,,2024-10-28 03:38:57
15:55,,Casablanca,ROYAL AIR MAROC,,2024-10-28 03:38:57
16:05,,Frankfurt,LUFTHANSA,,2024-10-28 03:38:57
16:10,,Alicante,EASYJET,,2024-10-28 03:38:57
16:15,,Paris,AIR FRANCE,,2024-10-28 03:38:57
16:30,,Munich,AIR DOLOMITI,,2024-10-28 03:38:57
16:30,,Barcelona,EASYJET,,2024-10-28 03:38:57
16:40,,Berlin,EASYJET,,2024-10-28 03:38:57
16:40,,Amsterdam,KLM ROYAL DUTCH AIRLINES,,2024-10-28 03:38:57
16:50,,Manchester,EASYJET,,2024-10-28 03:38:57
16:55,,Venice,EASYJET,,2024-10-28 03:38:57
16:55,,Athens,SWISS,,2024-10-28 03:38:57
16:55,,Toulouse,EASYJET,,2024-10-28 03:38:57
17:00,,Malaga,SWISS,,2024-10-28 03:38:57
17:05,,London,SWISS,,2024-10-28 03:38:57
17:05,,Palma de Mallorca,EASYJET,,2024-10-28 03:38:57
17:10,,Bordeaux,EASYJET,,2024-10-28 03:38:57
17:25,,Istanbul,TURKISH AIRLINES,,2024-10-28 03:38:57
17:25,,Paris,AIR FRANCE,,2024-10-28 03:38:57
17:30,,Lisbon,TAP PORTUGAL,,2024-10-28 03:38:57
17:35,,Zurich,SWISS,,2024-10-28 03:38:57
17:35,,Prague,EASYJET,,2024-10-28 03:38:57
17:45,,Frankfurt,AIR DOLOMITI,,2024-10-28 03:38:57
