time,expected,origin,airline,status,scrape_time
11:00,,London,EASYJET,Cancelled,2024-10-27 18:36:40
17:4518:00,18:00,Frankfurt,AIR DOLOMITI,Arrived,2024-10-27 18:36:40
17:4518:34,18:34,Cagliari,EASYJET,Arrived,2024-10-27 18:36:40
17:4518:11,18:11,Nice,EASYJET,Arrived,2024-10-27 18:36:40
17:5017:46,17:46,Madrid,IBERIA,Arrived,2024-10-27 18:36:40
17:5017:52,17:52,London,BRITISH AIRWAYS,Arrived,2024-10-27 18:36:40
18:0017:58,17:58,Rome,ITA AIRWAYS,Arrived,2024-10-27 18:36:40
18:0017:41,17:41,Bari,EASYJET,Arrived,2024-10-27 18:36:40
18:0518:30,18:30,Seville,EASYJET,Arrived,2024-10-27 18:36:40
18:0518:28,18:28,Split,EASYJET,Arrived,2024-10-27 18:36:40
18:1018:23,18:23,Hamburg,SWISS,Arrived,2024-10-27 18:36:40
18:1019:54,19:54,Manchester,EASYJET,,2024-10-27 18:36:40
18:1518:38,18:38,Helsinki,FINNAIR,,2024-10-27 18:36:40
18:2019:07,19:07,Catania,EASYJET,,2024-10-27 18:36:40
18:2518:31,18:31,Lisbon,EASYJET,,2024-10-27 18:36:40
18:30,,Budapest,EASYJET,Cancelled,2024-10-27 18:36:40
18:4018:40,18:40,Porto,EASYJET,,2024-10-27 18:36:40
18:4018:46,18:46,Amsterdam,KLM ROYAL DUTCH AIRLINES,,2024-10-27 18:36:40
18:4518:36,18:36,Dubai,EMIRATES,,2024-10-27 18:36:40
18:5019:04,19:04,Zurich,SWISS,,2024-10-27 18:36:40
19:0019:45,19:45,Prague,EASYJET,,2024-10-27 18:36:40
19:0019:12,19:12,Warsaw,LOT POLISH AIRLINES,,2024-10-27 18:36:40
19:1019:12,19:12,Vienna,AUSTRIAN,,2024-10-27 18:36:40
19:15,,Barcelona,EASYJET,Delayed,2024-10-27 18:36:40
19:25,,Munich,AIR DOLOMITI,,2024-10-27 18:36:40
19:3019:20,19:20,Copenhagen,SAS SCANDINAVIAN AIRLINES,,2024-10-27 18:36:40
19:35,,Nantes,EASYJET,Delayed,2024-10-27 18:36:40
19:40,,Paris,AIR FRANCE,Delayed,2024-10-27 18:36:40
20:0020:00,20:00,Madrid,IBERIA,,2024-10-27 18:36:40
20:00,,Barcelona,EASYJET,Delayed,2024-10-27 18:36:40
20:05,,London,SWISS,,2024-10-27 18:36:40
20:10,,Prague,EUROWINGS,,2024-10-27 18:36:40
20:20,,Berlin,EASYJET,,2024-10-27 18:36:40
20:20,,Brussels,BRUSSELS AIRLINES,Delayed,2024-10-27 18:36:40
20:40,,Nice,SWISS,,2024-10-27 18:36:40
21:00,,Brussels,SWISS,,2024-10-27 18:36:40
21:05,,Pristina,EASYJET,,2024-10-27 18:36:40
21:20,,Manchester,ETHIOPIAN AIRLINES,,2024-10-27 18:36:40
21:50,,Porto,SWISS,,2024-10-27 18:36:40
21:50,,Zurich,SWISS,,2024-10-27 18:36:40
21:55,,Toulouse,EASYJET,,2024-10-27 18:36:40
21:55,,Frankfurt,LUFTHANSA,,2024-10-27 18:36:40
22:05,,London,BRITISH AIRWAYS,,2024-10-27 18:36:40
22:05,,London,SWISS,,2024-10-27 18:36:40
22:15,,Bordeaux,EASYJET,,2024-10-27 18:36:40
22:20,,Madrid,IBERIA,,2024-10-27 18:36:40
22:25,,Brussels,SWISS,,2024-10-27 18:36:40
22:25,,Rome,EASYJET,,2024-10-27 18:36:40
22:30,,Ibiza,EASYJET,,2024-10-27 18:36:40
22:30,,Brussels,EASYJET,,2024-10-27 18:36:40
22:30,,Lisbon,EASYJET,,2024-10-27 18:36:40
22:30,,Paris,EASYJET,,2024-10-27 18:36:40
22:35,,Barcelona,EASYJET,,2024-10-27 18:36:40
22:35,,London,EASYJET,Cancelled,2024-10-27 18:36:40
22:40,,Copenhagen,EASYJET,,2024-10-27 18:36:40
22:45,,Nice,EASYJET,,2024-10-27 18:36:40
22:45,,Amsterdam,KLM ROYAL DUTCH AIRLINES,,2024-10-27 18:36:40
22:50,,Alicante,EASYJET,,2024-10-27 18:36:40
22:50,,Agadir,EASYJET,,2024-10-27 18:36:40
22:50,,Porto,EASYJET,,2024-10-27 18:36:40
23:00,,London,EASYJET,,2024-10-27 18:36:40
23:00,,Nantes,EASYJET,,2024-10-27 18:36:40
23:00,,Paris,AIR FRANCE,,2024-10-27 18:36:40
23:05,,Munich,AIR DOLOMITI,,2024-10-27 18:36:40
23:15,,Lisbon,TAP PORTUGAL,,2024-10-27 18:36:40
23:35,,Zurich,SWISS,,2024-10-27 18:36:40
