time,expected,origin,airline,status,scrape_time
09:3009:24,09:24,Dublin,AER LINGUS,Arrived,2024-10-26 10:27:50
09:35,,Nantes,EASYJET,Delayed,2024-10-26 10:27:50
09:3510:16,10:16,London,SWISS,Arrived,2024-10-26 10:27:50
09:4010:35,10:35,Paris,AIR FRANCE,,2024-10-26 10:27:50
09:4009:27,09:27,Porto,EASYJET,Arrived,2024-10-26 10:27:50
09:4511:53,11:53,Lisbon,EASYJET,,2024-10-26 10:27:50
09:4509:37,09:37,Warsaw,LOT POLISH AIRLINES,Arrived,2024-10-26 10:27:50
09:5009:07,09:07,Montreal,AIR CANADA,Arrived,2024-10-26 10:27:50
09:5009:40,09:40,Faro,EASYJET,Arrived,2024-10-26 10:27:50
09:5510:26,10:26,Manchester,EASYJET,Arrived,2024-10-26 10:27:50
10:0010:13,10:13,London,EASYJET,Arrived,2024-10-26 10:27:50
10:0009:49,09:49,Zurich,SWISS,Arrived,2024-10-26 10:27:50
10:0510:03,10:03,Brussels,SWISS,Arrived,2024-10-26 10:27:50
10:0510:10,10:10,Frankfurt,SWISS,Arrived,2024-10-26 10:27:50
10:0509:46,09:46,Helsinki,FINNAIR,Arrived,2024-10-26 10:27:50
10:1010:01,10:01,Paris,EASYJET,Arrived,2024-10-26 10:27:50
10:2510:21,10:21,Djerba,TUNISAIR,Arrived,2024-10-26 10:27:50
10:3010:19,10:19,Athens,AEGEAN AIRLINES,Arrived,2024-10-26 10:27:50
10:3510:05,10:05,Beirut,MEA MIDDLE EAST AIRLINES,Arrived,2024-10-26 10:27:50
10:4010:42,10:42,Alicante,EASYJET,,2024-10-26 10:27:50
10:4510:49,10:49,Rome,ITA AIRWAYS,,2024-10-26 10:27:50
10:4510:08,10:08,New York,DELTA AIR LINES,Arrived,2024-10-26 10:27:50
10:5010:39,10:39,London,EASYJET,,2024-10-26 10:27:50
10:5010:44,10:44,Figari,EASYJET,,2024-10-26 10:27:50
10:5011:13,11:13,Ibiza,EASYJET,,2024-10-26 10:27:50
11:0010:52,10:52,Porto,EASYJET,,2024-10-26 10:27:50
11:0510:42,10:42,Berlin,EASYJET,,2024-10-26 10:27:50
11:10,,Paris,AIR FRANCE,,2024-10-26 10:27:50
11:1011:07,11:07,Amsterdam,KLM ROYAL DUTCH AIRLINES,,2024-10-26 10:27:50
