time,expected,origin,airline,status,scrape_time
13:3513:38,13:38,Jeddah,SAUDIA,Arrived,2024-11-02 07:32:58
13:4512:59,12:59,Doha,QATAR AIRWAYS,Arrived,2024-11-02 07:32:58
13:4514:04,14:04,Zurich,SWISS,Arrived,2024-11-02 07:32:58
13:5013:28,13:28,London,BRITISH AIRWAYS,Arrived,2024-11-02 07:32:58
13:5014:34,14:34,Amsterdam,KLM ROYAL DUTCH AIRLINES,,2024-11-02 07:32:58
13:5013:51,13:51,Istanbul,TURKISH AIRLINES,Arrived,2024-11-02 07:32:58
13:5513:23,13:23,Amman,ROYAL JORDANIAN,Arrived,2024-11-02 07:32:58
14:0014:23,14:23,Toulouse,EASYJET,Arrived,2024-11-02 07:32:58
14:0013:49,13:49,Porto,SWISS,Arrived,2024-11-02 07:32:58
14:1014:20,14:20,Paris,AIR FRANCE,Arrived,2024-11-02 07:32:58
14:2013:55,13:55,Athens,SWISS,Arrived,2024-11-02 07:32:58
14:2514:14,14:14,Cairo,EGYPTAIR,Arrived,2024-11-02 07:32:58
14:3014:16,14:16,Bastia,EASYJET,Arrived,2024-11-02 07:32:58
14:5014:59,14:59,Palma de Mallorca,EASYJET,,2024-11-02 07:32:58
14:5514:34,14:34,Lanzarote,EASYJET,,2024-11-02 07:32:58
15:0015:17,15:17,Lisbon,EASYJET,,2024-11-02 07:32:58
15:1015:20,15:20,Edinburgh,EASYJET,,2024-11-02 07:32:58
15:1515:30,15:30,Algiers,AIR ALGERIE,,2024-11-02 07:32:58
15:2515:15,15:15,London,BRITISH AIRWAYS,,2024-11-02 07:32:58
15:4515:42,15:42,Enfidha,EASYJET,,2024-11-02 07:32:58
15:4515:25,15:25,Tenerife,EASYJET,,2024-11-02 07:32:58
15:55,,Casablanca,ROYAL AIR MAROC,,2024-11-02 07:32:58
16:10,,Brussels,BRUSSELS AIRLINES,,2024-11-02 07:32:58
16:10,,Nantes,EASYJET,,2024-11-02 07:32:58
16:15,,Munich,AIR DOLOMITI,,2024-11-02 07:32:58
16:20,,Menorca,EASYJET,,2024-11-02 07:32:58
16:25,,Lisbon,EASYJET,,2024-11-02 07:32:58
16:30,,Palma de Mallorca,EASYJET,,2024-11-02 07:32:58
16:40,,Amsterdam,KLM ROYAL DUTCH AIRLINES,,2024-11-02 07:32:58
16:55,,London,BRITISH AIRWAYS,,2024-11-02 07:32:58
16:5516:43,16:43,Athens,SWISS,,2024-11-02 07:32:58
17:00,,Amsterdam,EASYJET,,2024-11-02 07:32:58
17:05,,London,SWISS,,2024-11-02 07:32:58
