time,expected,origin,airline,status,scrape_time
06:30,,Addis Ababa,ETHIOPIAN AIRLINES,,2024-10-24 04:11:32
07:3007:20,07:20,Beijing,AIR CHINA,,2024-10-24 04:11:32
07:3007:19,07:19,New York,UNITED AIRLINES,,2024-10-24 04:11:32
07:4007:29,07:29,Washington,UNITED AIRLINES,,2024-10-24 04:11:32
07:40,,Luxembourg,LUXAIR,,2024-10-24 04:11:32
07:40,,Palma de Mallorca,EASYJET,,2024-10-24 04:11:32
07:55,,Brussels,BRUSSELS AIRLINES,,2024-10-24 04:11:32
07:55,,Abu Dhabi,ETIHAD AIRWAYS,,2024-10-24 04:11:32
08:00,,Nice,EASYJET,,2024-10-24 04:11:32
08:20,,Amsterdam,KLM ROYAL DUTCH AIRLINES,,2024-10-24 04:11:32
08:20,,Paris,AIR FRANCE,,2024-10-24 04:11:32
08:25,,Barcelona,EASYJET,,2024-10-24 04:11:32
08:30,,Zurich,SWISS,,2024-10-24 04:11:32
08:35,,Frankfurt,LUFTHANSA,,2024-10-24 04:11:32
08:35,,Malaga,EASYJET,,2024-10-24 04:11:32
08:45,,Naples,EASYJET,,2024-10-24 04:11:32
08:50,,Vienna,AUSTRIAN,,2024-10-24 04:11:32
08:55,,Munich,AIR DOLOMITI,,2024-10-24 04:11:32
09:00,,Istanbul,TURKISH AIRLINES,Aheaded,2024-10-24 04:11:32
09:05,,Paris,EASYJET,,2024-10-24 04:11:32
09:10,,London,EASYJET,,2024-10-24 04:11:32
09:1509:23,09:23,New York,SWISS,,2024-10-24 04:11:32
09:15,,Madrid,IBERIA,,2024-10-24 04:11:32
09:25,,Brussels,EASYJET,,2024-10-24 04:11:32
09:30,,Dublin,AER LINGUS,,2024-10-24 04:11:32
09:35,,London,SWISS,,2024-10-24 04:11:32
09:40,,Paris,AIR FRANCE,,2024-10-24 04:11:32
09:45,,Warsaw,LOT POLISH AIRLINES,,2024-10-24 04:11:32
09:45,,Porto,EASYJET,,2024-10-24 04:11:32
09:55,,Cagliari,EASYJET,,2024-10-24 04:11:32
10:00,,Tunis,TUNISAIR,,2024-10-24 04:11:32
10:00,,Zurich,SWISS,,2024-10-24 04:11:32
10:05,,Brussels,SWISS,,2024-10-24 04:11:32
10:05,,Frankfurt,SWISS,,2024-10-24 04:11:32
10:05,,Faro,EASYJET,,2024-10-24 04:11:32
10:10,,Berlin,EASYJET,,2024-10-24 04:11:32
10:20,,Rome,EASYJET,,2024-10-24 04:11:32
10:25,,Copenhagen,SAS SCANDINAVIAN AIRLINES,,2024-10-24 04:11:32
10:30,,Athens,AEGEAN AIRLINES,,2024-10-24 04:11:32
10:30,,Bordeaux,EASYJET,,2024-10-24 04:11:32
10:40,,London,BRITISH AIRWAYS,,2024-10-24 04:11:32
10:4510:51,10:51,New York,DELTA AIR LINES,,2024-10-24 04:11:32
10:45,,Rome,ITA AIRWAYS,,2024-10-24 04:11:32
10:50,,Lisbon,EASYJET,,2024-10-24 04:11:32
10:55,,Catania,EASYJET,,2024-10-24 04:11:32
11:00,,London,EASYJET,,2024-10-24 04:11:32
11:00,,Tel Aviv-YafoVIA Larnaca,ARKIA,,2024-10-24 04:11:32
11:05,,Santiago de Compostela,EASYJET,,2024-10-24 04:11:32
11:10,,Amsterdam,KLM ROYAL DUTCH AIRLINES,,2024-10-24 04:11:32
11:10,,Paris,AIR FRANCE,,2024-10-24 04:11:32
11:15,,Porto,EASYJET,,2024-10-24 04:11:32
11:20,,Oslo,NORWEGIAN AIR SHUTTLE,,2024-10-24 04:11:32
11:20,,Valencia,SWISS,,2024-10-24 04:11:32
11:35,,London,SWISS,,2024-10-24 04:11:32
11:35,,Pristina,EASYJET,,2024-10-24 04:11:32
11:40,,Alicante,SWISS,,2024-10-24 04:11:32
11:50,,Madrid,IBERIA,,2024-10-24 04:11:32
11:55,,Copenhagen,EASYJET,,2024-10-24 04:11:32
12:00,,Casablanca,AIR ARABIA MAROC,,2024-10-24 04:11:32
12:10,,Lisbon,TAP PORTUGAL,,2024-10-24 04:11:32
12:10,,Pristina,SWISS,,2024-10-24 04:11:32
12:30,,Munich,AIR DOLOMITI,,2024-10-24 04:11:32
12:40,,Nice,EASYJET,,2024-10-24 04:11:32
12:45,,Zurich,SWISS,,2024-10-24 04:11:32
12:50,,Porto,EASYJET,,2024-10-24 04:11:32
13:05,,Marrakech,EASYJET,,2024-10-24 04:11:32
13:10,,Santorin,EASYJET,,2024-10-24 04:11:32
13:15,,Dubai,EMIRATES,,2024-10-24 04:11:32
13:20,,Istanbul,PEGASUS,,2024-10-24 04:11:32
13:25,,Frankfurt,AIR DOLOMITI,,2024-10-24 04:11:32
13:25,,Madrid,IBERIA,,2024-10-24 04:11:32
13:25,,Athens,EASYJET,,2024-10-24 04:11:32
13:35,,Amsterdam,KLM ROYAL DUTCH AIRLINES,,2024-10-24 04:11:32
13:40,,Barcelona,VUELING,,2024-10-24 04:11:32
13:45,,Istanbul,TURKISH AIRLINES,,2024-10-24 04:11:32
13:50,,Paris,AIR FRANCE,,2024-10-24 04:11:32
13:55,,Zurich,SWISS,,2024-10-24 04:11:32
14:00,,Manchester,EASYJET,,2024-10-24 04:11:32
14:00,,Edinburgh,EASYJET,,2024-10-24 04:11:32
14:05,,Frankfurt,SWISS,,2024-10-24 04:11:32
14:10,,Nantes,EASYJET,,2024-10-24 04:11:32
14:10,,London,BRITISH AIRWAYS,,2024-10-24 04:11:32
14:20,,Doha,QATAR AIRWAYS,,2024-10-24 04:11:32
14:30,,Barcelona,EASYJET,,2024-10-24 04:11:32
14:30,,Tunis,NOUVELAIR TUNISIE,,2024-10-24 04:11:32
14:35,,Jeddah,SAUDIA,,2024-10-24 04:11:32
14:40,,Budapest,EASYJET,,2024-10-24 04:11:32
14:40,,Ajaccio,EASYJET,,2024-10-24 04:11:32
14:45,,Heraklion,SWISS,,2024-10-24 04:11:32
14:50,,Marrakech,SWISS,,2024-10-24 04:11:32
14:50,,Enfidha,EASYJET,,2024-10-24 04:11:32
14:55,,Nice,EASYJET,,2024-10-24 04:11:32
15:00,,Malaga,EASYJET,,2024-10-24 04:11:32
15:10,,Alicante,EASYJET,,2024-10-24 04:11:32
15:15,,Olbia,EASYJET,,2024-10-24 04:11:32
15:35,,Porto,EASYJET,,2024-10-24 04:11:32
15:35,,Lisbon,EASYJET,,2024-10-24 04:11:32
15:45,,Ibiza,EASYJET,,2024-10-24 04:11:32
15:55,,Larnaca,SWISS,,2024-10-24 04:11:32
16:00,,Barcelona,EASYJET,,2024-10-24 04:11:32
16:10,,Paris,AIR FRANCE,,2024-10-24 04:11:32
16:15,,London,EASYJET,,2024-10-24 04:11:32
16:15,,Bristol,EASYJET,,2024-10-24 04:11:32
16:20,,Manchester,EASYJET,,2024-10-24 04:11:32
16:30,,Amsterdam,KLM ROYAL DUTCH AIRLINES,,2024-10-24 04:11:32
16:30,,Algiers,AIR ALGERIE,,2024-10-24 04:11:32
16:35,,Luxembourg,LUXAIR,,2024-10-24 04:11:32
16:35,,Hurghada,EASYJET,,2024-10-24 04:11:32
