time,expected,origin,airline,status,scrape_time
11:35,,London,SWISS,Cancelled,2024-10-23 21:50:24
21:2021:01,21:01,Porto,SWISS,Arrived,2024-10-23 21:50:24
21:3021:09,21:09,Hamburg,SWISS,Arrived,2024-10-23 21:50:24
21:4521:25,21:25,Brussels,SWISS,Arrived,2024-10-23 21:50:24
21:5021:33,21:33,Bordeaux,EASYJET,Arrived,2024-10-23 21:50:24
21:5021:52,21:52,Zurich,SWISS,,2024-10-23 21:50:24
21:5522:15,22:15,Paris,AIR FRANCE,,2024-10-23 21:50:24
22:0022:04,22:04,London,SWISS,,2024-10-23 21:50:24
22:0022:09,22:09,Vienna,SWISS,,2024-10-23 21:50:24
22:0022:01,22:01,Marrakech,EASYJET,,2024-10-23 21:50:24
22:10,,Frankfurt,SWISS,Cancelled,2024-10-23 21:50:24
22:1522:00,22:00,Lanzarote,EASYJET,,2024-10-23 21:50:24
22:1522:13,22:13,Nantes,EASYJET,,2024-10-23 21:50:24
22:1522:05,22:05,Amsterdam,KLM ROYAL DUTCH AIRLINES,,2024-10-23 21:50:24
22:2022:33,22:33,Paris,EASYJET,,2024-10-23 21:50:24
22:2022:10,22:10,Madrid,IBERIA,,2024-10-23 21:50:24
22:2522:29,22:29,Manchester,EASYJET,,2024-10-23 21:50:24
22:3522:33,22:33,Athens,EASYJET,,2024-10-23 21:50:24
22:3522:35,22:35,Menorca,EASYJET,,2024-10-23 21:50:24
22:3522:38,22:38,Sharm El-Sheikh,EASYJET,,2024-10-23 21:50:24
22:3522:35,22:35,Porto,EASYJET,,2024-10-23 21:50:24
22:4023:15,23:15,Edinburgh,EASYJET,,2024-10-23 21:50:24
22:4522:46,22:46,Brussels,EASYJET,,2024-10-23 21:50:24
22:50,,Nice,EASYJET,,2024-10-23 21:50:24
22:55,,London,EASYJET,Delayed,2024-10-23 21:50:24
22:5522:45,22:45,Copenhagen,EASYJET,,2024-10-23 21:50:24
23:0022:54,22:54,Brindisi,EASYJET,,2024-10-23 21:50:24
23:0022:44,22:44,Dublin,SWISS,,2024-10-23 21:50:24
23:10,,Munich,AIR DOLOMITI,,2024-10-23 21:50:24
23:10,,London,BRITISH AIRWAYS,,2024-10-23 21:50:24
23:1523:24,23:24,Lisbon,TAP PORTUGAL,,2024-10-23 21:50:24
23:2022:54,22:54,Brindisi,SWISS,,2024-10-23 21:50:24
23:3023:13,23:13,Athens,SWISS,,2024-10-23 21:50:24
23:35,,Zurich,SWISS,,2024-10-23 21:50:24
