time,expected,destination,airline,status,scrape_time
10:40,,Nantes,EASYJET,Cancelled,2024-11-06 11:15:20
17:2017:15,17:15,Porto,EASYJET,Took off,2024-11-06 11:15:20
17:20,,Toulouse,EASYJET,Took off,2024-11-06 11:15:20
17:30,,Amsterdam,KLM ROYAL DUTCH AIRLINES,Took off,2024-11-06 11:15:20
17:4017:40,17:40,Vienna,AUSTRIAN,Took off,2024-11-06 11:15:20
17:4017:40,17:40,Brussels,SWISS,Took off,2024-11-06 11:15:20
17:4518:15,18:15,Berlin,SWISS,Departed,2024-11-06 11:15:20
17:5017:50,17:50,London,SWISS,Took off,2024-11-06 11:15:20
18:1018:20,18:20,Barcelona,VUELING,Boarding,2024-11-06 11:15:20
18:15,,Paris,AIR FRANCE,Departed,2024-11-06 11:15:20
18:2019:40,19:40,Lisbon,TAP PORTUGAL,,2024-11-06 11:15:20
18:2018:15,18:15,Istanbul,TURKISH AIRLINES,Departed,2024-11-06 11:15:20
18:2018:10,18:10,Split,EASYJET,Departed,2024-11-06 11:15:20
18:20,,Rome,EASYJET,Boarding,2024-11-06 11:15:20
18:2518:45,18:45,Frankfurt,AIR DOLOMITI,Go to gate,2024-11-06 11:15:20
18:30,,Brussels,BRUSSELS AIRLINES,Boarding,2024-11-06 11:15:20
18:35,,Madrid,IBERIA,Boarding,2024-11-06 11:15:20
18:35,,Nice,SWISS,Boarding,2024-11-06 11:15:20
18:40,,London,BRITISH AIRWAYS,Boarding,2024-11-06 11:15:20
18:55,,Rome,ITA AIRWAYS,Go to gate,2024-11-06 11:15:20
18:55,,Casablanca,AIR ARABIA MAROC,Go to gate,2024-11-06 11:15:20
19:05,,Paris,EASYJET,,2024-11-06 11:15:20
19:10,,Brussels,SWISS,,2024-11-06 11:15:20
19:15,,Brussels,EASYJET,,2024-11-06 11:15:20
19:15,,Barcelona,EASYJET,,2024-11-06 11:15:20
19:20,,Zurich,SWISS,,2024-11-06 11:15:20
19:25,,Nantes,EASYJET,Cancelled,2024-11-06 11:15:20
19:2519:30,19:30,Amsterdam,KLM ROYAL DUTCH AIRLINES,,2024-11-06 11:15:20
19:4019:50,19:50,Warsaw,LOT POLISH AIRLINES,,2024-11-06 11:15:20
19:55,,Vienna,AUSTRIAN,,2024-11-06 11:15:20
19:55,,Manchester,EASYJET,,2024-11-06 11:15:20
20:05,,Munich,AIR DOLOMITI,,2024-11-06 11:15:20
20:15,,Zurich,SWISS,,2024-11-06 11:15:20
20:15,,Copenhagen,SAS SCANDINAVIAN AIRLINES,,2024-11-06 11:15:20
20:30,,Paris,AIR FRANCE,,2024-11-06 11:15:20
20:35,,London,EASYJET,,2024-11-06 11:15:20
20:40,,Dubai,EMIRATES,,2024-11-06 11:15:20
20:45,,Düsseldorf,EUROWINGS,,2024-11-06 11:15:20
20:50,,London,SWISS,,2024-11-06 11:15:20
20:55,,Luxembourg,LUXAIR,,2024-11-06 11:15:20
20:55,,Porto,EASYJET,,2024-11-06 11:15:20
20:55,,Berlin,EASYJET,,2024-11-06 11:15:20
21:00,,London,BRITISH AIRWAYS,,2024-11-06 11:15:20
