time,expected,origin,airline,status,scrape_time
06:15,,Addis Ababa,ETHIOPIAN AIRLINES,,2024-11-01 17:23:35
06:2506:29,06:29,New York,UNITED AIRLINES,,2024-11-01 17:23:35
06:3506:37,06:37,Washington,UNITED AIRLINES,,2024-11-01 17:23:35
06:55,,Abu Dhabi,ETIHAD AIRWAYS,,2024-11-01 17:23:35
07:1506:36,06:36,Beijing,AIR CHINA,,2024-11-01 17:23:35
07:50,,Nice,EASYJET,,2024-11-01 17:23:35
07:50,,Barcelone,EASYJET,,2024-11-01 17:23:35
07:55,,Palma de Mallorca,EASYJET,,2024-11-01 17:23:35
07:55,,Bruxelles,BRUSSELS AIRLINES,,2024-11-01 17:23:35
08:00,,Berlin,EASYJET,,2024-11-01 17:23:35
08:00,,Naples,EASYJET,,2024-11-01 17:23:35
08:10,,Francfort,LUFTHANSA,,2024-11-01 17:23:35
08:15,,Paris,AIR FRANCE,,2024-11-01 17:23:35
08:15,,Madrid,IBERIA,,2024-11-01 17:23:35
08:15,,Barcelone,VUELING,,2024-11-01 17:23:35
08:25,,Amsterdam,KLM ROYAL DUTCH AIRLINES,,2024-11-01 17:23:35
08:25,,Zurich,SWISS,,2024-11-01 17:23:35
08:40,,Munich,AIR DOLOMITI,,2024-11-01 17:23:35
08:45,,Bristol,EASYJET,,2024-11-01 17:23:35
08:50,,Vienne,AUSTRIAN,,2024-11-01 17:23:35
08:50,,Amsterdam,EASYJET,,2024-11-01 17:23:35
09:00,,Paris,EASYJET,,2024-11-01 17:23:35
09:15,,Bruxelles,EASYJET,,2024-11-01 17:23:35
09:15,,Porto,EASYJET,,2024-11-01 17:23:35
09:20,,Istanbul,TURKISH AIRLINES,,2024-11-01 17:23:35
09:20,,New York,SWISS,,2024-11-01 17:23:35
09:35,,Londres,SWISS,,2024-11-01 17:23:35
09:40,,Varsovie,LOT POLISH AIRLINES,,2024-11-01 17:23:35
09:40,,Paris,AIR FRANCE,,2024-11-01 17:23:35
09:40,,Londres,EASYJET,,2024-11-01 17:23:35
09:50,,Faro,EASYJET,,2024-11-01 17:23:35
10:00,,Montréal,AIR CANADA,,2024-11-01 17:23:35
10:00,,Zurich,SWISS,,2024-11-01 17:23:35
10:00,,Londres,EASYJET,,2024-11-01 17:23:35
10:05,,Helsinki,FINNAIR,,2024-11-01 17:23:35
10:10,,Athènes,AEGEAN AIRLINES,,2024-11-01 17:23:35
10:15,,Francfort,AIR DOLOMITI,,2024-11-01 17:23:35
10:15,,Bruxelles,SWISS,,2024-11-01 17:23:35
10:15,,Bordeaux,EASYJET,,2024-11-01 17:23:35
10:15,,Marrakech,EASYJET,Delayed,2024-11-01 17:23:35
10:30,,Manchester,EASYJET,,2024-11-01 17:23:35
10:40,,Beyrouth,MEA MIDDLE EAST AIRLINES,,2024-11-01 17:23:35
10:50,,Ibiza,EASYJET,,2024-11-01 17:23:35
11:00,,Amsterdam,KLM ROYAL DUTCH AIRLINES,,2024-11-01 17:23:35
11:05,,Rome,ITA AIRWAYS,,2024-11-01 17:23:35
11:10,,Lisbonne,TAP PORTUGAL,,2024-11-01 17:23:35
11:10,,Figari,EASYJET,,2024-11-01 17:23:35
11:15,,Paris,AIR FRANCE,,2024-11-01 17:23:35
11:25,,Nice,SWISS,,2024-11-01 17:23:35
11:30,,Porto,EASYJET,,2024-11-01 17:23:35
11:30,,Londres,BRITISH AIRWAYS,,2024-11-01 17:23:35
11:40,,Londres,SWISS,,2024-11-01 17:23:35
11:50,,Djerba,EASYJET,,2024-11-01 17:23:35
11:50,,Bari,EASYJET,,2024-11-01 17:23:35
11:50,,Madrid,IBERIA,,2024-11-01 17:23:35
12:05,,Lisbonne,EASYJET,,2024-11-01 17:23:35
12:10,,Alicante,EASYJET,,2024-11-01 17:23:35
12:30,,Munich,AIR DOLOMITI,,2024-11-01 17:23:35
12:30,,Londres,EASYJET,,2024-11-01 17:23:35
12:35,,Porto,EASYJET,,2024-11-01 17:23:35
12:35,,Athènes,EASYJET,,2024-11-01 17:23:35
12:35,,Pristina,SWISS,,2024-11-01 17:23:35
12:45,,Dubai,EMIRATES,,2024-11-01 17:23:35
13:05,,Francfort,LUFTHANSA,,2024-11-01 17:23:35
13:05,,Marrakech,EASYJET,,2024-11-01 17:23:35
13:10,,Ajaccio,EASYJET,,2024-11-01 17:23:35
13:15,,Nice,EASYJET,,2024-11-01 17:23:35
13:20,,Malaga,EASYJET,,2024-11-01 17:23:35
13:20,,Istanbul,PEGASUS,,2024-11-01 17:23:35
13:35,,Djeddah,SAUDIA,,2024-11-01 17:23:35
13:45,,Doha,QATAR AIRWAYS,,2024-11-01 17:23:35
13:45,,Zurich,SWISS,,2024-11-01 17:23:35
13:50,,Londres,BRITISH AIRWAYS,,2024-11-01 17:23:35
13:50,,Amsterdam,KLM ROYAL DUTCH AIRLINES,,2024-11-01 17:23:35
13:50,,Istanbul,TURKISH AIRLINES,,2024-11-01 17:23:35
13:55,,Amman,ROYAL JORDANIAN,,2024-11-01 17:23:35
14:00,,Toulouse,EASYJET,,2024-11-01 17:23:35
14:00,,Porto,SWISS,,2024-11-01 17:23:35
14:10,,Paris,AIR FRANCE,,2024-11-01 17:23:35
14:20,,Athènes,SWISS,,2024-11-01 17:23:35
14:25,,Caire,EGYPTAIR,,2024-11-01 17:23:35
14:30,,Bastia,EASYJET,,2024-11-01 17:23:35
14:50,,Palma de Mallorca,EASYJET,,2024-11-01 17:23:35
14:55,,Lanzarote,EASYJET,,2024-11-01 17:23:35
15:00,,Lisbonne,EASYJET,,2024-11-01 17:23:35
15:10,,Édimbourg,EASYJET,,2024-11-01 17:23:35
15:15,,Alger,AIR ALGERIE,,2024-11-01 17:23:35
15:25,,Londres,BRITISH AIRWAYS,,2024-11-01 17:23:35
15:45,,Enfidha,EASYJET,,2024-11-01 17:23:35
15:45,,Tenerife,EASYJET,,2024-11-01 17:23:35
15:55,,Casablanca,ROYAL AIR MAROC,,2024-11-01 17:23:35
16:10,,Bruxelles,BRUSSELS AIRLINES,,2024-11-01 17:23:35
16:10,,Nantes,EASYJET,,2024-11-01 17:23:35
16:15,,Munich,AIR DOLOMITI,,2024-11-01 17:23:35
16:20,,Menorca,EASYJET,,2024-11-01 17:23:35
16:25,,Lisbonne,EASYJET,,2024-11-01 17:23:35
16:30,,Palma de Mallorca,EASYJET,,2024-11-01 17:23:35
16:40,,Amsterdam,KLM ROYAL DUTCH AIRLINES,,2024-11-01 17:23:35
16:55,,Londres,BRITISH AIRWAYS,,2024-11-01 17:23:35
16:55,,Athènes,SWISS,,2024-11-01 17:23:35
17:00,,Amsterdam,EASYJET,,2024-11-01 17:23:35
17:05,,Londres,SWISS,,2024-11-01 17:23:35
17:05,,Barcelone,VUELING,,2024-11-01 17:23:35
17:25,,Istanbul,TURKISH AIRLINES,,2024-11-01 17:23:35
17:25,,Paris,AIR FRANCE,,2024-11-01 17:23:35
17:25,,Lisbonne,TAP PORTUGAL,,2024-11-01 17:23:35
17:40,,Oslo,SWISS,,2024-11-01 17:23:35
17:40,,Zurich,SWISS,,2024-11-01 17:23:35
17:45,,Split,EASYJET,,2024-11-01 17:23:35
17:45,,Francfort,AIR DOLOMITI,,2024-11-01 17:23:35
17:50,,Madrid,IBERIA,,2024-11-01 17:23:35
17:55,,Rome,EASYJET,,2024-11-01 17:23:35
17:55,,Antalya,PEGASUS,,2024-11-01 17:23:35
18:05,,Porto,EASYJET,,2024-11-01 17:23:35
18:05,,Sharm El-Sheikh,EASYJET,,2024-11-01 17:23:35
18:10,,Tunis,TUNISAIR,,2024-11-01 17:23:35
18:15,,Helsinki,FINNAIR,,2024-11-01 17:23:35
18:15,,Séville,EASYJET,,2024-11-01 17:23:35
18:30,,Porto,TAP PORTUGAL,,2024-11-01 17:23:35
18:35,,Hurghada,EASYJET,,2024-11-01 17:23:35
18:40,,Amsterdam,KLM ROYAL DUTCH AIRLINES,,2024-11-01 17:23:35
18:45,,Dubai,EMIRATES,,2024-11-01 17:23:35
18:50,,Zurich,SWISS,,2024-11-01 17:23:35
18:55,,Copenhague,SWISS,,2024-11-01 17:23:35
19:00,,Varsovie,LOT POLISH AIRLINES,,2024-11-01 17:23:35
19:10,,Vienne,AUSTRIAN,,2024-11-01 17:23:35
19:15,,Stockholm,SWISS,,2024-11-01 17:23:35
19:25,,Londres,EASYJET,,2024-11-01 17:23:35
19:40,,Paris,AIR FRANCE,,2024-11-01 17:23:35
20:00,,Madrid,IBERIA,,2024-11-01 17:23:35
20:05,,Londres,SWISS,,2024-11-01 17:23:35
20:20,,Londres,BRITISH AIRWAYS,,2024-11-01 17:23:35
20:30,,Porto,EASYJET,,2024-11-01 17:23:35
20:55,,Munich,AIR DOLOMITI,,2024-11-01 17:23:35
21:05,,Copenhague,EASYJET,,2024-11-01 17:23:35
21:15,,Pristina,EASYJET,,2024-11-01 17:23:35
21:20,,Manchester,ETHIOPIAN AIRLINES,,2024-11-01 17:23:35
21:30,,Palma de Mallorca,EASYJET,,2024-11-01 17:23:35
21:30,,Lisbonne,SWISS,,2024-11-01 17:23:35
21:50,,Zurich,SWISS,,2024-11-01 17:23:35
21:55,,Barcelone,EASYJET,,2024-11-01 17:23:35
21:55,,Funchal,EASYJET,,2024-11-01 17:23:35
21:55,,Mykonos,EASYJET,,2024-11-01 17:23:35
21:55,,Olbia,EASYJET,,2024-11-01 17:23:35
21:55,,Rabat,EASYJET,,2024-11-01 17:23:35
22:00,,Berlin,SWISS,,2024-11-01 17:23:35
22:05,,Londres,SWISS,,2024-11-01 17:23:35
22:05,,Bordeaux,EASYJET,,2024-11-01 17:23:35
22:10,,Nantes,EASYJET,,2024-11-01 17:23:35
22:10,,Londres,BRITISH AIRWAYS,,2024-11-01 17:23:35
22:15,,Malaga,EASYJET,,2024-11-01 17:23:35
22:20,,Malte,EASYJET,,2024-11-01 17:23:35
22:20,,Madrid,IBERIA,,2024-11-01 17:23:35
22:25,,Francfort,LUFTHANSA,,2024-11-01 17:23:35
22:25,,Bruxelles,SWISS,,2024-11-01 17:23:35
22:30,,Grande Canarie,EASYJET,,2024-11-01 17:23:35
22:35,,Héraklion,EASYJET,,2024-11-01 17:23:35
22:35,,Palerme,EASYJET,,2024-11-01 17:23:35
22:45,,Amsterdam,KLM ROYAL DUTCH AIRLINES,,2024-11-01 17:23:35
23:00,,Paris,AIR FRANCE,,2024-11-01 17:23:35
23:15,,Lisbonne,TAP PORTUGAL,,2024-11-01 17:23:35
23:35,,Zurich,SWISS,,2024-11-01 17:23:35
