time,expected,destination,airline,status,scrape_time
08:45,,Frankfurt,LUFTHANSA,Cancelled,2024-11-08 11:47:45
17:5018:00,18:00,London,SWISS,Took off,2024-11-08 11:47:45
18:0518:00,18:00,Madrid,EASYJET,Took off,2024-11-08 11:47:45
18:10,,Prague,EASYJET,Took off,2024-11-08 11:47:45
18:15,,Paris,AIR FRANCE,Took off,2024-11-08 11:47:45
18:2019:35,19:35,Lisbon,TAP PORTUGAL,Go to gate,2024-11-08 11:47:45
18:20,,Istanbul,TURKISH AIRLINES,Took off,2024-11-08 11:47:45
18:2518:25,18:25,Frankfurt,AIR DOLOMITI,Took off,2024-11-08 11:47:45
18:3018:35,18:35,Brussels,BRUSSELS AIRLINES,Departed,2024-11-08 11:47:45
18:35,,Madrid,IBERIA,Took off,2024-11-08 11:47:45
18:45,,Rome,EASYJET,Departed,2024-11-08 11:47:45
18:4518:55,18:55,Amsterdam,EASYJET,Departed,2024-11-08 11:47:45
18:5018:45,18:45,London,EASYJET,Departed,2024-11-08 11:47:45
18:50,,Nantes,EASYJET,Departed,2024-11-08 11:47:45
18:55,,Rome,ITA AIRWAYS,Departed,2024-11-08 11:47:45
19:00,,Helsinki,FINNAIR,Boarding,2024-11-08 11:47:45
19:05,,Paris,EASYJET,Boarding,2024-11-08 11:47:45
19:10,,Brussels,SWISS,Boarding,2024-11-08 11:47:45
19:15,,Barcelona,EASYJET,Boarding,2024-11-08 11:47:45
19:20,,Tromso,NORWEGIAN AIR SHUTTLE,Boarding,2024-11-08 11:47:45
19:25,,Amsterdam,KLM ROYAL DUTCH AIRLINES,Go to gate,2024-11-08 11:47:45
19:30,,Nice,SWISS,,2024-11-08 11:47:45
19:40,,Warsaw,LOT POLISH AIRLINES,,2024-11-08 11:47:45
19:40,,Luxembourg,LUXAIR,,2024-11-08 11:47:45
19:40,,Bordeaux,EASYJET,,2024-11-08 11:47:45
19:55,,Vienna,AUSTRIAN,,2024-11-08 11:47:45
20:00,,Munich,AIR DOLOMITI,,2024-11-08 11:47:45
20:10,,Nice,EASYJET,,2024-11-08 11:47:45
20:15,,Zurich,SWISS,,2024-11-08 11:47:45
20:15,,Copenhagen,SAS SCANDINAVIAN AIRLINES,,2024-11-08 11:47:45
20:30,,Paris,AIR FRANCE,,2024-11-08 11:47:45
20:40,,Dubai,EMIRATES,,2024-11-08 11:47:45
20:45,,Madrid,IBERIA,,2024-11-08 11:47:45
20:45,,Düsseldorf,EUROWINGS,,2024-11-08 11:47:45
20:50,,London,SWISS,,2024-11-08 11:47:45
20:55,,Berlin,EASYJET,,2024-11-08 11:47:45
20:55,,Porto,EASYJET,,2024-11-08 11:47:45
21:00,,London,BRITISH AIRWAYS,,2024-11-08 11:47:45
21:10,,Brussels,BRUSSELS AIRLINES,,2024-11-08 11:47:45
21:15,,Manchester,EASYJET,,2024-11-08 11:47:45
21:15,,Maurice,AIR MAURITIUS,,2024-11-08 11:47:45
