time,expected,origin,airline,status,scrape_time
06:15,,Addis Ababa,ETHIOPIAN AIRLINES,,2024-11-01 20:24:46
06:2506:29,06:29,New York,UNITED AIRLINES,,2024-11-01 20:24:46
06:3506:37,06:37,Washington,UNITED AIRLINES,,2024-11-01 20:24:46
06:55,,Abu Dhabi,ETIHAD AIRWAYS,,2024-11-01 20:24:46
07:1506:36,06:36,Beijing,AIR CHINA,,2024-11-01 20:24:46
07:50,,Nice,EASYJET,,2024-11-01 20:24:46
07:50,,Barcelona,EASYJET,,2024-11-01 20:24:46
07:55,,Palma de Mallorca,EASYJET,,2024-11-01 20:24:46
07:55,,Brussels,BRUSSELS AIRLINES,,2024-11-01 20:24:46
08:00,,Berlin,EASYJET,,2024-11-01 20:24:46
08:00,,Naples,EASYJET,,2024-11-01 20:24:46
08:10,,Frankfurt,LUFTHANSA,,2024-11-01 20:24:46
08:15,,Paris,AIR FRANCE,,2024-11-01 20:24:46
08:15,,Madrid,IBERIA,,2024-11-01 20:24:46
08:15,,Barcelona,VUELING,,2024-11-01 20:24:46
08:25,,Amsterdam,KLM ROYAL DUTCH AIRLINES,,2024-11-01 20:24:46
08:25,,Zurich,SWISS,,2024-11-01 20:24:46
08:40,,Munich,AIR DOLOMITI,,2024-11-01 20:24:46
08:45,,Bristol,EASYJET,,2024-11-01 20:24:46
08:50,,Vienna,AUSTRIAN,,2024-11-01 20:24:46
08:50,,Amsterdam,EASYJET,,2024-11-01 20:24:46
09:00,,Paris,EASYJET,,2024-11-01 20:24:46
09:15,,Brussels,EASYJET,,2024-11-01 20:24:46
09:15,,Porto,EASYJET,,2024-11-01 20:24:46
09:20,,Istanbul,TURKISH AIRLINES,,2024-11-01 20:24:46
09:2009:26,09:26,New York,SWISS,,2024-11-01 20:24:46
09:35,,London,SWISS,,2024-11-01 20:24:46
09:40,,Warsaw,LOT POLISH AIRLINES,,2024-11-01 20:24:46
09:40,,Paris,AIR FRANCE,,2024-11-01 20:24:46
09:40,,London,EASYJET,,2024-11-01 20:24:46
09:50,,Faro,EASYJET,,2024-11-01 20:24:46
10:00,,Montreal,AIR CANADA,,2024-11-01 20:24:46
10:00,,Zurich,SWISS,,2024-11-01 20:24:46
10:00,,London,EASYJET,,2024-11-01 20:24:46
10:05,,Helsinki,FINNAIR,,2024-11-01 20:24:46
10:10,,Athens,AEGEAN AIRLINES,,2024-11-01 20:24:46
