time,expected,destination,airline,status,scrape_time
15:40,,Pristina,EASYJET,Took off,2024-11-03 09:39:55
15:5515:55,15:55,London,SWISS,Took off,2024-11-03 09:39:55
16:1016:10,16:10,Porto,SWISS,Took off,2024-11-03 09:39:55
16:1016:05,16:05,Berlin,EASYJET,Departed,2024-11-03 09:39:55
16:2016:20,16:20,Nantes,EASYJET,Took off,2024-11-03 09:39:55
16:2519:00,19:00,Porto,TAP PORTUGAL,,2024-11-03 09:39:55
16:25,,Amsterdam,EASYJET,Departed,2024-11-03 09:39:55
16:25,,London,BRITISH AIRWAYS,Took off,2024-11-03 09:39:55
16:3016:40,16:40,Porto,EASYJET,Departed,2024-11-03 09:39:55
16:35,,Bristol,EASYJET,Departed,2024-11-03 09:39:55
16:4017:45,17:45,Barcelona,EASYJET,,2024-11-03 09:39:55
16:4516:45,16:45,Frankfurt,LUFTHANSA,Departed,2024-11-03 09:39:55
16:45,,Lisbon,EASYJET,Departed,2024-11-03 09:39:55
16:55,,Athens,AEGEAN AIRLINES,Boarding,2024-11-03 09:39:55
16:55,,Casablanca,ROYAL AIR MAROC,Departed,2024-11-03 09:39:55
17:00,,Brussels,BRUSSELS AIRLINES,Boarding,2024-11-03 09:39:55
17:0017:25,17:25,Tunis,TUNISAIR,Go to gate,2024-11-03 09:39:55
17:00,,Luxembourg,LUXAIR,Go to gate,2024-11-03 09:39:55
17:05,,Paris,AIR FRANCE,Boarding,2024-11-03 09:39:55
17:10,,Munich,AIR DOLOMITI,Go to gate,2024-11-03 09:39:55
17:30,,Amsterdam,KLM ROYAL DUTCH AIRLINES,Go to gate,2024-11-03 09:39:55
17:40,,Vienna,AUSTRIAN,,2024-11-03 09:39:55
17:40,,Brussels,SWISS,,2024-11-03 09:39:55
17:4017:50,17:50,Porto,EASYJET,,2024-11-03 09:39:55
17:4518:00,18:00,Berlin,SWISS,,2024-11-03 09:39:55
17:50,,London,SWISS,,2024-11-03 09:39:55
17:55,,Nice,SWISS,,2024-11-03 09:39:55
17:55,,Copenhagen,EASYJET,,2024-11-03 09:39:55
18:00,,Naples,EASYJET,,2024-11-03 09:39:55
18:10,,Barcelona,VUELING,,2024-11-03 09:39:55
18:15,,Paris,AIR FRANCE,,2024-11-03 09:39:55
18:20,,Lisbon,TAP PORTUGAL,,2024-11-03 09:39:55
18:20,,Ibiza,EASYJET,,2024-11-03 09:39:55
18:20,,Alicante,EASYJET,,2024-11-03 09:39:55
18:25,,Frankfurt,AIR DOLOMITI,,2024-11-03 09:39:55
18:30,,Nice,EASYJET,,2024-11-03 09:39:55
18:35,,Madrid,IBERIA,,2024-11-03 09:39:55
18:35,,Istanbul,TURKISH AIRLINES,,2024-11-03 09:39:55
18:40,,London,EASYJET,,2024-11-03 09:39:55
18:40,,London,BRITISH AIRWAYS,,2024-11-03 09:39:55
18:4519:10,19:10,Rome,EASYJET,,2024-11-03 09:39:55
18:50,,Barcelona,EASYJET,,2024-11-03 09:39:55
18:55,,Bordeaux,EASYJET,,2024-11-03 09:39:55
18:55,,Rome,ITA AIRWAYS,,2024-11-03 09:39:55
19:0019:10,19:10,Toulouse,EASYJET,,2024-11-03 09:39:55
19:00,,Manchester,EASYJET,,2024-11-03 09:39:55
19:10,,Brussels,SWISS,,2024-11-03 09:39:55
19:15,,London,EASYJET,,2024-11-03 09:39:55
19:15,,Brussels,EASYJET,,2024-11-03 09:39:55
19:20,,Zurich,SWISS,,2024-11-03 09:39:55
19:25,,Amsterdam,KLM ROYAL DUTCH AIRLINES,,2024-11-03 09:39:55
19:35,,Paris,EASYJET,,2024-11-03 09:39:55
19:40,,Warsaw,LOT POLISH AIRLINES,,2024-11-03 09:39:55
19:50,,Nantes,EASYJET,,2024-11-03 09:39:55
19:55,,Vienna,AUSTRIAN,,2024-11-03 09:39:55
20:05,,Munich,AIR DOLOMITI,,2024-11-03 09:39:55
20:10,,Nice,EASYJET,,2024-11-03 09:39:55
20:15,,Copenhagen,SAS SCANDINAVIAN AIRLINES,,2024-11-03 09:39:55
20:30,,Paris,AIR FRANCE,,2024-11-03 09:39:55
20:30,,Zurich,SWISS,,2024-11-03 09:39:55
20:40,,Dubai,EMIRATES,,2024-11-03 09:39:55
20:40,,Barcelona,EASYJET,,2024-11-03 09:39:55
20:45,,Madrid,IBERIA,,2024-11-03 09:39:55
20:50,,London,SWISS,,2024-11-03 09:39:55
21:00,,Berlin,EASYJET,,2024-11-03 09:39:55
21:00,,Prague,EUROWINGS,,2024-11-03 09:39:55
21:10,,Brussels,BRUSSELS AIRLINES,,2024-11-03 09:39:55
22:15,,Addis Ababa,ETHIOPIAN AIRLINES,,2024-11-03 09:39:55
