time,expected,origin,airline,status,scrape_time
08:10,,Frankfurt,LUFTHANSA,Cancelled,2024-11-08 09:06:06
15:1015:05,15:05,Prague,EUROWINGS,Arrived,2024-11-08 09:06:06
15:2015:07,15:07,London,EASYJET,Arrived,2024-11-08 09:06:06
15:3515:32,15:32,Belgrade,EASYJET,Arrived,2024-11-08 09:06:06
15:4515:26,15:26,Barcelona,VUELING,Arrived,2024-11-08 09:06:06
15:5515:35,15:35,London,EASYJET,Arrived,2024-11-08 09:06:06
15:5515:51,15:51,Bristol,EASYJET,Arrived,2024-11-08 09:06:06
15:5515:22,15:22,Casablanca,ROYAL AIR MAROC,Arrived,2024-11-08 09:06:06
16:0017:14,17:14,Tunis,TUNISAIR,,2024-11-08 09:06:06
16:0015:44,15:44,Athens,AEGEAN AIRLINES,Arrived,2024-11-08 09:06:06
16:0515:59,15:59,Frankfurt,LUFTHANSA,Arrived,2024-11-08 09:06:06
16:1516:38,16:38,Paris,AIR FRANCE,,2024-11-08 09:06:06
16:1516:02,16:02,Santiago de Compostela,EASYJET,Arrived,2024-11-08 09:06:06
16:3016:38,16:38,Munich,AIR DOLOMITI,,2024-11-08 09:06:06
16:3016:14,16:14,Barcelona,EASYJET,,2024-11-08 09:06:06
16:4017:06,17:06,Amsterdam,KLM ROYAL DUTCH AIRLINES,,2024-11-08 09:06:06
16:4016:25,16:25,Valencia,EASYJET,,2024-11-08 09:06:06
16:5017:08,17:08,Bilbao,EASYJET,,2024-11-08 09:06:06
16:5016:51,16:51,London,BRITISH AIRWAYS,,2024-11-08 09:06:06
16:5516:52,16:52,Vienna,AUSTRIAN,,2024-11-08 09:06:06
17:0016:55,16:55,Malaga,SWISS,,2024-11-08 09:06:06
17:0517:03,17:03,London,SWISS,,2024-11-08 09:06:06
17:05,,Zurich,SWISS,,2024-11-08 09:06:06
17:25,,Paris,AIR FRANCE,,2024-11-08 09:06:06
17:2516:51,16:51,Istanbul,TURKISH AIRLINES,,2024-11-08 09:06:06
17:2517:25,17:25,London,EASYJET,,2024-11-08 09:06:06
17:30,,Lisbon,TAP PORTUGAL,Delayed,2024-11-08 09:06:06
17:35,,Birmingham,EASYJET,,2024-11-08 09:06:06
17:45,,Frankfurt,AIR DOLOMITI,,2024-11-08 09:06:06
17:45,,Brussels,BRUSSELS AIRLINES,,2024-11-08 09:06:06
17:50,,Madrid,IBERIA,,2024-11-08 09:06:06
18:00,,Rome,ITA AIRWAYS,,2024-11-08 09:06:06
18:00,,Alicante,EASYJET,,2024-11-08 09:06:06
18:00,,London,EASYJET,,2024-11-08 09:06:06
18:05,,Bordeaux,EASYJET,,2024-11-08 09:06:06
18:15,,Toulouse,EASYJET,,2024-11-08 09:06:06
18:1517:57,17:57,Stockholm,EASYJET,,2024-11-08 09:06:06
18:1518:15,18:15,Helsinki,FINNAIR,,2024-11-08 09:06:06
18:30,,Copenhagen,SWISS,,2024-11-08 09:06:06
18:35,,Lisbon,SWISS,,2024-11-08 09:06:06
18:40,,Amsterdam,KLM ROYAL DUTCH AIRLINES,,2024-11-08 09:06:06
18:40,,Brussels,EASYJET,,2024-11-08 09:06:06
18:4018:20,18:20,Tromso,NORWEGIAN AIR SHUTTLE,,2024-11-08 09:06:06
18:4518:17,18:17,Dubai,EMIRATES,,2024-11-08 09:06:06
18:50,,Zurich,SWISS,,2024-11-08 09:06:06
18:55,,Nice,EASYJET,,2024-11-08 09:06:06
18:55,,Luxembourg,LUXAIR,,2024-11-08 09:06:06
19:00,,Warsaw,LOT POLISH AIRLINES,,2024-11-08 09:06:06
19:10,,Vienna,AUSTRIAN,,2024-11-08 09:06:06
19:1519:14,19:14,Cairo SPX,EASYJET,,2024-11-08 09:06:06
19:20,,Munich,AIR DOLOMITI,,2024-11-08 09:06:06
19:3018:26,18:26,Maurice,AIR MAURITIUS,,2024-11-08 09:06:06
19:30,,Copenhagen,SAS SCANDINAVIAN AIRLINES,,2024-11-08 09:06:06
19:40,,Paris,AIR FRANCE,,2024-11-08 09:06:06
20:00,,Madrid,IBERIA,,2024-11-08 09:06:06
20:05,,London,SWISS,,2024-11-08 09:06:06
20:05,,Düsseldorf,EUROWINGS,,2024-11-08 09:06:06
20:20,,Berlin,EASYJET,,2024-11-08 09:06:06
20:20,,Porto,EASYJET,,2024-11-08 09:06:06
20:20,,Brussels,BRUSSELS AIRLINES,,2024-11-08 09:06:06
20:20,,London,BRITISH AIRWAYS,,2024-11-08 09:06:06
20:40,,Manchester,EASYJET,,2024-11-08 09:06:06
21:00,,Brussels,SWISS,,2024-11-08 09:06:06
21:45,,Prague,EASYJET,,2024-11-08 09:06:06
21:50,,Budapest,EASYJET,,2024-11-08 09:06:06
21:50,,Zurich,SWISS,,2024-11-08 09:06:06
21:50,,Paris,EASYJET,,2024-11-08 09:06:06
21:55,,Frankfurt,LUFTHANSA,,2024-11-08 09:06:06
21:55,,London,BRITISH AIRWAYS,,2024-11-08 09:06:06
22:00,,Berlin,SWISS,,2024-11-08 09:06:06
22:00,,Athens,SWISS,,2024-11-08 09:06:06
22:05,,London,SWISS,,2024-11-08 09:06:06
22:10,,Marrakech,EASYJET,,2024-11-08 09:06:06
22:15,,Nantes,EASYJET,,2024-11-08 09:06:06
22:15,,Nice,SWISS,,2024-11-08 09:06:06
22:15,,Pristina,EASYJET,,2024-11-08 09:06:06
22:20,,Madrid,IBERIA,,2024-11-08 09:06:06
22:25,,Brussels,SWISS,,2024-11-08 09:06:06
22:25,,Lisbon,EASYJET,,2024-11-08 09:06:06
22:30,,Rome,EASYJET,,2024-11-08 09:06:06
22:30,,Copenhagen,EASYJET,,2024-11-08 09:06:06
22:35,,Amsterdam,EASYJET,,2024-11-08 09:06:06
22:40,,Malaga,EASYJET,,2024-11-08 09:06:06
22:40,,London,EASYJET,,2024-11-08 09:06:06
22:40,,Madrid,EASYJET,,2024-11-08 09:06:06
22:45,,Porto,EASYJET,,2024-11-08 09:06:06
22:45,,Amsterdam,KLM ROYAL DUTCH AIRLINES,,2024-11-08 09:06:06
22:50,,Barcelona,EASYJET,,2024-11-08 09:06:06
22:55,,Bordeaux,EASYJET,,2024-11-08 09:06:06
23:00,,Nice,EASYJET,,2024-11-08 09:06:06
23:00,,Paris,AIR FRANCE,,2024-11-08 09:06:06
23:05,,London,BRITISH AIRWAYS,,2024-11-08 09:06:06
23:05,,Munich,AIR DOLOMITI,,2024-11-08 09:06:06
23:15,,Lisbon,TAP PORTUGAL,,2024-11-08 09:06:06
23:35,,Zurich,SWISS,,2024-11-08 09:06:06
