time,expected,origin,airline,status,scrape_time
16:30,,Barcelona,EASYJET,Cancelled,2024-11-04 12:43:03
17:10,,Barcelona,EASYJET,Delayed,2024-11-04 12:43:03
18:4518:15,18:15,Dubai,EMIRATES,Arrived,2024-11-04 12:43:03
18:5018:41,18:41,Zurich,SWISS,Arrived,2024-11-04 12:43:03
19:0018:50,18:50,Warsaw,LOT POLISH AIRLINES,Arrived,2024-11-04 12:43:03
19:1019:00,19:00,Vienna,AUSTRIAN,Arrived,2024-11-04 12:43:03
19:2020:24,20:24,Munich,AIR DOLOMITI,,2024-11-04 12:43:03
19:3018:27,18:27,Maurice,AIR MAURITIUS,Arrived,2024-11-04 12:43:03
19:3019:09,19:09,Copenhagen,SAS SCANDINAVIAN AIRLINES,Arrived,2024-11-04 12:43:03
19:35,,Toulouse,EASYJET,Delayed,2024-11-04 12:43:03
19:4020:15,20:15,Paris,AIR FRANCE,,2024-11-04 12:43:03
19:5520:05,20:05,London,BRITISH AIRWAYS,,2024-11-04 12:43:03
20:0020:00,20:00,Madrid,IBERIA,,2024-11-04 12:43:03
20:0019:44,19:44,London,EASYJET,,2024-11-04 12:43:03
20:0520:25,20:25,London,SWISS,,2024-11-04 12:43:03
20:1520:36,20:36,Manchester,EASYJET,,2024-11-04 12:43:03
20:1520:16,20:16,Porto,EASYJET,,2024-11-04 12:43:03
20:2020:20,20:20,Brussels,BRUSSELS AIRLINES,,2024-11-04 12:43:03
20:3020:33,20:33,Manchester,ETHIOPIAN AIRLINES,,2024-11-04 12:43:03
21:00,,Brussels,SWISS,Delayed,2024-11-04 12:43:03
21:1521:07,21:07,Marrakech,SWISS,,2024-11-04 12:43:03
21:50,,Paris,EASYJET,,2024-11-04 12:43:03
21:50,,Zurich,SWISS,,2024-11-04 12:43:03
21:50,,Faro,EASYJET,,2024-11-04 12:43:03
21:5522:07,22:07,Marrakech,EASYJET,,2024-11-04 12:43:03
21:55,,London,BRITISH AIRWAYS,,2024-11-04 12:43:03
21:55,,Frankfurt,LUFTHANSA,Delayed,2024-11-04 12:43:03
22:00,,Berlin,SWISS,,2024-11-04 12:43:03
22:05,,London,SWISS,,2024-11-04 12:43:03
22:15,,Nantes,EASYJET,,2024-11-04 12:43:03
22:15,,Copenhagen,EASYJET,,2024-11-04 12:43:03
22:20,,Nice,SWISS,,2024-11-04 12:43:03
22:20,,Madrid,IBERIA,,2024-11-04 12:43:03
22:25,,Brussels,SWISS,,2024-11-04 12:43:03
22:25,,Lisbon,EASYJET,,2024-11-04 12:43:03
22:25,,Rome,EASYJET,,2024-11-04 12:43:03
22:30,,Porto,EASYJET,,2024-11-04 12:43:03
22:35,,Bilbao,EASYJET,,2024-11-04 12:43:03
22:35,,Stockholm,EASYJET,,2024-11-04 12:43:03
22:35,,Amsterdam,EASYJET,,2024-11-04 12:43:03
22:40,,London,EASYJET,,2024-11-04 12:43:03
22:45,,Nice,EASYJET,,2024-11-04 12:43:03
22:45,,Amsterdam,KLM ROYAL DUTCH AIRLINES,,2024-11-04 12:43:03
22:55,,Bordeaux,EASYJET,,2024-11-04 12:43:03
22:55,,Heraklion,EASYJET,,2024-11-04 12:43:03
22:55,,Barcelona,EASYJET,,2024-11-04 12:43:03
23:00,,Paris,AIR FRANCE,,2024-11-04 12:43:03
23:05,,Munich,AIR DOLOMITI,,2024-11-04 12:43:03
23:15,,Lisbon,TAP PORTUGAL,,2024-11-04 12:43:03
23:35,,Zurich,SWISS,,2024-11-04 12:43:03
