time,expected,origin,airline,status,scrape_time
14:00,,Nantes,EASYJET,Cancelled,2024-11-06 11:15:04
17:2517:16,17:16,Porto,SWISS,Arrived,2024-11-06 11:15:04
17:2517:12,17:12,Paris,AIR FRANCE,Arrived,2024-11-06 11:15:04
17:2516:54,16:54,Istanbul,TURKISH AIRLINES,Arrived,2024-11-06 11:15:04
17:3019:02,19:02,Lisbon,TAP PORTUGAL,,2024-11-06 11:15:04
17:3017:35,17:35,Barcelona,VUELING,Arrived,2024-11-06 11:15:04
17:3517:24,17:24,Zurich,SWISS,Arrived,2024-11-06 11:15:04
17:3517:19,17:19,Tenerife,EASYJET,Arrived,2024-11-06 11:15:04
17:4517:40,17:40,Pristina,EASYJET,Arrived,2024-11-06 11:15:04
17:4518:09,18:09,Frankfurt,AIR DOLOMITI,Arrived,2024-11-06 11:15:04
17:4517:33,17:33,Brussels,BRUSSELS AIRLINES,Arrived,2024-11-06 11:15:04
17:5017:42,17:42,London,BRITISH AIRWAYS,Arrived,2024-11-06 11:15:04
17:5017:44,17:44,Madrid,IBERIA,Arrived,2024-11-06 11:15:04
18:0017:58,17:58,Rome,ITA AIRWAYS,Arrived,2024-11-06 11:15:04
18:0518:00,18:00,Casablanca,AIR ARABIA MAROC,Arrived,2024-11-06 11:15:04
18:2518:41,18:41,Budapest,EASYJET,,2024-11-06 11:15:04
18:3518:38,18:38,Nice,EASYJET,,2024-11-06 11:15:04
18:4018:20,18:20,Amsterdam,EASYJET,,2024-11-06 11:15:04
18:4018:39,18:39,Amsterdam,KLM ROYAL DUTCH AIRLINES,,2024-11-06 11:15:04
18:4518:28,18:28,Dubai,EMIRATES,,2024-11-06 11:15:04
18:50,,Zurich,SWISS,,2024-11-06 11:15:04
19:0019:15,19:15,Warsaw,LOT POLISH AIRLINES,,2024-11-06 11:15:04
19:1019:00,19:00,Vienna,AUSTRIAN,,2024-11-06 11:15:04
19:1019:07,19:07,Manchester,EASYJET,,2024-11-06 11:15:04
19:25,,Munich,AIR DOLOMITI,,2024-11-06 11:15:04
19:3019:25,19:25,Copenhagen,SAS SCANDINAVIAN AIRLINES,,2024-11-06 11:15:04
19:40,,Paris,AIR FRANCE,,2024-11-06 11:15:04
19:55,,London,EASYJET,,2024-11-06 11:15:04
20:05,,Düsseldorf,EUROWINGS,,2024-11-06 11:15:04
20:05,,London,SWISS,,2024-11-06 11:15:04
20:15,,Luxembourg,LUXAIR,,2024-11-06 11:15:04
20:15,,Toulouse,EASYJET,,2024-11-06 11:15:04
20:20,,Berlin,EASYJET,,2024-11-06 11:15:04
20:2020:09,20:09,Porto,EASYJET,,2024-11-06 11:15:04
20:20,,London,BRITISH AIRWAYS,Cancelled,2024-11-06 11:15:04
20:45,,London,BRITISH AIRWAYS,,2024-11-06 11:15:04
20:50,,Djerba,EASYJET,,2024-11-06 11:15:04
21:00,,Brussels,SWISS,,2024-11-06 11:15:04
21:20,,Nice,SWISS,,2024-11-06 11:15:04
21:40,,Alicante,EASYJET,,2024-11-06 11:15:04
21:45,,Belgrade,EASYJET,,2024-11-06 11:15:04
21:50,,Paris,EASYJET,,2024-11-06 11:15:04
21:50,,Zurich,SWISS,,2024-11-06 11:15:04
22:00,,Berlin,SWISS,,2024-11-06 11:15:04
22:0021:44,21:44,Sharm El-Sheikh,EASYJET,,2024-11-06 11:15:04
22:00,,Marrakech,EASYJET,,2024-11-06 11:15:04
22:05,,London,SWISS,,2024-11-06 11:15:04
22:05,,Frankfurt,LUFTHANSA,,2024-11-06 11:15:04
22:10,,Rome,EASYJET,,2024-11-06 11:15:04
22:15,,Split,EASYJET,,2024-11-06 11:15:04
22:20,,Madrid,IBERIA,,2024-11-06 11:15:04
22:25,,Brussels,SWISS,,2024-11-06 11:15:04
22:25,,Lisbon,EASYJET,,2024-11-06 11:15:04
22:25,,Brussels,EASYJET,,2024-11-06 11:15:04
22:35,,Porto,EASYJET,,2024-11-06 11:15:04
22:40,,Nantes,EASYJET,Cancelled,2024-11-06 11:15:04
22:45,,Amsterdam,KLM ROYAL DUTCH AIRLINES,,2024-11-06 11:15:04
22:55,,Barcelona,EASYJET,,2024-11-06 11:15:04
23:00,,Paris,AIR FRANCE,,2024-11-06 11:15:04
23:05,,Munich,AIR DOLOMITI,,2024-11-06 11:15:04
23:15,,Lisbon,TAP PORTUGAL,,2024-11-06 11:15:04
