time,expected,destination,airline,status,scrape_time
10:40,,Paris,AIR FRANCE,,2024-11-01 20:25:19
10:45,,Istanbul,TURKISH AIRLINES,,2024-11-01 20:25:19
10:45,,Zurich,SWISS,,2024-11-01 20:25:19
10:50,,Helsinki,FINNAIR,,2024-11-01 20:25:19
10:55,,Frankfurt,AIR DOLOMITI,,2024-11-01 20:25:19
10:55,,Enfidha,EASYJET,,2024-11-01 20:25:19
11:05,,Athens,AEGEAN AIRLINES,,2024-11-01 20:25:19
11:15,,Manchester,EASYJET,,2024-11-01 20:25:19
11:25,,Lisbon,SWISS,,2024-11-01 20:25:19
11:35,,Bastia,EASYJET,,2024-11-01 20:25:19
11:40,,New York,SWISS,,2024-11-01 20:25:19
11:45,,Beirut,MEA MIDDLE EAST AIRLINES,,2024-11-01 20:25:19
11:50,,Amsterdam,KLM ROYAL DUTCH AIRLINES,,2024-11-01 20:25:19
12:00,,Rome,ITA AIRWAYS,,2024-11-01 20:25:19
12:00,,Lisbon,TAP PORTUGAL,,2024-11-01 20:25:19
12:05,,Paris,AIR FRANCE,,2024-11-01 20:25:19
12:20,,London,BRITISH AIRWAYS,,2024-11-01 20:25:19
12:20,,Montreal,AIR CANADA,,2024-11-01 20:25:19
12:20,,Beijing,AIR CHINA,,2024-11-01 20:25:19
12:25,,Menorca,EASYJET,,2024-11-01 20:25:19
12:35,,Madrid,IBERIA,,2024-11-01 20:25:19
12:40,,Stockholm,SWISS,,2024-11-01 20:25:19
12:45,,Nantes,EASYJET,,2024-11-01 20:25:19
12:50,,Porto,EASYJET,,2024-11-01 20:25:19
12:50,,London,SWISS,,2024-11-01 20:25:19
12:55,,Seville,EASYJET,,2024-11-01 20:25:19
13:10,,Amsterdam,EASYJET,,2024-11-01 20:25:19
13:10,,Munich,AIR DOLOMITI,,2024-11-01 20:25:19
13:15,,London,EASYJET,,2024-11-01 20:25:19
13:15,,Porto,EASYJET,,2024-11-01 20:25:19
13:20,,Copenhagen,SWISS,,2024-11-01 20:25:19
13:20,,Gran Canaria,EASYJET,,2024-11-01 20:25:19
13:40,,Frankfurt,LUFTHANSA,,2024-11-01 20:25:19
13:55,,Funchal,EASYJET,,2024-11-01 20:25:19
14:05,,Split,EASYJET,,2024-11-01 20:25:19
14:10,,Rome,EASYJET,,2024-11-01 20:25:19
14:20,,Istanbul,PEGASUS,,2024-11-01 20:25:19
14:35,,Amsterdam,KLM ROYAL DUTCH AIRLINES,,2024-11-01 20:25:19
14:35,,Toulouse,EASYJET,,2024-11-01 20:25:19
14:40,,London,BRITISH AIRWAYS,,2024-11-01 20:25:19
14:45,,Istanbul,TURKISH AIRLINES,,2024-11-01 20:25:19
14:50,,Zurich,SWISS,,2024-11-01 20:25:19
15:00,,Dubai,EMIRATES,,2024-11-01 20:25:19
15:00,,Paris,AIR FRANCE,,2024-11-01 20:25:19
15:00,,Jeddah,SAUDIA,,2024-11-01 20:25:19
15:10,,Amman,ROYAL JORDANIAN,,2024-11-01 20:25:19
15:15,,Mykonos,EASYJET,,2024-11-01 20:25:19
15:15,,Rabat,EASYJET,,2024-11-01 20:25:19
15:25,,Cairo,EGYPTAIR,,2024-11-01 20:25:19
15:25,,Doha,QATAR AIRWAYS,,2024-11-01 20:25:19
15:25,,Palma de Mallorca,EASYJET,,2024-11-01 20:25:19
15:30,,Lisbon,SWISS,,2024-11-01 20:25:19
15:40,,Heraklion,EASYJET,,2024-11-01 20:25:19
15:45,,Lisbon,EASYJET,,2024-11-01 20:25:19
15:55,,Edinburgh,EASYJET,,2024-11-01 20:25:19
15:55,,London,SWISS,,2024-11-01 20:25:19
16:00,,Pristina,EASYJET,,2024-11-01 20:25:19
16:15,,London,BRITISH AIRWAYS,,2024-11-01 20:25:19
16:15,,Algiers,AIR ALGERIE,,2024-11-01 20:25:19
16:30,,Copenhagen,EASYJET,,2024-11-01 20:25:19
16:45,,Malaga,EASYJET,,2024-11-01 20:25:19
16:55,,Casablanca,ROYAL AIR MAROC,,2024-11-01 20:25:19
17:00,,Brussels,BRUSSELS AIRLINES,,2024-11-01 20:25:19
17:00,,Munich,AIR DOLOMITI,,2024-11-01 20:25:19
17:05,,Palma de Mallorca,EASYJET,,2024-11-01 20:25:19
17:05,,Lisbon,EASYJET,,2024-11-01 20:25:19
17:10,,Malta,EASYJET,,2024-11-01 20:25:19
17:30,,Amsterdam,KLM ROYAL DUTCH AIRLINES,,2024-11-01 20:25:19
17:35,,Palma de Mallorca,EASYJET,,2024-11-01 20:25:19
17:45,,Berlin,SWISS,,2024-11-01 20:25:19
17:45,,Barcelona,VUELING,,2024-11-01 20:25:19
17:50,,London,BRITISH AIRWAYS,,2024-11-01 20:25:19
17:50,,London,SWISS,,2024-11-01 20:25:19
18:10,,Barcelona,EASYJET,,2024-11-01 20:25:19
18:15,,Paris,AIR FRANCE,,2024-11-01 20:25:19
18:15,,Lisbon,TAP PORTUGAL,,2024-11-01 20:25:19
18:20,,Istanbul,TURKISH AIRLINES,,2024-11-01 20:25:19
18:20,,Palermo,EASYJET,,2024-11-01 20:25:19
18:25,,Frankfurt,AIR DOLOMITI,,2024-11-01 20:25:19
18:30,,Olbia,EASYJET,,2024-11-01 20:25:19
18:35,,Madrid,IBERIA,,2024-11-01 20:25:19
18:45,,Antalya,PEGASUS,,2024-11-01 20:25:19
18:50,,Nantes,EASYJET,,2024-11-01 20:25:19
18:55,,Zurich,SWISS,,2024-11-01 20:25:19
19:00,,Bordeaux,EASYJET,,2024-11-01 20:25:19
19:00,,Helsinki,FINNAIR,,2024-11-01 20:25:19
19:10,,Tunis,TUNISAIR,,2024-11-01 20:25:19
19:10,,Brussels,SWISS,,2024-11-01 20:25:19
19:15,,Porto,TAP PORTUGAL,,2024-11-01 20:25:19
19:25,,Amsterdam,KLM ROYAL DUTCH AIRLINES,,2024-11-01 20:25:19
19:40,,Warsaw,LOT POLISH AIRLINES,,2024-11-01 20:25:19
19:55,,Vienna,AUSTRIAN,,2024-11-01 20:25:19
20:05,,London,EASYJET,,2024-11-01 20:25:19
20:15,,Zurich,SWISS,,2024-11-01 20:25:19
20:30,,Paris,AIR FRANCE,,2024-11-01 20:25:19
20:40,,Dubai,EMIRATES,,2024-11-01 20:25:19
20:45,,Madrid,IBERIA,,2024-11-01 20:25:19
20:50,,London,SWISS,,2024-11-01 20:25:19
21:10,,Porto,EASYJET,,2024-11-01 20:25:19
22:15,,Addis Ababa,ETHIOPIAN AIRLINES,,2024-11-01 20:25:19
