time,expected,destination,airline,status,scrape_time
17:05,,Barcelona,EASYJET,Cancelled,2024-11-04 12:43:18
18:4519:45,19:45,Amsterdam,EASYJET,Departed,2024-11-04 12:43:18
18:4518:50,18:50,Bilbao,EASYJET,Took off,2024-11-04 12:43:18
18:5019:20,19:20,Nantes,EASYJET,Took off,2024-11-04 12:43:18
18:5018:45,18:45,London,EASYJET,Took off,2024-11-04 12:43:18
18:5518:50,18:50,Rome,ITA AIRWAYS,Took off,2024-11-04 12:43:18
19:0519:50,19:50,Paris,EASYJET,Boarding,2024-11-04 12:43:18
19:0519:05,19:05,Zurich,SWISS,Took off,2024-11-04 12:43:18
19:1019:00,19:00,Brussels,SWISS,Took off,2024-11-04 12:43:18
19:15,,Barcelona,EASYJET,Took off,2024-11-04 12:43:18
19:25,,Amsterdam,KLM ROYAL DUTCH AIRLINES,Took off,2024-11-04 12:43:18
19:3519:25,19:25,Nice,SWISS,Took off,2024-11-04 12:43:18
19:40,,Warsaw,LOT POLISH AIRLINES,Departed,2024-11-04 12:43:18
19:4519:35,19:35,Bordeaux,EASYJET,Departed,2024-11-04 12:43:18
19:5519:45,19:45,Vienna,AUSTRIAN,Departed,2024-11-04 12:43:18
20:0021:00,21:00,Munich,AIR DOLOMITI,,2024-11-04 12:43:18
20:10,,Nice,EASYJET,Next info at 19:45,2024-11-04 12:43:18
20:15,,Zurich,SWISS,Go to gate,2024-11-04 12:43:18
20:15,,Copenhagen,SAS SCANDINAVIAN AIRLINES,Boarding,2024-11-04 12:43:18
20:3020:45,20:45,Paris,AIR FRANCE,,2024-11-04 12:43:18
20:40,,Dubai,EMIRATES,Go to gate,2024-11-04 12:43:18
20:45,,Madrid,IBERIA,,2024-11-04 12:43:18
20:45,,London,BRITISH AIRWAYS,,2024-11-04 12:43:18
20:45,,London,EASYJET,,2024-11-04 12:43:18
20:50,,Porto,EASYJET,Go to gate,2024-11-04 12:43:18
20:5022:00,22:00,London,SWISS,,2024-11-04 12:43:18
21:0021:10,21:10,Manchester,EASYJET,,2024-11-04 12:43:18
21:10,,Brussels,BRUSSELS AIRLINES,,2024-11-04 12:43:18
21:15,,Maurice,AIR MAURITIUS,,2024-11-04 12:43:18
21:25,,Addis Ababa,ETHIOPIAN AIRLINES,,2024-11-04 12:43:18
