time,expected,destination,airline,status,scrape_time
13:1513:10,13:10,Catania,EASYJET,Took off,2024-11-10 14:04:50
13:3013:25,13:25,Porto,EASYJET,Took off,2024-11-10 14:04:50
13:4014:15,14:15,Frankfurt,LUFTHANSA,Boarding,2024-11-10 14:04:50
13:45,,Tunis,NOUVELAIR TUNISIE,Took off,2024-11-10 14:04:50
13:5013:50,13:50,Hamburg,SWISS,Took off,2024-11-10 14:04:50
13:5514:05,14:05,Pristina,GP AVIATION,Departed,2024-11-10 14:04:50
14:10,,Lille,EASYJET,Departed,2024-11-10 14:04:50
14:10,,Madrid,IBERIA,Departed,2024-11-10 14:04:50
14:10,,Dublin,AER LINGUS,Departed,2024-11-10 14:04:50
14:15,,Budapest,EASYJET,Boarding,2024-11-10 14:04:50
14:20,,Cagliari,EASYJET,Boarding,2024-11-10 14:04:50
14:20,,Istanbul,PEGASUS,Boarding,2024-11-10 14:04:50
14:35,,London,EASYJET,Boarding,2024-11-10 14:04:50
14:35,,Amsterdam,KLM ROYAL DUTCH AIRLINES,Go to gate,2024-11-10 14:04:50
14:45,,Istanbul,TURKISH AIRLINES,Go to gate,2024-11-10 14:04:50
14:50,,Zurich,SWISS,,2024-11-10 14:04:50
14:55,,Palermo,EASYJET,Go to gate,2024-11-10 14:04:50
15:00,,Agadir,EASYJET,Go to gate,2024-11-10 14:04:50
15:00,,Paris,AIR FRANCE,Go to gate,2024-11-10 14:04:50
15:00,,Jeddah,SAUDIA,Go to gate,2024-11-10 14:04:50
15:00,,Dubai,EMIRATES,Go to gate,2024-11-10 14:04:50
15:10,,Barcelona,EASYJET,,2024-11-10 14:04:50
15:15,,Prague,EASYJET,,2024-11-10 14:04:50
15:20,,Cairo,EGYPTAIR,,2024-11-10 14:04:50
15:2016:10,16:10,Lisbon,EASYJET,,2024-11-10 14:04:50
15:25,,Doha,QATAR AIRWAYS,,2024-11-10 14:04:50
15:40,,Pristina,EASYJET,,2024-11-10 14:04:50
15:55,,London,SWISS,,2024-11-10 14:04:50
16:10,,Porto,SWISS,,2024-11-10 14:04:50
16:10,,Berlin,EASYJET,,2024-11-10 14:04:50
16:20,,Nantes,EASYJET,,2024-11-10 14:04:50
16:25,,London,BRITISH AIRWAYS,,2024-11-10 14:04:50
16:25,,Porto,TAP PORTUGAL,,2024-11-10 14:04:50
16:25,,Amsterdam,EASYJET,,2024-11-10 14:04:50
16:30,,Porto,EASYJET,,2024-11-10 14:04:50
16:35,,Bristol,EASYJET,,2024-11-10 14:04:50
16:40,,Barcelona,EASYJET,,2024-11-10 14:04:50
16:45,,Frankfurt,LUFTHANSA,,2024-11-10 14:04:50
16:45,,Lisbon,EASYJET,,2024-11-10 14:04:50
16:55,,Athens,AEGEAN AIRLINES,,2024-11-10 14:04:50
16:55,,Casablanca,ROYAL AIR MAROC,,2024-11-10 14:04:50
17:00,,Brussels,BRUSSELS AIRLINES,,2024-11-10 14:04:50
17:00,,Tunis,TUNISAIR,,2024-11-10 14:04:50
17:00,,Luxembourg,LUXAIR,,2024-11-10 14:04:50
17:05,,Paris,AIR FRANCE,,2024-11-10 14:04:50
17:10,,Munich,AIR DOLOMITI,,2024-11-10 14:04:50
17:30,,Amsterdam,KLM ROYAL DUTCH AIRLINES,,2024-11-10 14:04:50
17:40,,Vienna,AUSTRIAN,,2024-11-10 14:04:50
17:40,,Porto,EASYJET,,2024-11-10 14:04:50
17:40,,Brussels,SWISS,,2024-11-10 14:04:50
17:45,,Berlin,SWISS,,2024-11-10 14:04:50
