time,expected,origin,airline,status,scrape_time
06:15,,Addis Ababa,ETHIOPIAN AIRLINES,,2024-11-08 21:16:32
06:5506:35,06:35,Abu Dhabi,ETIHAD AIRWAYS,,2024-11-08 21:16:32
07:1506:50,06:50,Beijing,AIR CHINA,,2024-11-08 21:16:32
07:2507:36,07:36,New York,UNITED AIRLINES,,2024-11-08 21:16:32
07:3507:10,07:10,Washington,UNITED AIRLINES,,2024-11-08 21:16:32
07:50,,Nice,EASYJET,,2024-11-08 21:16:32
07:50,,Barcelona,EASYJET,,2024-11-08 21:16:32
07:55,,Brussels,BRUSSELS AIRLINES,,2024-11-08 21:16:32
08:00,,Berlin,EASYJET,,2024-11-08 21:16:32
08:10,,Frankfurt,LUFTHANSA,,2024-11-08 21:16:32
08:15,,Paris,AIR FRANCE,,2024-11-08 21:16:32
08:15,,Madrid,IBERIA,,2024-11-08 21:16:32
08:15,,Barcelona,VUELING,,2024-11-08 21:16:32
08:25,,Amsterdam,KLM ROYAL DUTCH AIRLINES,,2024-11-08 21:16:32
08:25,,Zurich,SWISS,,2024-11-08 21:16:32
08:40,,Munich,AIR DOLOMITI,,2024-11-08 21:16:32
08:50,,Vienna,AUSTRIAN,,2024-11-08 21:16:32
08:50,,Amsterdam,EASYJET,,2024-11-08 21:16:32
09:00,,Paris,EASYJET,,2024-11-08 21:16:32
09:15,,Brussels,EASYJET,,2024-11-08 21:16:32
09:15,,Porto,EASYJET,,2024-11-08 21:16:32
09:20,,Istanbul,TURKISH AIRLINES,Aheaded,2024-11-08 21:16:32
09:2009:04,09:04,New York,SWISS,,2024-11-08 21:16:32
09:35,,London,SWISS,,2024-11-08 21:16:32
09:35,,Warsaw,LOT POLISH AIRLINES,,2024-11-08 21:16:32
09:40,,Paris,AIR FRANCE,,2024-11-08 21:16:32
10:00,,Montreal,AIR CANADA,,2024-11-08 21:16:32
10:00,,Zurich,SWISS,,2024-11-08 21:16:32
10:05,,Helsinki,FINNAIR,,2024-11-08 21:16:32
10:10,,Athens,AEGEAN AIRLINES,,2024-11-08 21:16:32
10:15,,Frankfurt,AIR DOLOMITI,,2024-11-08 21:16:32
10:15,,Brussels,SWISS,,2024-11-08 21:16:32
10:15,,Bordeaux,EASYJET,,2024-11-08 21:16:32
10:40,,London,EASYJET,,2024-11-08 21:16:32
10:40,,Beirut,MEA MIDDLE EAST AIRLINES,,2024-11-08 21:16:32
11:00,,Amsterdam,KLM ROYAL DUTCH AIRLINES,,2024-11-08 21:16:32
11:05,,Rome,ITA AIRWAYS,,2024-11-08 21:16:32
11:10,,Lisbon,TAP PORTUGAL,,2024-11-08 21:16:32
11:15,,Paris,AIR FRANCE,,2024-11-08 21:16:32
11:25,,Nice,SWISS,,2024-11-08 21:16:32
11:30,,Ajaccio,EASYJET,,2024-11-08 21:16:32
11:30,,Porto,EASYJET,,2024-11-08 21:16:32
11:40,,Olbia,EASYJET,,2024-11-08 21:16:32
11:40,,London,SWISS,,2024-11-08 21:16:32
11:50,,Djerba,EASYJET,,2024-11-08 21:16:32
11:50,,Madrid,IBERIA,,2024-11-08 21:16:32
12:05,,Lisbon,EASYJET,,2024-11-08 21:16:32
12:10,,Alicante,EASYJET,,2024-11-08 21:16:32
12:30,,Munich,AIR DOLOMITI,,2024-11-08 21:16:32
12:30,,London,EASYJET,,2024-11-08 21:16:32
12:35,,Porto,EASYJET,,2024-11-08 21:16:32
12:35,,Pristina,SWISS,,2024-11-08 21:16:32
