time,expected,destination,airline,status,scrape_time
12:30,,Geneva,EASYJET,Cancelled,2024-11-02 07:33:18
13:4014:15,14:15,Frankfurt,LUFTHANSA,Took off,2024-11-02 07:33:18
13:55,,Funchal,EASYJET,Took off,2024-11-02 07:33:18
14:0514:00,14:00,Split,EASYJET,Took off,2024-11-02 07:33:18
14:1014:05,14:05,Rome,EASYJET,Took off,2024-11-02 07:33:18
14:20,,Istanbul,PEGASUS,Took off,2024-11-02 07:33:18
14:3515:05,15:05,Amsterdam,KLM ROYAL DUTCH AIRLINES,Go to gate,2024-11-02 07:33:18
14:3514:55,14:55,Toulouse,EASYJET,Go to gate,2024-11-02 07:33:18
14:40,,London,BRITISH AIRWAYS,Departed,2024-11-02 07:33:18
14:45,,Istanbul,TURKISH AIRLINES,Go to gate,2024-11-02 07:33:18
14:50,,Zurich,SWISS,Boarding,2024-11-02 07:33:18
15:00,,Dubai,EMIRATES,Boarding,2024-11-02 07:33:18
15:0015:15,15:15,Paris,AIR FRANCE,Go to gate,2024-11-02 07:33:18
15:00,,Jeddah,SAUDIA,Go to gate,2024-11-02 07:33:18
15:10,,Amman,ROYAL JORDANIAN,Boarding,2024-11-02 07:33:18
15:15,,Mykonos,EASYJET,,2024-11-02 07:33:18
15:15,,Rabat,EASYJET,Go to gate,2024-11-02 07:33:18
15:25,,Cairo,EGYPTAIR,Go to gate,2024-11-02 07:33:18
15:25,,Doha,QATAR AIRWAYS,Go to gate,2024-11-02 07:33:18
15:25,,Palma de Mallorca,EASYJET,,2024-11-02 07:33:18
15:30,,Lisbon,SWISS,,2024-11-02 07:33:18
15:40,,Heraklion,EASYJET,,2024-11-02 07:33:18
15:45,,Lisbon,EASYJET,,2024-11-02 07:33:18
15:55,,Edinburgh,EASYJET,,2024-11-02 07:33:18
15:55,,London,SWISS,,2024-11-02 07:33:18
16:00,,Pristina,EASYJET,,2024-11-02 07:33:18
16:15,,London,BRITISH AIRWAYS,,2024-11-02 07:33:18
16:15,,Algiers,AIR ALGERIE,,2024-11-02 07:33:18
16:30,,Copenhagen,EASYJET,,2024-11-02 07:33:18
16:45,,Malaga,EASYJET,,2024-11-02 07:33:18
16:55,,Casablanca,ROYAL AIR MAROC,,2024-11-02 07:33:18
17:00,,Brussels,BRUSSELS AIRLINES,,2024-11-02 07:33:18
17:00,,Munich,AIR DOLOMITI,,2024-11-02 07:33:18
17:05,,Palma de Mallorca,EASYJET,,2024-11-02 07:33:18
17:05,,Lisbon,EASYJET,,2024-11-02 07:33:18
17:10,,Malta,EASYJET,,2024-11-02 07:33:18
17:30,,Amsterdam,KLM ROYAL DUTCH AIRLINES,,2024-11-02 07:33:18
17:35,,Palma de Mallorca,EASYJET,,2024-11-02 07:33:18
17:45,,Berlin,SWISS,,2024-11-02 07:33:18
17:45,,Barcelona,VUELING,,2024-11-02 07:33:18
17:50,,London,BRITISH AIRWAYS,,2024-11-02 07:33:18
17:50,,London,SWISS,,2024-11-02 07:33:18
18:10,,Barcelona,EASYJET,,2024-11-02 07:33:18
18:15,,Paris,AIR FRANCE,,2024-11-02 07:33:18
18:15,,Lisbon,TAP PORTUGAL,,2024-11-02 07:33:18
18:20,,Istanbul,TURKISH AIRLINES,,2024-11-02 07:33:18
18:20,,Palermo,EASYJET,,2024-11-02 07:33:18
18:25,,Frankfurt,AIR DOLOMITI,,2024-11-02 07:33:18
18:30,,Olbia,EASYJET,,2024-11-02 07:33:18
18:35,,Madrid,IBERIA,,2024-11-02 07:33:18
18:45,,Antalya,PEGASUS,,2024-11-02 07:33:18
18:50,,Nantes,EASYJET,,2024-11-02 07:33:18
18:55,,Zurich,SWISS,,2024-11-02 07:33:18
19:00,,Bordeaux,EASYJET,,2024-11-02 07:33:18
19:00,,Helsinki,FINNAIR,,2024-11-02 07:33:18
19:10,,Tunis,TUNISAIR,,2024-11-02 07:33:18
19:10,,Brussels,SWISS,,2024-11-02 07:33:18
19:15,,Porto,TAP PORTUGAL,,2024-11-02 07:33:18
19:25,,Amsterdam,KLM ROYAL DUTCH AIRLINES,,2024-11-02 07:33:18
19:40,,Warsaw,LOT POLISH AIRLINES,,2024-11-02 07:33:18
19:55,,Vienna,AUSTRIAN,,2024-11-02 07:33:18
20:05,,London,EASYJET,,2024-11-02 07:33:18
20:15,,Zurich,SWISS,,2024-11-02 07:33:18
20:30,,Paris,AIR FRANCE,,2024-11-02 07:33:18
20:40,,Dubai,EMIRATES,,2024-11-02 07:33:18
20:45,,Madrid,IBERIA,,2024-11-02 07:33:18
20:50,,London,SWISS,,2024-11-02 07:33:18
21:10,,Porto,EASYJET,,2024-11-02 07:33:18
22:15,,Addis Ababa,ETHIOPIAN AIRLINES,,2024-11-02 07:33:18
